Location_ID	Apogee_ID	Visit	Binary%	ID
0	5045	2M00003987+6236456	0	0.9274555620793414	1
1	5045	2M00003987+6236456	1	0.9274555620793414	1
2	5045	2M00003987+6236456	2	0.9274555620793414	1
3	4548	2M00012252+1558339	0	0.9818599838809664	1
4	4548	2M00012252+1558339	1	0.9818599838809664	1
5	4548	2M00012252+1558339	2	0.9818599838809664	1
6	4120	2M00012806+7114563	0	0.9333121389815401	1
7	4120	2M00012806+7114563	1	0.9333121389815401	1
8	4120	2M00012806+7114563	2	0.9333121389815401	1
9	4590	2M00013219+0016012	0	0.9403250836791962	1
10	4590	2M00013219+0016012	1	0.9403250836791962	1
11	4590	2M00013219+0016012	2	0.9403250836791962	1
12	4590	2M00013817+0017293	0	0.9312021800594384	1
13	4590	2M00013817+0017293	1	0.9312021800594384	1
14	4590	2M00013817+0017293	2	0.9312021800594384	1
15	4590	2M00013817+0017293	3	0.9312021800594384	1
16	4590	2M00013817+0017293	4	0.9312021800594384	1
17	4590	2M00013817+0017293	5	0.9312021800594384	1
18	4590	2M00014973+0030263	0	0.968216069910726	1
19	4590	2M00014973+0030263	1	0.968216069910726	1
20	4590	2M00014973+0030263	2	0.968216069910726	1
21	4287	2M00021175+7341483	0	0.9351843416882888	1
22	4287	2M00021175+7341483	1	0.9351843416882888	1
23	4287	2M00021175+7341483	2	0.9351843416882888	1
24	5067	2M00023036+8524194	0	0.9321172803884752	1
25	5067	2M00023036+8524194	1	0.9321172803884752	1
26	4548	2M00023179+1521164	0	0.9569962511056488	1
27	4548	2M00023179+1521164	1	0.9569962511056488	1
28	4548	2M00023179+1521164	2	0.9569962511056488	1
29	4590	2M00023747-0010572	0	0.9503167926546384	1
30	4590	2M00023747-0010572	1	0.9503167926546384	1
31	4590	2M00023747-0010572	2	0.9503167926546384	1
32	4590	2M00023747-0010572	3	0.9503167926546384	1
33	4590	2M00023747-0010572	4	0.9503167926546384	1
34	4590	2M00023747-0010572	5	0.9503167926546384	1
35	4590	2M00024876-0018006	0	0.9439041672278756	1
36	4590	2M00024876-0018006	1	0.9439041672278756	1
37	4590	2M00024876-0018006	2	0.9439041672278756	1
38	4590	2M00025988+0148410	0	0.9238288201150096	1
39	4590	2M00025988+0148410	1	0.9238288201150096	1
40	4590	2M00025988+0148410	2	0.9238288201150096	1
41	4590	2M00025988+0148410	3	0.9238288201150096	1
42	4590	2M00025988+0148410	4	0.9238288201150096	1
43	4590	2M00025988+0148410	5	0.9238288201150096	1
44	4590	2M00030654-0000402	0	0.9583720495062658	1
45	4590	2M00030654-0000402	1	0.9583720495062658	1
46	4590	2M00030654-0000402	2	0.9583720495062658	1
47	4590	2M00030654-0000402	3	0.9583720495062658	1
48	4590	2M00030654-0000402	4	0.9583720495062658	1
49	4590	2M00030654-0000402	5	0.9583720495062658	1
50	4287	2M00031459+7446493	0	0.9751674827742528	1
51	4287	2M00031459+7446493	1	0.9751674827742528	1
52	4287	2M00031459+7446493	2	0.9751674827742528	1
53	4590	2M00031962-0017109	0	0.952934618695337	1
54	4590	2M00031962-0017109	1	0.952934618695337	1
55	4590	2M00031962-0017109	2	0.952934618695337	1
56	4590	2M00031962-0017109	3	0.952934618695337	1
57	4590	2M00031962-0017109	4	0.952934618695337	1
58	4590	2M00031962-0017109	5	0.952934618695337	1
59	4590	2M00033371+0200331	0	0.9164215084239132	1
60	4590	2M00033371+0200331	1	0.9164215084239132	1
61	4590	2M00033371+0200331	2	0.9164215084239132	1
62	4590	2M00033371+0200331	3	0.9164215084239132	1
63	4590	2M00033371+0200331	4	0.9164215084239132	1
64	4590	2M00033371+0200331	5	0.9164215084239132	1
65	4287	2M00041959+7547098	0	0.9079899787263224	1
