Location_ID	Apogee_ID	Visit	Binary%	ID
0	4548	2M00000233+1452324	0	0.8012248166440914	1
1	4548	2M00000233+1452324	1	0.8012248166440914	1
2	4548	2M00000233+1452324	2	0.8012248166440914	1
3	5047	2M00003379+7940362	0	0.8726166797825197	1
4	5047	2M00003379+7940362	1	0.8726166797825197	1
5	5047	2M00003379+7940362	2	0.8726166797825197	1
6	5047	2M00003379+7940362	3	0.8726166797825197	1
7	4264	2M00003968+5722329	0	0.8458685327504655	1
8	4264	2M00003968+5722329	1	0.8458685327504655	1
9	4264	2M00003968+5722329	2	0.8458685327504655	1
10	4264	2M00003968+5722329	3	0.8458685327504655	1
11	5045	2M00010146+6159427	0	0.8327655274364258	1
12	5045	2M00010146+6159427	1	0.8327655274364258	1
13	5045	2M00010146+6159427	2	0.8327655274364258	1
14	5045	2M00010146+6159427	3	0.8327655274364258	1
15	5045	2M00010146+6159427	4	0.8327655274364258	1
16	5045	2M00010146+6159427	5	0.8327655274364258	1
17	5045	2M00010146+6159427	6	0.8327655274364258	1
18	5045	2M00010146+6159427	7	0.8327655274364258	1
19	4548	2M00012694+1639052	0	0.8630399642214972	1
20	4548	2M00012694+1639052	1	0.8630399642214972	1
21	4548	2M00012694+1639052	2	0.8630399642214972	1
22	4548	2M00015102+1650371	0	0.8460096472651841	1
23	4548	2M00015102+1650371	1	0.8460096472651841	1
24	4548	2M00015102+1650371	2	0.8460096472651841	1
25	4548	2M00023816+1714249	0	0.8598755849971057	1
26	4548	2M00023816+1714249	1	0.8598755849971057	1
27	4548	2M00023816+1714249	2	0.8598755849971057	1
28	4590	2M00030626+0133171	0	0.8267485740227092	1
29	4590	2M00030626+0133171	1	0.8267485740227092	1
30	4590	2M00030626+0133171	2	0.8267485740227092	1
31	4590	2M00030626+0133171	3	0.8267485740227092	1
32	4590	2M00030626+0133171	4	0.8267485740227092	1
33	4590	2M00030626+0133171	5	0.8267485740227092	1
34	4590	2M00030930+0110025	0	0.8073511559785009	1
35	4590	2M00030930+0110025	1	0.8073511559785009	1
36	4590	2M00030930+0110025	2	0.8073511559785009	1
37	4590	2M00030930+0110025	3	0.8073511559785009	1
38	4590	2M00030930+0110025	4	0.8073511559785009	1
39	4590	2M00030930+0110025	5	0.8073511559785009	1
40	4590	2M00035534-0011465	0	0.8032762435927308	1
41	4590	2M00035534-0011465	1	0.8032762435927308	1
42	4590	2M00035534-0011465	2	0.8032762435927308	1
43	4548	2M00035968+1542051	0	0.8735613076544484	1
44	4548	2M00035968+1542051	1	0.8735613076544484	1
45	4548	2M00035968+1542051	2	0.8735613076544484	1
46	4590	2M00041019+0116246	0	0.8026382207051371	1
47	4590	2M00041019+0116246	1	0.8026382207051371	1
48	4590	2M00041019+0116246	2	0.8026382207051371	1
49	4590	2M00043426+0145169	0	0.80745747802008	1
50	4590	2M00043426+0145169	1	0.80745747802008	1
51	4590	2M00043426+0145169	2	0.80745747802008	1
52	4590	2M00043426+0145169	3	0.80745747802008	1
53	4590	2M00043426+0145169	4	0.80745747802008	1
54	4590	2M00043426+0145169	5	0.80745747802008	1
55	4548	2M00043956+1525247	0	0.8787695124398908	1
56	4548	2M00043956+1525247	1	0.8787695124398908	1
57	4548	2M00043956+1525247	2	0.8787695124398908	1
58	4590	2M00044424+0038241	0	0.8575074525558487	1
59	4590	2M00044424+0038241	1	0.8575074525558487	1
60	4590	2M00044424+0038241	2	0.8575074525558487	1
61	4590	2M00044424+0038241	3	0.8575074525558487	1
62	4590	2M00044424+0038241	4	0.8575074525558487	1
63	4590	2M00044424+0038241	5	0.8575074525558487	1
64	4590	2M00051185-0009599	0	0.8746965817384467	1
65	4590	2M00051185-0009599	1	0.8746965817384467	1
66	4590	2M00051185-0009599	2	0.8746965817384467	1
67	4590	2M00051185-0009599	3	0.8746965817384467	1
68	4590	2M00051185-0009599	4	0.8746965817384467	1
69	4590	2M00051185-0009599	5	0.8746965817384467	1
70	4590	2M00061237+0101599	0	0.8444600362334385	1
71	4590	2M00061237+0101599	1	0.8444600362334385	1
72	4590	2M00061237+0101599	2	0.8444600362334385	1
73	4590	2M00061237+0101599	3	0.8444600362334385	1
74	4590	2M00061237+0101599	4	0.8444600362334385	1
