LocationID,ApogeeID,Method_ID,Class,Bin%
127,4551,2M03111284+6312062,MJ,3,0.9825625114798952
128,2049,2M03115417-0009483,MJ,3,0.9747702370832628
129,2049,2M03142598-0033062,MJ,3,0.9887104157314021
130,4480,2M03154293+0158412,MJ,3,0.9936791822604912
131,2049,2M03154774-0115042,MJ,3,0.9936661992269016
132,4205,2M03160395+8020506,MJ,3,0.9946356738348046
133,2049,2M03164069-0056401,MJ,3,0.9796560715869168
134,4480,2M03165649+0218013,MJ,3,0.9629400574620166
135,4480,2M03193359+0100209,MJ,3,0.9747731163117248
136,4480,2M03195332+0111051,MJ,3,0.9623257196456552
137,4205,2M03203189+7918263,MJ,3,0.9939666175069459
138,2049,2M03211751+0007418,MJ,3,0.993550809128627
139,4554,2M03222918+5134159,MJ,3,0.9752557571080144
140,2051,2M03243521+0050234,MJ,3,0.9772332767290384
141,2051,2M03245256-0101016,MJ,3,0.9960050904795203
142,4471,2M03250687+0723364,MJ,3,0.9760447677326404
143,4587,2M03250916+3126099,MJ,3,0.9814973060124051
144,4471,2M03251309+0716359,MJ,3,0.9467263997830438
145,2052,2M03253087+0124441,MJ,3,0.989450737475246
146,4471,2M03260135+0816119,MJ,3,0.9304387477100856
147,4471,2M03262324+0827228,MJ,3,0.9443386981407764
148,4471,2M03272650+0900312,MJ,3,0.9740255471080408
149,4205,2M03283689+7947391,MJ,3,0.9597309907420892
150,4471,2M03283951+0740289,MJ,3,0.9779147223714252
151,4587,2M03292407+3119577,MJ,3,0.9605742881647874
152,2052,2M03294819-0030066,MJ,3,0.905328580748868
153,2052,2M03295701-0054150,MJ,3,0.9493996691725765
154,4587,2M03305252+3054177,MJ,3,0.9108466337474788
155,4205,2M03320943+7901322,MJ,3,0.9777525009850774
156,4587,2M03333041+3110504,MJ,3,0.9348827709535352
157,4144,2M03344945+4513191,MJ,3,0.9546823244926927
158,4144,2M03361242+4651208,MJ,3,0.9845092506672468
159,5101,2M03362922+6214173,MJ,3,0.9518567593838012
160,4144,2M03371290+4634201,MJ,3,0.9659148825952232
161,2094,2M03375945+0027294,MJ,3,0.9774449639257984
162,4205,2M03385931+8103356,MJ,3,0.9702530087625112
163,4205,2M03390336+7926498,MJ,3,0.952774630215894
164,2095,2M03394693+0053422,MJ,3,0.9930565238576023
165,2095,2M03401920-0118517,MJ,3,0.9959441680834388
166,2095,2M03402591-0124572,MJ,3,0.9933565051765146
167,4259,2M03402639+2405238,MJ,3,0.9600275653184124
168,4586,2M03405779+3118059,MJ,3,0.9931156054575572
169,4586,2M03411655+3309231,MJ,3,0.9678173840615484
170,4144,2M03414856+4544228,MJ,3,0.9478962549208538
171,4586,2M03415745+3148365,MJ,3,0.9344962559347498
172,5101,2M03420766+6430133,MJ,3,0.9856960141163644
173,2054,2M03421921+0034018,MJ,3,0.9593368219682722
174,4586,2M03422556+3256567,MJ,3,0.9540238585514932
175,4259,2M03424022+2359217,MJ,3,0.9680311299085058
176,4586,2M03425239+3301210,MJ,3,0.911929568414364
177,4586,2M03425395+3219279,MJ,3,0.9536732731143396
178,4586,2M03430679+3148204,MJ,3,0.9136009727950192
179,2054,2M03431058+0101330,MJ,3,0.9781692668354456
180,4259,2M03432712+2523152,MJ,3,0.9017821740147128
181,2054,2M03433338+0019055,MJ,3,0.9625141604548358
182,4586,2M03434101+3237320,MJ,3,0.9952234149882618
183,4586,2M03435374+3055463,MJ,3,0.97998122600893
184,4586,2M03435638+3209591,MJ,3,0.9901348007264792
185,4586,2M03435812+3213568,MJ,3,0.9867726795593822
186,2095,2M03440984-0009017,MJ,3,0.9734732768794504
187,4586,2M03441558+3209218,MJ,3,0.9661634058425409
188,4586,2M03442766+3233495,MJ,3,0.9615844312060275
189,4586,2M03443482+3211180,MJ,3,0.9757684124020556
190,4259,2M03443777+2255157,MJ,3,0.9595415618088262
191,4586,2M03443798+3203296,MJ,3,0.9190702316205828
192,4586,2M03444508+3214130,MJ,3,0.9617288347144024
193,4586,2M03444554+3218198,MJ,3,0.9623780910344404
194,4586,2M03445561+3209198,MJ,3,0.9798809937448962
195,4586,2M03445740+3317184,MJ,3,0.9223555995803449
196,5051,2M03445964-1107125,MJ,3,0.9350724684765186
197,4586,2M03450151+3210512,MJ,3,0.9719879988023846
198,4586,2M03450773+3200272,MJ,3,0.9169132005140735
199,4586,2M03450783+3102335,MJ,3,0.9594176079687136
200,4259,2M03451698+2515478,MJ,3,0.9233151837548128
201,4586,2M03452043+3228427,MJ,3,0.9736091873041204
202,4259,2M03452772+2310134,MJ,3,0.9112122058756146
203,4259,2M03454440+2413132,MJ,3,0.9876112526132516
204,2054,2M03460283-0044250,MJ,3,0.9723567118302132
205,4259,2M03460412+2324199,MJ,3,0.9506702445720652
206,4259,2M03465259+2338433,MJ,3,0.945630356266704
207,2054,2M03470876-0051447,MJ,3,0.935433603938802
208,4596,2M03491294+3813037,MJ,3,0.9132708100195772
209,4152,2M03491989+4915280,MJ,3,0.9602634283015796
210,2303,2M03492228-0514324,MJ,3,0.9591476796554284
211,2303,2M03494383-0512075,MJ,3,0.9805031017665184
212,5051,2M03500445-1108251,MJ,3,0.9272668271351378
213,5051,2M03511180-0938133,MJ,3,0.9394472668981338
214,4259,2M03512664+2504369,MJ,3,0.9269205376710966
215,5162,2M03521852+2451334,MJ,3,0.9927536813720385
216,4152,2M03522636+4916273,MJ,3,0.9596079164673508
217,5162,2M03523764+2444550,MJ,3,0.9797227954996056
218,2303,2M03531784-0517434,MJ,3,0.937316966404233
219,4152,2M03533092+4916585,MJ,3,0.9287641232547652
220,4205,2M03534224+8002056,MJ,3,0.9837462814281669
221,5051,2M03534283-1049320,MJ,3,0.9682040456729896
222,5162,2M03534382+2413287,MJ,3,0.9897101181069636
223,5162,2M03540675+2420015,MJ,3,0.9416207122236508
224,5162,2M03542795+2350075,MJ,3,0.97317606929726
225,5051,2M03543243-1035133,MJ,3,0.9632656480532068
226,4152,2M03560117+5003253,MJ,3,0.9956820528408008
227,4205,2M03560878+7840523,MJ,3,0.9589706568159996
228,5162,2M03561202+2403212,MJ,3,0.9918011665909112
229,2303,2M03571705-0436288,MJ,3,0.9535726127897132
230,5145,2M03575528+1051182,MJ,3,0.9731818517177436
231,2303,2M03583456-0611539,MJ,3,0.9229406608080071
232,4151,2M03583785+5213445,MJ,3,0.9281248114467764
233,2303,2M03584247-0521516,MJ,3,0.9813743318262036
234,2303,2M03585244-0531561,MJ,3,0.9604089691334096
235,5145,2M03591349+1131292,MJ,3,0.971243088196963
236,5162,2M03593006+2420101,MJ,3,0.9675640697560756
237,5145,2M03595389+1218362,MJ,3,0.9930322828819468
238,4151,2M04010057+5344109,MJ,3,0.9735614759747538
239,5162,2M04014394+2507238,MJ,3,0.9649302477584112
240,5162,2M04014490+2556007,MJ,3,0.9601658600742342
241,5145,2M04014806+1027576,MJ,3,0.9590034924617086
242,4151,2M04015510+5336178,MJ,3,0.9957293915707628
243,2097,2M04041108-0536229,MJ,3,0.9935808730035732
244,4151,2M04043545+5153371,MJ,3,0.9933045571120618
245,2097,2M04051669-0510113,MJ,3,0.9789901845071284
246,5103,2M04052852+3736385,MJ,3,0.9771728112558712
247,5145,2M04053766+1136139,MJ,3,0.9908488803692128
248,5145,2M04061897+1042099,MJ,3,0.9942563654995251
249,2097,2M04071794-0704285,MJ,3,0.9593141249256372
250,5161,2M04084893+2326118,MJ,3,0.9857589398408654
251,2097,2M04114902-0514135,MJ,3,0.9711768274019564
252,5161,2M04122244+2422419,MJ,3,0.9825153176350284
253,5161,2M04125121+2441442,MJ,3,0.945800757931338
254,5057,2M04131512+6703558,MJ,3,0.99227773650837
255,5102,2M04135110+4938317,MJ,3,0.9746595183220212
256,5161,2M04142584+2414350,MJ,3,0.979125794480438
257,5161,2M04152483+2358568,MJ,3,0.9794213186011832
258,4556,2M04173043+4406020,MJ,3,0.9829100621651452
259,4153,2M04182393+5423539,MJ,3,0.9618121706951851
260,4153,2M04202800+5505348,MJ,3,0.9482775856883944
261,4153,2M04215749+5410526,MJ,3,0.9493594625688436
262,5149,2M04222563+5933026,MJ,3,0.9961397506746515
263,5160,2M04231198+1730112,MJ,3,0.9876387999808628
264,5160,2M04235666+1838201,MJ,3,0.975344511588497
265,4153,2M04242736+5458531,MJ,3,0.994594032760005
266,5160,2M04242753+1813355,MJ,3,0.9890669501019635
267,5160,2M04243058+1859131,MJ,3,0.9862798895358924
268,5160,2M04243847+1858385,MJ,3,0.9947329381925368
269,5160,2M04253099+1932105,MJ,3,0.9348728698591544
270,5160,2M04265461+1758330,MJ,3,0.9307930749378636
271,5082,2M04273190+3058238,MJ,3,0.9817864880449698
272,4325,2M04300665+3520323,MJ,3,0.9907852164633448
273,4325,2M04315155+3522530,MJ,3,0.9494859166266679
274,5148,2M04320745+0008492,MJ,3,0.9958154106905376
275,5148,2M04361973+0047410,MJ,3,0.9549567638405684
276,5148,2M04363658+0043304,MJ,3,0.9728758427510888
277,4325,2M04393682+3553432,MJ,3,0.9945976692299
278,4121,2M04403913+5740339,MJ,3,0.9203793642141724
279,4121,2M04430417+5900251,MJ,3,0.9591250724742004
280,4257,2M04435712+3901413,MJ,3,0.9225620367796584
281,4121,2M04452494+5703088,MJ,3,0.9807311210359714
282,4597,2M04460281+2832101,MJ,3,0.9891118907286741
283,4257,2M04475318+3844458,MJ,3,0.9774247244211518
284,4257,2M04485954+3749255,MJ,3,0.9848050314805044
285,4555,2M04491848+4954075,MJ,3,0.9897761028008284
286,5065,2M04503647+4519494,MJ,3,0.9932625524696858
287,4121,2M04511439+5747361,MJ,3,0.9936557684166172
288,4257,2M04515425+3915070,MJ,3,0.9053362547296429
289,4257,2M04523015+3925462,MJ,3,0.9922137187232524
290,4121,2M04533610+5803507,MJ,3,0.9596064126406956
291,4272,2M04594994+4041082,MJ,3,0.9924593425085864
292,4560,2M04595013+3638144,MJ,3,0.9875736638794488
293,4555,2M05003852+4942070,MJ,3,0.9378117945260934
294,5106,2M05005339+2303102,MJ,3,0.9851517849371034
295,5106,2M05011401+2230159,MJ,3,0.9877042307743032
296,4272,2M05022965+4142533,MJ,3,0.987070989638318
297,5106,2M05024263+2151091,MJ,3,0.992542128755452
298,5106,2M05064830+2150468,MJ,3,0.9833255748056532
299,5081,2M05084082+4901522,MJ,3,0.9684600081100682
300,5066,2M05100774+3847136,MJ,3,0.9690422257072504
301,4122,2M05105162+2513182,MJ,3,0.9909397848438242
302,4122,2M05145873+2516078,MJ,3,0.9470641612939854
303,5114,2M05160474+2443207,MJ,3,0.9626030810195908
304,4122,2M05162317+2312004,MJ,3,0.9807981971284436
305,5081,2M05165388+4928208,MJ,3,0.962158753459588
306,4598,2M05172551+1446132,MJ,3,0.9736472905761759
307,4122,2M05175081+2458194,MJ,3,0.9916108092260401
308,5114,2M05181194+2313541,MJ,3,0.9802346826761738
309,4145,2M05190968+4415144,MJ,3,0.995136972458414
310,4562,2M05194502+2905511,MJ,3,0.9852273146875441
311,4122,2M05195099+2443435,MJ,3,0.9922565695320634
312,4122,2M05195578+2426594,MJ,3,0.983180004894946
313,5114,2M05201197+2417083,MJ,3,0.9795223898234152
314,5085,2M05212181+1250396,MJ,3,0.9593886598402608
315,5114,2M05212511+2358317,MJ,3,0.9221553955994772
316,5175,2M05224331+0328389,MJ,3,0.9886596198934344
317,5175,2M05224790+0241315,MJ,3,0.9894993256257096
318,4145,2M05224865+4246159,MJ,3,0.9954458379478118
319,4562,2M05240556+2947008,MJ,3,0.9422743096420528
320,4592,2M05245445+3821524,MJ,3,0.9823677255888776
321,4155,2M05254800+2740009,MJ,3,0.94751132861553
322,5175,2M05265958+0246583,MJ,3,0.9782045332748244
323,5170,2M05273724+1125497,MJ,3,0.9560177838047162
324,4155,2M05275009+2740351,MJ,3,0.9198047383279708
325,5175,2M05280884+0403101,MJ,3,0.9526646094420732
326,4145,2M05284223+4359528,MJ,3,0.9932581203867626
327,4155,2M05284986+2645461,MJ,3,0.9632619629144409
328,5170,2M05285853+1045376,MJ,3,0.9951251178988574
329,4321,2M05291630+3549565,MJ,3,0.9662807526265624
330,4321,2M05292628+3555070,MJ,3,0.9349505862111904
331,4155,2M05304951+2532292,MJ,3,0.9542837447909432
332,5170,2M05305169+1208367,MJ,3,0.9589596617544396
333,5169,2M05310482+1034560,MJ,3,0.9844023650349346
334,5170,2M05312170+1202351,MJ,3,0.9889418653022544
335,4155,2M05312674+2759565,MJ,3,0.9849643641424342
336,4593,2M05313658+3216487,MJ,3,0.9007701191063828
337,5175,2M05313758+0226397,MJ,3,0.9776180622352474
338,5169,2M05315531+1023459,MJ,3,0.9634608034974241
339,5169,2M05321308+1112494,MJ,3,0.9760224680106926
340,5169,2M05322073+1031036,MJ,3,0.9830820170461128
341,4611,2M05331491-0530335,MJ,3,0.9824100325232852
342,4559,2M05334627+3958411,MJ,3,0.9867389503449192
343,4155,2M05335529+2613300,MJ,3,0.9700993963926244
344,4612,2M05335769-0540060,MJ,3,0.9020412872142616
345,5169,2M05340840+1046050,MJ,3,0.9678076400817668
346,4611,2M05341387-0536353,MJ,3,0.9643793190718694
347,4611,2M05342386-0515403,MJ,3,0.9190965762113942
348,4612,2M05342734-0524222,MJ,3,0.9687735409563596
349,4613,2M05343145-0643226,MJ,3,0.9490722041754972
350,4611,2M05343386-0556380,MJ,3,0.9283365824143676
351,4155,2M05343393+2541331,MJ,3,0.9136332604536024
352,4611,2M05343394-0528245,MJ,3,0.9549597153140104
353,4612,2M05343425-0602097,MJ,3,0.942901141812042
354,4612,2M05343487-0611259,MJ,3,0.9063800863870068
355,5169,2M05343516+0927492,MJ,3,0.9753668722662908
356,4611,2M05343976-0524254,MJ,3,0.985495324820002
357,4611,2M05344013-0458398,MJ,3,0.9434106546163742
358,4611,2M05344061-0443315,MJ,3,0.962295143129802
359,4289,2M05344507+6223530,MJ,3,0.9913196834801601
360,4611,2M05344677-0526048,MJ,3,0.9638128336266362
361,4612,2M05344846-0541582,MJ,3,0.9755543666709496
362,4611,2M05344907-0526266,MJ,3,0.9394365374163556
363,4611,2M05345086-0539292,MJ,3,0.9735403120608901
364,4611,2M05345143-0513295,MJ,3,0.937961228096166
365,4613,2M05345240-0611570,MJ,3,0.9266555408774974
366,4611,2M05345249-0449404,MJ,3,0.9726510821991406
367,4611,2M05345259-0524037,MJ,3,0.9667693471798288
368,4612,2M05345494-0517017,MJ,3,0.9269327415735176
369,4611,2M05345563-0601036,MJ,3,0.975485749415595
370,4612,2M05345597-0529264,MJ,3,0.967375261508198
371,4611,2M05345701-0523000,MJ,3,0.984287502455296
372,4611,2M05345778-0522511,MJ,3,0.9447796079986904
373,4611,2M05345827-0525332,MJ,3,0.9219168414569676
374,4611,2M05350238-0515479,MJ,3,0.9454764262889364
375,4612,2M05350292-0605252,MJ,3,0.9226158052207596
376,4611,2M05350312-0509170,MJ,3,0.9280809799634656
377,4611,2M05350326-0449209,MJ,3,0.9805795947216968
378,4612,2M05350560-0518248,MJ,3,0.9061719608163724
379,4611,2M05351002-0441169,MJ,3,0.9170695134509012
380,4611,2M05351380-0530244,MJ,3,0.9205171753800055
381,4611,2M05351444-0533190,MJ,3,0.9471988671656971
382,4612,2M05351467-0539108,MJ,3,0.906664511904698
383,4613,2M05351580-0646291,MJ,3,0.9887959567725432
384,4611,2M05351602-0550448,MJ,3,0.9134487101483508
385,4613,2M05351630-0618431,MJ,3,0.9693596717199194
386,4612,2M05351751-0517401,MJ,3,0.9719560892522812
387,4611,2M05351754-0540483,MJ,3,0.9246645877419156
388,4612,2M05351914-0604377,MJ,3,0.968778284957168
389,4611,2M05352372-0448166,MJ,3,0.9003861773820938
390,4613,2M05352709-0645484,MJ,3,0.9399744060859256
391,4612,2M05352750-0535194,MJ,3,0.9187253602786152
392,4611,2M05352860-0455036,MJ,3,0.9937621967099128
393,4612,2M05352983-0532534,MJ,3,0.9600449157858332
394,4612,2M05353091-0518179,MJ,3,0.9786745520891628
395,4611,2M05354077-0509015,MJ,3,0.910270941506219
396,4613,2M05354593-0625591,MJ,3,0.968258168012218
397,4611,2M05354624-0515398,MJ,3,0.9358633436529888
398,4613,2M05355202-0610016,MJ,3,0.931776300349358
399,4613,2M05360828-0648363,MJ,3,0.953884724363892
400,4611,2M05360873-0412548,MJ,3,0.9557941783735616
401,4155,2M05361151+2625027,MJ,3,0.9484630230223068
402,4613,2M05363575-0642499,MJ,3,0.94386291614034
403,4613,2M05364204-0607061,MJ,3,0.9307326930987604
404,4613,2M05364521-0628096,MJ,3,0.967888518900666
405,4593,2M05370453+3112114,MJ,3,0.9803169646806928
406,4613,2M05370589-0647149,MJ,3,0.9756858281827911
407,4613,2M05371190-0629169,MJ,3,0.9207974897416322
408,5173,2M05373666-0234003,MJ,3,0.9278381017062902
409,4613,2M05373898-0645154,MJ,3,0.9285674786862756
410,5105,2M05375674+3145012,MJ,3,0.9868092610679924
411,4613,2M05380417-0722044,MJ,3,0.9671199094639984
412,4613,2M05382679-0650553,MJ,3,0.9850693690263258
413,4326,2M05383316+4556445,MJ,3,0.958505684879113
414,5086,2M05383849+1552221,MJ,3,0.9495452857231746
415,5169,2M05384174+0914342,MJ,3,0.9340769176950104
416,5173,2M05390008-0218381,MJ,3,0.9302125252745891
417,5080,2M05390059+5159380,MJ,3,0.970773826633562
418,4326,2M05391675+4539368,MJ,3,0.9752124329861268
419,5173,2M05393511-0247299,MJ,3,0.9233599411193312
420,4564,2M05393994+2448170,MJ,3,0.9723432571717394
421,4564,2M05395208+2231019,MJ,3,0.9793394246226912
422,5173,2M05400413-0323027,MJ,3,0.9682768875392532
423,5173,2M05401082-0211264,MJ,3,0.9651094148691024
424,4613,2M05401683-0719070,MJ,3,0.9872104684717679
425,5173,2M05401975-0229558,MJ,3,0.9076451833996324
426,4326,2M05402330+4617163,MJ,3,0.9931621369106344
427,5105,2M05404374+3247570,MJ,3,0.926528907731042
428,5173,2M05404464-0222440,MJ,3,0.9286128986565696
429,5169,2M05405838+1107387,MJ,3,0.918776628246592
430,4615,2M05412033-0815231,MJ,3,0.962970600352446
431,4615,2M05412451-0856320,MJ,3,0.9704831446519544
432,4615,2M05412534-0805547,MJ,3,0.9506271309085156
433,5173,2M05414508-0151443,MJ,3,0.984536152251854
434,4615,2M05415134-0751483,MJ,3,0.903742692944804
435,4431,2M05420795+3849453,MJ,3,0.9902316047672912
436,4326,2M05423918+4552465,MJ,3,0.9217308277274002
437,4615,2M05430592-0821505,MJ,3,0.9500167738822588
438,4615,2M05432464-0813275,MJ,3,0.95057905387032
439,4290,2M05444569-0525344,MJ,3,0.982314620643871
440,4600,2M05445847+5357043,MJ,3,0.9338478204878068
441,4154,2M05455730+2811469,MJ,3,0.9743271108278486
442,5086,2M05460266+1442125,MJ,3,0.9879087994144048
443,5172,2M05461906+0003295,MJ,3,0.9628835220209352
444,4154,2M05462144+2946373,MJ,3,0.9840227854310594
445,5172,2M05463005+0012096,MJ,3,0.938545495386114
446,4154,2M05463489+2738029,MJ,3,0.9948491389684831
447,5172,2M05464194+0020027,MJ,3,0.9518596525527672
448,5172,2M05464235+0012094,MJ,3,0.9918231472029098
449,4599,2M05472048+0223043,MJ,3,0.916075833463288
450,5172,2M05473190+0133237,MJ,3,0.9375798568081845
451,5172,2M05474500+0038418,MJ,3,0.9609254953331524
452,4599,2M05502340+0420349,MJ,3,0.9836346377812
453,4561,2M05504191+3525569,MJ,3,0.9915818314488142
454,4594,2M05511998+2546264,MJ,3,0.9863668918176146
455,5151,2M05513819+4211445,MJ,3,0.990464584703912
456,4290,2M05520157-0529439,MJ,3,0.981151846159012
457,4290,2M05533254-0421192,MJ,3,0.942355487049692
458,5084,2M05534495+2650052,MJ,3,0.9225260709969868
459,5084,2M05580210+2631429,MJ,3,0.9528324817097642
460,5084,2M05582148+2549515,MJ,3,0.9728704540996164
461,4156,2M05592230+3203416,MJ,3,0.9281830834038752
462,4156,2M05593050+3038112,MJ,3,0.970540364968876
463,4156,2M06031425+2949475,MJ,3,0.9409601601185036
464,4156,2M06031578+2952126,MJ,3,0.9832434877341024
465,4156,2M06051239+3006116,MJ,3,0.9677359496749898
