LocationID,ApogeeID,min_log(R51),min_log(R101),min_log(R151),min_log(R151/R101),min_log(R101/R51),max_log(xr),Identifier
946,4613,2M05342626-0646093,0.5982,0.58,0.6635,0.0835,-0.0182,1.1774,JRC
947,4611,2M05342698-0518033,0.9804,1.0922,1.146,-0.0488,0.0814,0.6255,JRC
948,4611,2M05342706-0532291,0.9293,0.8016,0.8493,0.0353,-0.1829,1.4626,JRC
949,4612,2M05342734-0524222,0.8039,0.851,0.8978,-0.11699999999999999,-0.262,1.382,JRC
950,4611,2M05342753-0528284,0.894,0.8893,0.9325,-0.0399,-0.0236,1.3075,JRC
951,4612,2M05342767-0537192,0.4899,0.6335,0.7076,0.07400000000000001,0.1436,1.6338,JRC
952,4611,2M05342770-0531553,0.8284,0.8818,0.9162,-0.0064,-0.1986,0.8424,JRC
953,4612,2M05342867-0434395,0.8856,0.9936,1.0501,0.0565,0.1079,0.7165,JRC
954,4612,2M05342885-0547137,0.9024,0.9733,0.9596,-0.0137,-0.0855,1.3576,JRC
955,4612,2M05342954-0523437,0.9022,0.9825,1.0312,0.0487,0.0803,1.0744,JRC
956,4611,2M05343087-0425070,0.7282,0.5518,0.631,0.0792,-0.1764,1.2351,JRC
957,4613,2M05343145-0643226,0.9015,0.9812,1.0243,0.0257,0.0594,0.991,JRC
958,4611,2M05343190-0526368,0.9229999999999999,0.8499,0.9119,0.0349,-0.1859,1.3209,JRC
959,4611,2M05343371-0540227,0.9259,0.9494,1.0316,0.0401,-0.0458,0.7085,JRC
960,4611,2M05343386-0556380,0.9706,1.0106,0.9982,-0.0124,0.0401,1.5395,JRC
961,4155,2M05343393+2541331,0.912,1.0044,1.0243,-0.0374,-0.1249,1.1579,JRC
962,4611,2M05343394-0528245,0.8151,0.9346,0.9975,0.0353,0.0663,0.6642,JRC
963,4612,2M05343425-0602097,0.9825,1.0453,1.0998,0.0449,0.0628,0.9039,JRC
964,4612,2M05343487-0611259,0.4381,0.5296,0.6104,0.0634,0.08,1.1673,JRC
965,5169,2M05343516+0927492,0.7764,0.8707,0.9361,0.0587,0.0868,1.4029,JRC
966,4612,2M05343625-0604515,0.9778,1.1195,1.1484,-0.0137,-0.221,0.9202,JRC
967,4612,2M05343903-0455288,0.7232,0.8278,0.9019,0.0741,0.1046,0.7919,JRC
968,4611,2M05343976-0524254,0.4824,0.6282,0.7134,0.054000000000000006,0.1137,0.9569,JRC
969,4611,2M05344013-0458398,0.8151,0.8927,0.851,-0.0513,-0.1956,1.3532,JRC
970,4611,2M05344061-0443315,0.9284,0.9716,0.9397,-0.0839,-0.0614,1.1652,JRC
971,4611,2M05344239-0512381,0.7239,0.8420000000000001,0.9252,0.0489,0.0964,0.8384,JRC
972,4613,2M05344315-0627146,0.981,0.9706,1.038,0.0674,-0.0104,1.7112,JRC
973,4611,2M05344474-0533421,0.856,0.9579,0.9086,-0.0493,0.1019,1.3482,JRC
974,4289,2M05344507+6223530,0.5521,0.6931,0.7623,0.0692,0.141,0.8083,JRC
975,4611,2M05344518-0510476,0.8762,0.8375,0.8449,0.0074,-0.061,1.4342,JRC
976,4611,2M05344554-0436077,0.8065,0.9001,0.9179,-0.0038,-0.0177,0.5761,JRC
977,4611,2M05344556-0529209,0.7277,0.8241,0.8942,0.0701,-0.2437,1.7277,JRC
978,4612,2M05344641-0454020,0.4716,0.5489999999999999,0.6106,0.0615,0.0774,0.8209,JRC
979,4611,2M05344677-0526048,0.9003,0.9857,0.9979,0.0122,-0.1053,0.9718,JRC
980,4612,2M05344753-0557569,0.7887,0.8175,0.8671,0.0262,0.0288,0.9886,JRC
981,4612,2M05344823-0447401,0.7766,0.8705,0.9463,0.0758,0.0939,0.6896,JRC
982,4612,2M05344846-0541582,0.8956,0.9911,0.9729,-0.0432,-0.0609,1.4664,JRC
983,4611,2M05344882-0523179,0.7825,0.7576,0.8214,0.0637,-0.0249,1.5892,JRC
984,4611,2M05344907-0526266,0.9923,1.1149,1.0359,-0.1091,-0.0468,1.4145,JRC
985,4611,2M05345086-0539292,0.9777,0.9809,1.0456,0.0643,-0.0229,0.7318,JRC
986,4611,2M05345143-0513295,0.8236,0.9658,1.0047,0.0085,0.1135,0.9955,JRC
987,4611,2M05345201-0524187,0.9835,1.0179,1.0012,-0.0167,-0.07,1.2662,JRC
988,4611,2M05345220-0440117,0.7399,0.8772,0.9587,0.0815,0.1374,0.8844,JRC
989,4613,2M05345240-0611570,0.8149,0.9472,0.9954,0.0387,0.0943,1.1459,JRC
990,4611,2M05345249-0449404,0.7603,0.8432,0.8931,0.0479,0.0517,1.2896,JRC
991,4611,2M05345259-0524037,0.7773,0.8502,0.9124,0.0343,-0.077,0.5823,JRC
992,4612,2M05345494-0517017,0.9833,1.0872,1.0701,-0.0171,0.0798,1.5807,JRC
993,4611,2M05345563-0601036,0.6235,0.773,0.8473,0.0743,0.1432,0.6468,JRC
994,4612,2M05345597-0529264,0.9944,0.9587,0.9314,-0.0273,-0.0357,1.2078,JRC
995,4611,2M05345597-0531130,0.7741,0.5101,0.4806,-0.1408,-0.6907,1.7011,JRC
996,4611,2M05345640-0538052,0.8793,0.8735,0.8832,-0.0216,-0.0058,1.3849,JRC
997,4612,2M05345651-0527510,0.8864,1.0041,0.9507,-0.0535,0.0589,1.749,JRC
998,4611,2M05345656-0552069,0.9028,0.8154,0.8336,0.0182,-0.2952,1.4855,JRC
999,4612,2M05345675-0526372,0.9567,1.0661,1.08,0.0139,0.1094,0.7392,JRC
1000,4611,2M05345701-0523000,0.7503,0.8937,0.9299,-0.0804,0.0956,1.2289,JRC
1001,5169,2M05345756+0946072,0.9406,0.8022,0.8015,-0.0007,-0.1384,1.6198,JRC
1002,4611,2M05345778-0522511,0.9002,0.9949,1.0436,-0.1381,0.0205,1.2936,JRC
1003,4611,2M05345803-0612237,0.7707,0.8276,0.9051,0.0378,-0.1518,1.0153,JRC
1004,4612,2M05345821-0549346,1.0992,0.8503,0.9049,0.0546,-0.2489,1.3741,JRC
1005,4611,2M05345827-0525332,0.6261,0.7385,0.7359,-0.0028,-0.0135,1.194,JRC
1006,4611,2M05345923-0544553,0.4725,0.5518,0.5649,0.0131,0.0793,0.7312,JRC
1007,4611,2M05345955-0524002,0.7955,0.9069,0.9523,-0.0106,0.0318,1.6296,JRC
1008,4612,2M05350082-0538079,0.8207,0.8957,0.9383,0.0357,-0.3855,1.4409,JRC
1009,4611,2M05350085-0509389,0.8024,0.9259999999999999,1.0021,0.0337,0.1123,1.3143,JRC
1010,4611,2M05350162-0433377,0.8284,0.9441,1.0141,0.07,0.1157,0.9968,JRC
1011,4611,2M05350238-0515479,0.9786,0.9506,0.9939,-0.0537,-0.2275,0.9172,JRC
1012,4612,2M05350292-0605252,0.9403,0.9795,0.9902,0.0107,0.0392,0.6422,JRC
1013,4611,2M05350312-0509170,0.8645,0.9832,1.0112,0.0279,0.1188,0.7478,JRC
1014,4611,2M05350326-0449209,0.4139,0.4821,0.555,0.0638,0.0682,1.4493,JRC
1015,4612,2M05350463-0509557,0.5785,0.727,0.7905,0.0635,0.1484,0.9591,JRC
1016,4612,2M05350560-0518248,0.8123,0.8495,0.8389,-0.0106,0.0372,1.4323,JRC
1017,4611,2M05350575-0544001,0.6285,0.6265,0.6806,-0.0232,-0.01,1.5349,JRC
1018,4611,2M05350724-0450254,0.6566,0.6376,0.6163,-0.0427,-0.0513,1.7479,JRC
1019,4611,2M05350732-0538409,0.8881,1.0274,0.983,-0.0444,0.0703,1.3181,JRC
1020,4612,2M05350760-0536196,0.8138,0.7709999999999999,0.8313,-0.0189,-0.0489,1.6269999999999998,JRC
1021,4611,2M05350768-0536587,0.8708,0.9667,0.9899,-0.0412,-0.0705,0.9328,JRC
1022,4611,2M05350805-0553434,0.7743,0.7170000000000001,0.7388,-0.0448,-0.1024,1.7457,JRC
1023,4611,2M05351002-0441169,0.6975,0.828,0.8955,-0.0384,0.1102,1.3238,JRC
1024,4612,2M05351004-0605364,0.9581,0.9985,0.9471,-0.0514,0.0404,1.5522,JRC
1025,4612,2M05351042-0538246,0.9254,1.0413,1.0934,0.0521,0.11599999999999999,1.0405,JRC
1026,4613,2M05351077-0651557,0.8036,0.9413,1.0132,0.0602,0.1375,0.6532,JRC
1027,4611,2M05351113-0536511,0.5368,0.6146,0.6984,0.0838,0.0778,1.0503,JRC
1028,4612,2M05351121-0517209,0.6416,0.7849,0.8665,0.0816,0.1433,0.7404,JRC
1029,4611,2M05351123-0541361,0.6946,0.8283,0.9089,0.0439,0.039,1.3693,JRC
1030,4612,2M05351162-0516577,0.8098,0.848,0.8778,0.0298,0.0382,1.4706,JRC
1031,4611,2M05351165-0531011,0.8681,0.991,1.0509,-0.0265,0.0951,1.0986,JRC
1032,4612,2M05351214-0531388,0.4038,0.4916,0.5579999999999999,0.0665,0.0877,1.5147,JRC
1033,4612,2M05351236-0543184,0.3885,0.4996,0.586,0.0863,0.1111,1.1401,JRC
1034,4613,2M05351258-0657121,0.6951,0.8215,0.8771,-0.0006,0.0043,1.3552,JRC
1035,4611,2M05351380-0530244,1.0061,0.9451,1.0112,0.0661,-0.155,1.3773,JRC
1036,4611,2M05351444-0533190,0.9463,1.0001,0.9124,-0.0926,0.0538,0.6927,JRC
1037,4612,2M05351467-0539108,0.9504,0.9788,0.9552,-0.0236,0.0112,0.5971,JRC
1038,4613,2M05351580-0646291,0.4497,0.5921,0.6762,0.0803,0.1392,0.9076,JRC
1039,4611,2M05351602-0550448,0.8241,0.8538,0.8826,-0.0694,-0.013999999999999999,1.6201,JRC
1040,4612,2M05351624-0528337,0.8479,0.9325,0.9422,0.0097,0.0846,0.9352,JRC
1041,4613,2M05351630-0618431,1.0247,0.9287,0.9836,0.0549,-0.096,1.6825,JRC
1042,4612,2M05351676-0440324,0.9679,0.9779,1.0436,0.0656,0.0101,0.7199,JRC
1043,4612,2M05351751-0517401,0.8397,0.8994,0.9258,0.0177,0.0041,1.1432,JRC
1044,4611,2M05351754-0540483,0.9789,1.0521,1.0548,0.0027,0.0731,1.1462,JRC
1045,4612,2M05351755-0453037,0.5589,0.7077,0.7832,0.0756,0.1487,0.6147,JRC
1046,4613,2M05351798-0604430,0.3449,0.4905,0.5758,0.0853,0.1456,0.5374,JRC
1047,4611,2M05351838-0453234,0.9997,1.0736,1.1247,0.0512,0.0739,0.7041,JRC
1048,4612,2M05351914-0604377,0.8733,0.9289,0.9857,-0.0558,-0.2166,1.1406,JRC
1049,5169,2M05351974+0947476,0.6432,0.7464,0.8132,0.0388,0.0705,0.6198,JRC
1050,4613,2M05352060-0617497,0.7355,0.8519,0.9293,0.0731,0.098,1.409,JRC
1051,4611,2M05352125-0542123,0.9406,0.973,1.0,0.027000000000000003,0.0323,1.7339,JRC
1052,5169,2M05352147+0944102,0.924,0.852,0.8797,0.0147,-0.0797,1.4949,JRC
1053,4612,2M05352169-0534468,0.9206,0.9937,1.0653,0.0341,-0.1054,1.0172,JRC
1054,5169,2M05352216+0953586,0.9684,0.9517,1.0072,0.0071,-0.2143,1.6988,JRC
1055,4613,2M05352238-0620436,0.9062,1.004,1.0584,0.0197,-0.0269,0.8721,JRC
1056,4611,2M05352331-0528100,0.975,1.0796,1.1328,0.0269,0.0757,0.5634,JRC
1057,4611,2M05352372-0448166,0.9540000000000001,1.0707,1.1475,0.0173,0.1093,1.1214,JRC
1058,4611,2M05352537-0524114,0.698,0.5017,0.5648,0.0528,-0.2717,1.7492,JRC
1059,5169,2M05352561+1011005,0.8139,0.8409,0.9177,0.0479,0.0191,1.6929,JRC
1060,4612,2M05352658-0456067,0.5998,0.5786,0.645,0.0664,-0.0212,1.247,JRC
1061,4613,2M05352709-0645484,0.8558,0.9654,1.0261,0.0544,0.0614,0.5759,JRC
1062,4612,2M05352730-0523366,0.9715,1.0631,1.1475,0.0844,0.0916,0.6642,JRC
1063,4612,2M05352750-0535194,0.8382,0.9539,0.9539,0.0,0.1157,1.1722,JRC
1064,4612,2M05352816-0511375,0.7328,0.7381,0.8185,0.0529,-0.0079,1.6205,JRC
1065,4611,2M05352860-0455036,0.311,0.3285,0.4076,0.0526,0.0108,1.2535,JRC
1066,4611,2M05352940-0438205,0.7171,0.8396,0.9123,0.0727,0.0647,1.6701,JRC
1067,4611,2M05352965-0531123,0.9628,0.9601,1.0145,0.0544,-0.3728,1.3498,JRC
1068,4612,2M05352983-0532534,0.9743,1.0436,1.0965,-0.1456,-0.4717,0.6941,JRC
1069,4611,2M05352989-0512103,0.6684,0.8073,0.8809,0.057999999999999996,0.09,0.9508,JRC
1070,4613,2M05352992-0644151,0.4439,0.5721,0.6508,0.0787,0.1281,1.0513,JRC
1071,4611,2M05353041-0534385,0.7923,0.8255,0.8622,0.0367,-0.0408,1.7266,JRC
1072,4612,2M05353046-0519340,0.6702,0.7412,0.8049,0.0637,0.071,1.395,JRC
1073,4612,2M05353091-0518179,0.5213,0.6557,0.6972,0.0337,0.1345,0.9846,JRC
1074,4614,2M05353099-0702085,1.0390000000000001,0.934,0.9604,0.0264,-0.105,1.4465,JRC
1075,4611,2M05353154-0540278,0.7801,0.6545,0.7418,0.0872,-0.1255,1.2323,JRC
1076,4611,2M05353168-0530041,0.7474,0.8941,0.9522,0.0559,0.1136,1.7116,JRC
1077,4612,2M05353316-0547074,0.9669,0.8745,0.9464,0.0719,-0.0924,0.8988,JRC
1078,4611,2M05353361-0528506,0.7922,0.9316,0.987,-0.075,0.0659,1.5491,JRC
1079,4612,2M05353561-0529365,0.6071,0.7382,0.7601,0.0035,0.1167,0.8083,JRC
1080,4611,2M05353645-0421304,0.6865,0.8241,0.8999,0.0758,0.1377,0.9976,JRC
1081,4611,2M05353862-0509566,0.9911,1.0929,1.0896,-0.0032,0.071,1.0805,JRC
1082,4611,2M05353907-0508564,0.6877,0.8239,0.9058,0.08199999999999999,0.1362,1.0496,JRC
1083,4611,2M05353964-0527502,0.8428,0.9755,1.044,0.0121,0.1211,1.3384,JRC
1084,4612,2M05353995-0506368,0.8502,0.976,1.0061,0.0301,0.1258,1.5866,JRC
1085,4611,2M05354077-0509015,0.6041,0.7336,0.7978,0.0387,-0.1827,1.3563,JRC
1086,4612,2M05354197-0528128,0.6882,0.7661,0.8369,0.0709,0.0779,0.922,JRC
1087,4611,2M05354276-0511547,0.8521,0.9313,1.0031,0.055,-0.1591,1.0352,JRC
1088,4612,2M05354311-0424556,0.4115,0.5382,0.6147,0.0765,0.1267,0.8982,JRC
1089,4611,2M05354324-0509171,0.9163,0.9526,1.0314,0.0788,0.0363,1.1849,JRC
1090,4613,2M05354337-0622195,0.5815,0.7289,0.8113,0.0824,0.1475,0.8009,JRC
1091,4612,2M05354463-0450098,0.4547,0.5764,0.6559,0.0795,0.1217,0.9937,JRC
1092,4613,2M05354593-0625591,0.645,0.7399,0.8023,0.0591,0.09300000000000001,1.3061,JRC
1093,4611,2M05354624-0515398,0.7871,0.8909,0.9308,-0.0408,0.0041,1.6792,JRC
1094,4613,2M05354764-0621360,0.8493,0.8019,0.8645,0.0626,-0.0474,1.4857,JRC
1095,4613,2M05354839-0617361,0.8968,0.9077,0.9690000000000001,0.0614,0.0109,1.0335,JRC
1096,4612,2M05354955-0424384,0.7587,0.8245,0.8866,0.0622,0.0658,0.9313,JRC
1097,4611,2M05354987-0518308,0.9011,1.0093,1.0372,0.0279,0.062,0.6872,JRC
1098,4613,2M05355202-0610016,0.9953,1.0016,1.064,0.0596,0.0062,0.7538,JRC
1099,4611,2M05355263-0505056,0.9931,1.0348,1.0741,0.0393,0.0417,0.504,JRC
1100,4611,2M05355290-0408073,0.9219,0.9629,0.9302,-0.0327,0.040999999999999995,1.7032,JRC
1101,4613,2M05355455-0657032,1.2787,0.9498,1.0215,-0.0023,-0.3288,0.9542,JRC
1102,4611,2M05355574-0549294,0.8419,0.9643,1.0411,0.0152,0.0336,1.5332,JRC
1103,4612,2M05355641-0516318,0.9744,0.9504,1.0203,0.0637,-0.0425,1.4485,JRC
1104,4613,2M05355745-0616350,0.8489,0.915,0.9687,0.0537,0.0661,0.7053,JRC
1105,4613,2M05355767-0638132,0.6846,0.8233,0.9007,0.071,0.132,0.574,JRC
1106,4611,2M05360033-0504598,0.9079999999999999,1.0139,0.9537,-0.0602,0.055,1.5977,JRC
1107,4611,2M05360185-0517365,0.5561,0.7033,0.7905,0.0872,0.1472,0.5577,JRC
1108,4611,2M05360361-0414177,0.858,0.9567,0.8826,-0.0741,0.0365,1.6234,JRC
1109,4611,2M05360519-0541391,0.9866,1.099,1.1131,0.0141,0.1012,1.5634,JRC
1110,4612,2M05360641-0441538,0.8137,0.7951,0.8567,0.0616,-0.0186,1.2195,JRC
1111,4611,2M05360704-0534182,0.6921,0.8085,0.8764,0.0679,0.1164,1.0396,JRC
1112,4613,2M05360828-0648363,0.9336,1.0615,1.0756,0.0141,0.109,0.8737,JRC
1113,4611,2M05360868-0521021,0.9063,0.8102,0.8549,0.0447,-0.3443,1.5023,JRC
1114,4611,2M05360873-0412548,0.8956,1.0071,1.0399,0.0328,0.1115,1.4477,JRC
1115,4613,2M05361101-0557263,0.9927,0.9974,1.0675,0.07,0.0047,0.7226,JRC
1116,4155,2M05361151+2625027,0.9265,0.9655,0.9596,-0.14300000000000002,-0.3886,1.5688,JRC
1117,4611,2M05361251-0540454,0.9522,1.0490000000000002,1.0005,-0.0485,0.0969,0.7472,JRC
1118,5169,2M05361661+0950484,0.6499,0.5966,0.6214,0.0126,-0.0857,1.5409,JRC
1119,4613,2M05361723-0617245,0.5972,0.5948,0.6478,0.053,-0.0024,1.5543,JRC
1120,4593,2M05362186+3054137,0.7664,0.5675,0.4678,-0.0997,-0.1988,1.5230000000000001,JRC
1121,4613,2M05362196-0641419,0.8426,0.9624,0.986,0.0236,0.1198,1.2944,JRC
1122,4614,2M05362246-0623448,0.9363,0.9759,1.0314,0.0555,0.0396,1.3568,JRC
1123,4611,2M05362838-0521421,0.9206,0.7986,0.7661,-0.055999999999999994,-0.122,1.0548,JRC
1124,4611,2M05362873-0542263,0.6419,0.7314,0.8007,0.0693,0.0894,1.2405,JRC
1125,4593,2M05362969+3113212,0.8947,0.8737,0.9281,0.0544,-0.021,1.5539,JRC
1126,4613,2M05363575-0642499,0.998,0.9884,1.0108,0.0224,-0.0096,1.1096,JRC
1127,4611,2M05363682-0534190,0.9116,0.8354,0.8866,0.0512,-0.0762,1.5635,JRC
1128,4612,2M05363704-0504412,0.7917,0.857,0.9323,0.0753,0.0653,0.74,JRC
1129,4612,2M05363852-0602167,0.9104,0.9304,0.9686,0.0382,0.02,0.8782,JRC
1130,4614,2M05364069-0652045,0.8179,0.8897,0.9339,0.0442,0.0718,1.4511,JRC
1131,4613,2M05364204-0607061,0.8667,0.9505,1.0235,0.0432,-0.2395,0.9476,JRC
1132,5105,2M05364322+3113139,0.9969,0.8892,0.8153,-0.0739,-0.16699999999999998,1.5721,JRC
1133,4613,2M05364521-0628096,1.0322,0.9363,0.9901,0.0318,-0.0958,1.4093,JRC
1134,5105,2M05364694+3115092,0.9520000000000001,0.7074,0.6852,-0.027999999999999997,-0.2621,1.4037,JRC
1135,5105,2M05364701+3153568,0.8349,0.7937,0.8313,-0.0394,-0.0839,1.5934,JRC
1136,4612,2M05364825-0522571,0.958,1.0638,1.0908,0.0269,0.1058,0.5796,JRC
1137,4614,2M05365023-0648582,0.7815,0.7725,0.7982,0.0257,-0.009000000000000001,1.1694,JRC
1138,5173,2M05365170-0210104,0.8105,0.9068,0.9607,0.0539,0.0963,1.2087,JRC
1139,5169,2M05365208+0934023,0.8233,0.9268,0.9879,0.0341,-0.0457,0.6784,JRC
1140,4613,2M05365233-0706102,0.7159,0.8466,0.9064,0.0557,0.1307,1.0275,JRC
1141,4613,2M05370134-0647191,0.6216,0.7671,0.8444,0.0773,0.1454,1.0292,JRC
1142,4593,2M05370453+3112114,0.4899,0.5623,0.6476,0.07400000000000001,-0.0177,1.3958,JRC
1143,4613,2M05370589-0647149,0.4621,0.4598,0.5325,0.0248,-0.0751,1.6957,JRC
1144,4559,2M05370749+4111165,0.8884,0.8334,0.8725,0.0328,-0.055,1.1646,JRC
1145,4614,2M05371161-0723239,0.3709,0.519,0.6054,0.0864,0.1482,0.9998,JRC
1146,4613,2M05371190-0629169,1.0289,0.8885,0.9449,-0.0082,-0.2795,1.605,JRC
1147,4613,2M05371326-0635005,0.9864,0.9072,0.9865,-0.1079,-0.0792,1.3936,JRC
1148,4613,2M05371389-0618134,0.9132,0.8287,0.8927,0.0431,-0.0846,1.1291,JRC
1149,4615,2M05371700-0920404,0.8333,0.8063,0.8322,-0.0278,-0.065,1.2625,JRC
1150,5169,2M05371930+0857066,0.9733,0.7426,0.6222,-0.1204,-0.2475,1.5374,JRC
1151,5173,2M05372393-0127238,0.8707,0.9859,1.0014,0.0155,0.0712,1.617,JRC
1152,5173,2M05373149-0103337,0.9918,1.0105,1.0319,-0.0471,-0.0459,1.2807,JRC
1153,5105,2M05373404+3121075,1.0035,0.7991,0.8048,0.0058,-0.2044,1.4219,JRC
1154,5173,2M05373666-0234003,0.8822,0.9889,1.0496,-0.0602,0.0552,1.0186,JRC
1155,5173,2M05373685-0208177,0.7929,0.8369,0.851,0.0141,0.044000000000000004,1.5252,JRC
1156,4613,2M05373898-0645154,1.0254,0.9470000000000001,0.9852,0.0263,-0.0934,1.6153,JRC
1157,4613,2M05374145-0633578,0.7558,0.8128,0.8482,0.0339,0.0571,1.5535,JRC
1158,4613,2M05374934-0651373,0.9125,0.9113,0.9009,-0.0104,-0.0918,1.7455,JRC
1159,4613,2M05375470-0654075,0.8812,0.846,0.8949,0.0246,-0.0422,1.5259,JRC
1160,4613,2M05375573-0658379,0.9916,0.9241,1.0025,0.0784,-0.0676,1.1117,JRC
1161,5105,2M05375674+3145012,0.6961,0.568,0.6538,0.0857,-0.1908,1.3227,JRC
1162,5169,2M05375962+0948336,0.9109999999999999,1.0315,1.09,0.0584,0.0672,0.8425,JRC
1163,4613,2M05380417-0722044,0.9129999999999999,1.0177,1.0802,0.0154,-0.106,1.235,JRC
1164,5173,2M05381104-0256018,0.8096,0.8953,0.9643,0.069,0.0857,0.7949,JRC
1165,4613,2M05381918-0720506,0.9556,1.0284,1.0558,0.0274,0.0067,1.2586,JRC
1166,5169,2M05381964+0928165,0.9901,0.9483,1.0275,0.0586,-0.2468,1.7115,JRC
1167,4613,2M05382348-0704447,0.9199,1.0079,1.0534,0.0092,0.0803,1.0336,JRC
1168,4613,2M05382589-0659519,0.6227,0.7418,0.8165,-0.0672,0.027000000000000003,1.4955,JRC
1169,4613,2M05382679-0650553,0.9191,0.9429,0.9717,-0.1744,-0.1463,0.9618,JRC
1170,5173,2M05383137-0154030,0.7436,0.846,0.9121,0.0662,0.1023,0.7949,JRC
1171,4326,2M05383316+4556445,0.747,0.8865,0.9664,0.0689,0.1334,0.9172,JRC
1172,5086,2M05383849+1552221,0.9440000000000001,1.0659,1.1361,0.0666,0.1219,0.5687,JRC
1173,4613,2M05384147-0701525,0.9845,1.1113,1.0841,-0.0487,0.10800000000000001,1.0068,JRC
1174,5169,2M05384174+0914342,0.9098,0.9488,0.9327,-0.0161,0.0093,1.4532,JRC
1175,4615,2M05384270-0848141,0.8251,0.9128,0.9653,-0.0386,0.0023,1.5047,JRC
1176,5169,2M05384303+0955498,0.9846,0.88,0.9397,0.0584,-0.2105,1.736,JRC
1177,5173,2M05384379-0304114,0.897,0.98,0.8819,-0.0981,-0.0355,1.3354,JRC
1178,4326,2M05384609+4443342,0.9803,1.0528,1.0383,-0.1011,0.0141,0.6974,JRC
1179,4613,2M05384683-0705089,0.9992,1.0636,1.0385,-0.052000000000000005,0.0644,1.1252,JRC
1180,5173,2M05384784-0224550,0.9799,1.0372,1.1118,0.0708,0.0572,1.1839,JRC
1181,4614,2M05384792-0705060,0.9778,0.9112,0.9682,0.057,-0.0666,1.6334,JRC
1182,5173,2M05384921-0241251,0.8906,0.9983,1.0583,0.06,0.1076,0.7859999999999999,JRC
1183,4614,2M05385236-0721095,0.6551,0.7884,0.8706,0.0822,0.1333,0.6017,JRC
1184,4613,2M05385451-0727520,0.9578,0.8638,0.915,0.0512,-0.1212,1.7425,JRC
1185,4614,2M05385833-0649116,0.9775,0.9882,1.0534,0.0652,0.0107,0.7949,JRC
1186,4613,2M05385862-0716457,0.9546,0.9009,0.8997,-0.0013,-0.0536,1.1429,JRC
1187,5173,2M05385948-0138270,0.8098,0.883,0.9309999999999999,0.0481,0.0681,1.1996,JRC
1188,5173,2M05390008-0218381,0.6805,0.8146,0.8907,0.0677,0.1341,0.9841,JRC
1189,5080,2M05390059+5159380,0.5888,0.213,0.2718,0.034,-0.3757,1.4904,JRC
1190,4593,2M05391529+3130302,0.9316,0.9938,1.0519,-0.0423,-0.0238,1.401,JRC
1191,4326,2M05391675+4539368,0.7028,0.8442,0.9258,0.0648,0.0852,0.9542,JRC
1192,4613,2M05391863-0727508,0.8753,0.9456,1.0053,0.0427,-0.0155,1.2155,JRC
1193,4613,2M05391926-0706439,0.895,0.7795,0.7915,-0.017,-0.156,1.5588,JRC
1194,5173,2M05392307-0228112,0.8641,1.0016,1.0569,0.0472,0.0705,1.093,JRC
1195,4593,2M05392669+3054396,0.8071,0.8956,0.9236,-0.3128,0.0306,1.2257,JRC
1196,4613,2M05392718-0729019,0.8109,0.7698,0.7491,-0.0207,-0.0697,1.4992,JRC
1197,5173,2M05393511-0247299,0.7718,0.8901,0.9554,0.0417,0.0379,0.7167,JRC
1198,5173,2M05393719-0204090,0.8987,0.932,0.9909,0.0486,-0.1369,0.9426,JRC
1199,4564,2M05393994+2448170,0.7618,0.3971,0.4757,-0.012,-0.514,1.5612,JRC
1200,5173,2M05394661-0226313,0.8804,0.971,1.0017,-0.0126,0.0799,1.2311,JRC
1201,4615,2M05394669-0834580,0.8589,0.685,0.7098,0.0116,-0.4787,1.4572,JRC
1202,5105,2M05394778+3323040,0.8177,0.7721,0.8359,-0.0031,-0.1293,1.5602,JRC
1203,4154,2M05394796+2937415,0.8616,0.7893,0.8298,0.0406,-0.0723,1.4202,JRC
1204,4564,2M05395208+2231019,0.462,0.6104,0.6962,-0.0039,0.1037,0.9613,JRC
1205,5173,2M05395293-0224085,0.4667,0.6006,0.6861,0.0687,0.1011,1.6271,JRC
1206,4431,2M05395492+3801116,0.9362,0.9581,1.0067,-0.0162,0.0217,1.6242,JRC
1207,4614,2M05395827-0737129,0.6679,0.7999,0.8752,0.0753,0.132,0.7440000000000001,JRC
1208,4615,2M05395953-0832307,0.9165,1.0428,1.0855,0.0428,0.1263,0.5576,JRC
1209,4615,2M05400129-0920044,0.7764,0.9102,0.9843,0.0742,0.1338,1.2053,JRC
1210,5173,2M05400413-0323027,0.8529,0.9926,1.0395,0.0225,0.1243,0.8376,JRC
1211,5173,2M05400592-0203271,0.7852,0.8859,0.9496,0.0638,0.1007,0.7413,JRC
1212,5173,2M05401082-0211264,0.7946,0.9272,1.0071,0.066,0.06,0.5622,JRC
1213,4615,2M05401358-0828137,0.8159,0.6968,0.7804,0.0667,-0.1608,1.4271,JRC
1214,4613,2M05401683-0719070,0.8947,0.9633,0.9484,-0.0149,0.0415,1.2538,JRC
1215,5173,2M05401834-0212446,0.5558,0.7037,0.7821,0.0783,0.1479,0.8204,JRC
1216,5173,2M05401975-0229558,0.5442,0.6596,0.7133,-0.065,0.1108,1.181,JRC
1217,4615,2M05402047-0911572,0.8271,0.4053,0.4832,0.0779,-0.4218,1.3534,JRC
1218,5173,2M05402076-0230299,0.8412,0.7837,0.8158,0.0321,-0.0576,0.9176,JRC
1219,4326,2M05402330+4617163,0.3571,0.4994,0.5839,0.0467,0.1196,0.9159,JRC
