LocationID,ApogeeID,min_log(R51),min_log(R101),min_log(R151),min_log(R151/R101),min_log(R101/R51),max_log(xr),Identifier
3182,4490,2M12155496+1405560,0.7078,0.8525,0.8937,-0.0484,0.0598,1.0932,JRC
3183,2210,2M12161280+3716444,0.6105,0.7416,0.8196,0.0781,0.1311,0.8073,JRC
3184,4501,2M12161770+5712513,0.7574,0.8875,0.8689,-0.0186,0.1301,1.2781,JRC
3185,4490,2M12161809+1343522,0.6217,0.7649,0.8216,-0.0692,0.0647,0.6532,JRC
3186,4490,2M12161875+1431208,0.6854,0.8146,0.8714,-0.1189,-0.0676,1.6835,JRC
3187,4125,2M12162069-0012458,0.9052,0.9545,1.0081,-0.0263,0.0441,1.3252,JRC
3188,4235,2M12164662+0600573,0.7185,0.8184,0.8698,-0.0726,0.0999,1.4826,JRC
3189,4501,2M12164693+5710024,0.7788,0.8979,0.9141,-0.0163,-0.0385,1.5575,JRC
3190,4501,2M12165618+5725149,1.0483,0.7824,0.8597,0.0774,-0.8405,1.3678,JRC
3191,4235,2M12165832+0625225,0.9508,1.0953,1.1659,0.0396,0.0954,1.1818,JRC
3192,4490,2M12171044+1349057,0.8924,0.9944,0.9815,-0.0164,0.0746,1.4473,JRC
3193,4490,2M12171686+1537146,0.9525,0.95,0.9513,0.0013,-0.0711,1.3031,JRC
3194,4490,2M12171956+1453339,0.9407,1.0349,1.0873,0.0066,-0.0446,1.6369,JRC
3195,4490,2M12172245+1332500,0.9988,1.0172,1.0070000000000001,-0.0504,-0.1204,0.6521,JRC
3196,4490,2M12172525+1533571,0.7799,0.8590000000000001,0.8755,-0.0576,-0.0249,1.5056,JRC
3197,4490,2M12172737+1442489,0.63,0.7333,0.6883,-0.1122,0.0264,1.6962,JRC
3198,4490,2M12173340+1254063,0.7272,0.7993,0.765,-0.0618,0.0298,1.3056,JRC
3199,2210,2M12173867+3646089,0.7843,0.9294,1.0104,0.0788,0.1451,0.7866,JRC
3200,4125,2M12174431-0100210,0.9305,1.0411,1.1118,-0.0143,0.0305,0.5166,JRC
3201,4501,2M12174444+5639476,0.9601,1.0449,1.1007,0.0425,-0.0249,1.1282,JRC
3202,4501,2M12175124+5702492,0.9784,1.0694,1.1232,0.0119,0.0909,1.3333,JRC
3203,4125,2M12175773+0003173,0.7211,0.8658,0.9394,-0.1188,0.0517,0.7068,JRC
3204,4490,2M12180075+1339557,0.7472,0.8753,0.8961,-0.0749,0.0613,1.6738,JRC
3205,4125,2M12180660-0035350,0.9816,1.0501,1.0954,0.0003,0.0686,1.4269,JRC
3206,4490,2M12181105+1513373,0.9153,1.0178,0.9712,-0.1804,-0.0368,1.1177,JRC
3207,4501,2M12181696+5624252,0.9651,1.0011,1.026,0.0248,0.0267,0.7332,JRC
3208,4125,2M12182299-0123193,0.8776,0.9609,0.9985,0.0253,0.0833,1.2289,JRC
3209,4125,2M12182666-0050404,0.6551,0.7673,0.8419,0.0407,-0.0763,1.2427,JRC
3210,4490,2M12182898+1302070,0.8572,0.9185,0.9581,-0.1436,-0.0409,1.5857,JRC
3211,4490,2M12183988+1359445,0.7153,0.8493,0.9256,0.0763,0.1334,0.8432,JRC
3212,2116,2M12184028+4321213,0.5461,0.6251,0.6765,0.0515,0.079,1.6384,JRC
3213,4216,2M12184090+2611253,0.8643,0.9643,1.0067,-0.0517,-0.1066,1.528,JRC
3214,4125,2M12185850+0013084,0.9365,1.0217,1.0888,0.0482,0.0703,1.3493,JRC
3215,4216,2M12190182+2541120,0.5616,0.5627,0.6465,-0.0549,-0.494,1.3353,JRC
3216,4216,2M12190230+2539177,0.8965,0.9831,1.0288,-0.1669,-0.0369,0.5942,JRC
3217,4490,2M12190259+1433449,0.7337,0.7831,0.7233,-0.0665,0.0064,1.5564,JRC
3218,4490,2M12191314+1516058,0.7144,0.8407,0.7898,-0.0844,-0.138,1.7201,JRC
3219,4125,2M12191831-0102421,0.7037,0.7059,0.6524,-0.1646,-0.2585,1.6481,JRC
3220,4125,2M12192916+0030384,0.7863,0.8174,0.8566,0.0134,-0.10300000000000001,1.0415,JRC
3221,4490,2M12193689+1522485,0.7319,0.7955,0.8567,-0.1623,-0.1718,1.3024,JRC
3222,4218,2M12195090+1423003,0.7325,0.8786,0.9641,-0.1859,-0.0322,1.4401,JRC
3223,4486,2M12201042+4124246,0.9934,1.016,1.0583,-0.0315,-0.1164,1.5406,JRC
3224,4501,2M12201319+5722032,0.9122,0.9476,1.0127,0.0264,0.0258,1.0105,JRC
3225,4125,2M12201518-0008404,0.7031,0.8246,0.8934,-0.0499,-0.0419,1.2570000000000001,JRC
3226,4216,2M12201777+2606363,0.9197,1.0501,1.1105,-0.1701,-0.1452,0.622,JRC
3227,4125,2M12202604+0014009,0.9295,1.051,1.1311,-0.0352,-0.0448,1.1382,JRC
3228,4490,2M12203051+1328227,0.9814,0.9406,0.9648,-0.1291,-0.0625,0.9708,JRC
3229,2116,2M12203369+4412519,0.5377,0.6861,0.7546,0.0685,0.1484,0.7066,JRC
3230,4125,2M12203694-0014067,0.8432,0.9889,1.0674,0.0371,0.0993,0.5708,JRC
3231,4125,2M12205038-0124454,0.9085,0.9919,1.0418,-0.0559,0.0133,1.2298,JRC
3232,4490,2M12205133+1306412,0.6565,0.7901,0.7961,-0.079,-0.0391,1.6123,JRC
3233,4125,2M12205651+0018043,0.9716,1.1204,1.1929,0.0542,0.1146,0.862,JRC
3234,4513,2M12210650-0144578,0.7098,0.8542,0.9322,0.0664,0.1405,0.5441,JRC
3235,4490,2M12210796+1531215,0.8789,1.0076,1.0716,-0.019,-0.1558,0.6154,JRC
3236,4216,2M12211038+2500231,0.516,0.6335,0.7178,0.0711,0.1175,1.1059,JRC
3237,4490,2M12211301+1507354,0.7301,0.8565,0.9036,-0.1419,-0.2735,1.3858,JRC
3238,4490,2M12211807+1526341,0.888,1.0127,1.0251,-0.0494,0.0029,1.3336,JRC
3239,4490,2M12211862+1326565,0.5769,0.7103,0.7909999999999999,0.0492,0.0519,1.1320000000000001,JRC
3240,4490,2M12212077+1423092,0.84,0.9413,0.883,-0.1729,-0.0915,1.4367,JRC
3241,4486,2M12212493+3957137,0.529,0.6681,0.7238,-0.0231,-0.1242,0.742,JRC
3242,2116,2M12212811+4359183,0.9854,1.101,1.1689,0.0679,0.0975,1.4708,JRC
3243,4490,2M12213159+1421358,0.4405,0.5732,0.6387,0.0538,0.1096,1.1761,JRC
3244,4216,2M12213178+2517316,0.9143,0.9933,1.0355,-0.1848,0.0791,0.9726,JRC
3245,4490,2M12213228+1311324,0.9163,0.9192,0.8867,-0.0325,-0.0231,0.8879,JRC
3246,4513,2M12213477-0234531,0.8662,0.9396,0.9792,-0.0797,0.0734,1.1222,JRC
3247,4216,2M12214070+2707510,0.5928,0.7391,0.8088,0.0102,0.084,1.3259,JRC
3248,4125,2M12214497-0139277,0.9277,0.9209,0.9796,-0.0788,-0.0118,1.6842,JRC
3249,2118,2M12215013+4632447,0.9804,0.9361,0.8043,-0.1364,-0.0679,1.1419,JRC
3250,4216,2M12215174+2647068,0.9815,1.0834,1.1197,0.0305,0.1019,1.318,JRC
3251,4501,2M12215302+5524444,0.9611,1.1098,1.1575,0.0126,-0.0228,1.3591,JRC
3252,4490,2M12215341+1339142,0.8968,0.9640000000000001,1.0263,-0.14400000000000002,-0.0529,1.2019,JRC
3253,4216,2M12215359+2537123,0.7522,0.8672,0.9288,-0.0472,-0.0871,1.6047,JRC
3254,4216,2M12215616+2718342,0.9988,1.0566,1.092,0.0216,0.0117,0.6988,JRC
3255,4216,2M12215772+2541095,0.6071,0.7312,0.8101,-0.0491,-0.26899999999999996,1.6964,JRC
3256,4216,2M12220108+2539102,0.3329,0.4518,0.5364,-0.0139,-0.0176,1.6094,JRC
3257,4218,2M12221055+1259376,0.6253,0.767,0.8456,0.0455,0.124,0.5536,JRC
3258,4125,2M12222116-0046455,0.7738,0.866,0.9472,0.0812,0.0922,1.0909,JRC
3259,4216,2M12223062+2700041,0.5746,0.7157,0.7824,0.0535,-0.0208,1.4526,JRC
3260,4216,2M12223138+2549424,0.7944,0.8876,0.9442,-0.0519,-0.2494,0.9396,JRC
3261,4490,2M12223299+1437423,0.9071,1.0142,1.0177,-0.0512,0.061,1.1072,JRC
3262,4125,2M12223840-0029068,0.8172,0.8742,0.7586,-0.2309,-0.0862,1.7291,JRC
3263,4501,2M12224068+5550066,0.6453,0.7219,0.7958,-0.0403,0.028999999999999998,1.3066,JRC
3264,4486,2M12225751+4023457,0.9840000000000001,0.8845,0.8752,-0.18899999999999997,-0.249,1.4708,JRC
3265,4216,2M12230413+2509120,0.9465,1.0527,1.1259,-0.0393,-0.4054,0.9747,JRC
3266,4216,2M12231692+2712095,0.9175,1.0582,1.1136,0.0259,0.0465,0.841,JRC
3267,4216,2M12232597+2513027,0.8187,0.9298,1.0036,-0.0622,-0.1535,1.1864,JRC
3268,4216,2M12232789+2529003,0.3667,0.4209,0.4987,-0.0023,-0.0078,1.1332,JRC
3269,2118,2M12232903+4508106,0.7904,0.9372,1.014,0.0709,0.1425,0.6044,JRC
3270,4490,2M12234361+1412343,0.9763,1.0628,1.0428,-0.1042,-0.0083,1.2448,JRC
3271,4490,2M12234857+1358275,0.9183,0.9392,0.9725,-0.1711,-0.1652,0.6564,JRC
3272,4513,2M12235874-0143384,0.982,1.05,1.0248,-0.0251,0.068,0.8144,JRC
3273,4216,2M12240346+2551043,0.8382,0.7304,0.7637,0.0333,-0.1078,1.6825,JRC
3274,2116,2M12241323+4303372,0.7717,0.8297,0.8837,0.0539,0.057999999999999996,1.2296,JRC
3275,4501,2M12241959+5704573,0.9089,1.0506,1.0524,-0.1718,0.0235,1.217,JRC
3276,4501,2M12242413+5648023,0.4934,0.6328,0.7135,-0.0182,0.1164,0.5489,JRC
3277,4501,2M12244588+5721086,1.0388,0.5488,0.612,0.0632,-0.5179,1.546,JRC
3278,4513,2M12245748-0220162,0.9656,0.9198,0.8972,-0.0226,-0.0458,1.64,JRC
3279,4216,2M12250641+2647294,0.7406,0.8809999999999999,0.9528,-0.1571,-0.0038,1.3239,JRC
3280,4216,2M12253154+2602540,0.7093,0.8433,0.8944,-0.1685,0.0467,1.4301,JRC
3281,4216,2M12254084+2538277,0.9528,0.8416,0.7711,-0.0794,-0.1672,1.4585,JRC
3282,2116,2M12254818+4508455,0.3708,0.5103,0.5949,0.0622,0.1245,0.7981,JRC
3283,4125,2M12255229-0025098,0.6668,0.8109,0.8637,-0.183,-0.0132,1.3674,JRC
3284,4216,2M12260339+2710503,0.5705,0.6977,0.7815,0.0142,0.10099999999999999,1.0483,JRC
3285,4216,2M12260547+2644385,0.6645,0.8033,0.8852,-0.0718,0.0318,0.6705,JRC
3286,4501,2M12261350+5605445,0.9158,0.9867,0.9917,-0.0539,0.0213,0.9517,JRC
3287,4125,2M12265042+0034558,0.3343,0.4625,0.5481,0.0847,0.1249,0.7902,JRC
3288,4216,2M12265120+2620105,0.9206,0.9527,0.9302,-0.1947,-0.1622,1.3058,JRC
3289,4125,2M12265309+0006159,0.9173,0.904,0.8246,-0.1725,-0.0272,1.6607,JRC
3290,4216,2M12265687+2619218,0.6778,0.7058,0.6521,-0.1004,-0.0876,1.6542,JRC
3291,4216,2M12270429+2541012,0.8724,0.8813,0.7821,-0.0991,-0.0452,1.506,JRC
3292,4125,2M12270689-0048228,0.8893,0.93,0.8721,-0.1564,-0.21600000000000003,1.5103,JRC
3293,4501,2M12271225+5655134,0.4641,0.6017,0.6817,-0.107,0.0844,0.9395,JRC
3294,4216,2M12272534+2655470,0.6541,0.8014,0.8825,0.006999999999999999,0.1091,0.5357,JRC
3295,4501,2M12273084+5532278,0.8885,0.9366,0.9791,-0.0172,-0.11599999999999999,1.3696,JRC
3296,4513,2M12274135-0309099,0.9599,0.9383,0.8738,-0.1739,-0.1664,1.4467,JRC
3297,4125,2M12274221+0002386,0.3827,0.4989,0.585,0.084,0.1162,0.7646,JRC
3298,4216,2M12274833+2513110,0.9446,1.0339,1.1069,0.0079,0.065,1.0633,JRC
3299,4501,2M12275976+5548068,0.7666,0.8975,0.9772,-0.0118,-0.3324,1.0561,JRC
3300,4216,2M12281366+2712395,0.9428,0.9527,1.015,0.0219,-0.0938,1.1288,JRC
3301,4216,2M12283595+2546211,0.6426,0.5449,0.5843,-0.0521,-0.1822,1.7498,JRC
3302,4218,2M12285645+1508139,0.9561,1.0747,1.157,0.0674,0.1164,0.8297,JRC
3303,4513,2M12292198-0210311,0.5188,0.6301,0.6997,0.0591,0.1113,0.9154,JRC
3304,2181,2M12292403+4508588,0.6418,0.7829,0.8687,0.0654,0.1079,0.5309,JRC
3305,4216,2M12295873+2601514,0.9201,0.8289,0.8976,-0.0811,-0.1741,1.7438,JRC
3306,4501,2M12301148+5555229,0.8785,0.9632,1.012,0.0423,0.0848,0.6909,JRC
3307,4513,2M12301580-0127297,0.84,0.8303,0.8059,-0.0244,-0.0097,1.4129,JRC
3308,4218,2M12301597+1358482,0.607,0.7474,0.8281,0.0708,0.1404,0.7331,JRC
3309,2181,2M12305110+4415575,0.9468,1.0357,1.0656,0.0298,0.0889,1.5186,JRC
3310,4501,2M12314181+5554150,0.8546,0.9921,1.0285,-0.2094,-0.0228,0.8254,JRC
3311,4501,2M12315413+5540313,0.9932,1.0675,1.1203,0.0393,0.0738,1.1086,JRC
3312,2181,2M12335984+4448188,0.3989,0.5464,0.6311,0.0831,0.1475,1.045,JRC
3313,2151,2M12340340+4614343,0.9423,1.0502,1.0543,-0.0237,0.0136,1.1815,JRC
3314,2151,2M12345802+4537384,0.3972,0.4519,0.5237,0.0668,-0.7618,1.4374,JRC
3315,2151,2M12351700+4450437,0.9162,0.7481,0.7125,-0.0356,-0.2081,0.8816,JRC
3316,4501,2M12352005+5617428,0.7424,0.8598,0.9263,-0.07400000000000001,-0.1166,0.826,JRC
3317,4501,2M12355584+5642340,0.8862,0.9945,1.011,-0.1235,-0.0302,1.046,JRC
3318,2151,2M12364520+4449495,0.7528,0.8921,0.9736,0.0815,0.1393,0.6812,JRC
3319,2151,2M12372671+4514409,0.7835,0.9235,1.0036,0.08,0.14,0.9134,JRC
3320,2151,2M12385369+4544460,0.8731,0.9057,0.868,-0.0378,0.0326,1.4846,JRC
3321,4126,2M12393699-0711006,0.9183,1.0425,1.1026,-0.01,0.0514,0.5441,JRC
3322,5183,2M12394585-0234373,0.8253,0.8909999999999999,0.7373,-0.2224,-0.0177,1.7119,JRC
3323,4126,2M12395332-0715264,0.8723,1.0119,1.0893,0.0516,0.1178,0.5185,JRC
3324,5183,2M12395447-0231218,0.9645,0.9159,0.8593,-0.133,-0.1307,1.1523,JRC
3325,4126,2M12395971-0740336,0.9541,1.0602,0.9854,-0.1441,0.0152,1.5429,JRC
3326,4126,2M12402673-0806522,0.7364,0.7448,0.8286,0.0613,-0.0215,1.1868,JRC
3327,4126,2M12402915-0817215,0.9954,1.0043,0.8378,-0.1665,0.0089,1.5086,JRC
3328,4126,2M12403276-0857325,0.9740000000000001,1.026,1.0853,-0.0124,-0.0183,1.0090000000000001,JRC
3329,2151,2M12404411+4441379,0.6325,0.7812,0.8577,0.0766,0.14800000000000002,0.8573,JRC
3330,4126,2M12411002-0641394,0.5479999999999999,0.6728,0.7511,0.0359,0.1109,1.0194,JRC
3331,4446,2M12411860-0206358,0.7783,0.9041,0.9761,-0.2417,-0.0776,1.212,JRC
3332,5183,2M12412776-0336073,0.8241,0.8074,0.8083,0.0009,-0.0644,1.6819,JRC
3333,5183,2M12412884-0352590,0.6647,0.5999,0.5778,-0.0922,-0.1791,1.7243,JRC
3334,5183,2M12413303-0258585,0.8303,0.9159999999999999,0.8619,-0.1073,-0.1047,1.706,JRC
3335,5183,2M12414261-0202572,0.8535,0.8284,0.8096,-0.177,-0.1039,1.5019999999999998,JRC
3336,4446,2M12414998-0245015,0.9476,1.0913,1.1303,-0.016,-0.1385,1.0718,JRC
3337,4446,2M12415622-0241584,0.9858,1.0619,1.1044,-0.0758,-0.1517,1.1052,JRC
3338,4446,2M12415955-0239157,0.9756,0.9109,0.95,-0.0693,-0.0647,1.3936,JRC
3339,5183,2M12420442-0237290,0.638,0.6787,0.7082,-0.0429,-0.0148,1.5942,JRC
3340,5183,2M12421185-0202326,0.6974,0.755,0.7829,-0.0558,-0.0159,1.4205,JRC
3341,2151,2M12421629+4623376,0.4627,0.5923,0.6759999999999999,0.0479,0.1107,1.0821,JRC
3342,2151,2M12422053+4640218,0.8056,0.897,0.9555,0.0585,-0.3623,1.4597,JRC
3343,4126,2M12422461-0723178,0.9669,1.0919,1.1452,0.0291,0.0945,0.7651,JRC
3344,4126,2M12422605-0841385,0.9631,1.1038,1.1566,-0.05,0.0698,0.6223,JRC
3345,4491,2M12422809+1211512,0.9794,1.0682,1.021,-0.0484,0.0823,1.0766,JRC
3346,5183,2M12424079-0357244,0.7608,0.7614,0.7833,-0.0944,-0.1438,1.4874,JRC
3347,5183,2M12424391-0356105,0.9147,0.8911,0.9202,-0.047,-0.1356,1.7257,JRC
3348,5183,2M12424847-0140252,0.7929,0.8952,0.9469,-0.1465,-0.0436,1.3545,JRC
3349,5183,2M12424870-0232164,0.8869,0.9037,0.6505,-0.2532,-0.0427,1.6784,JRC
3350,5183,2M12425389-0403105,0.8609,0.917,0.9116,-0.0521,0.0234,1.3446,JRC
3351,5183,2M12430222-0230157,0.9651,0.9895,1.0513,-0.1395,-0.0069,1.2882,JRC
3352,5183,2M12430733-0353385,0.6078,0.7164,0.6506,-0.1998,-0.086,1.6514,JRC
3353,5122,2M12431835+1217430,0.9315,0.9858,0.9186,-0.0879,-0.0121,1.1392,JRC
3354,4126,2M12432718-0821134,0.8109999999999999,0.9431,0.9837,-0.0727,-0.0726,1.4454,JRC
3355,5183,2M12433924-0205217,0.8732,0.941,0.9942,-0.1003,-0.0381,1.15,JRC
3356,4126,2M12434027-0858540,0.8523,0.8399,0.8685,-0.1647,-0.0906,1.4384,JRC
3357,4491,2M12434386+1225305,0.8504,0.9895,1.0411,-0.0374,0.1053,0.5088,JRC
3358,5183,2M12434397-0413156,0.8601,0.821,0.8769,-0.0052,-0.1116,1.7171,JRC
3359,4126,2M12435558-0907153,0.8994,0.9636,0.9677,-0.0636,-0.0267,0.8564,JRC
3360,5183,2M12435677-0239371,0.8835,0.8784,0.8976,-0.0643,-0.0051,1.4613,JRC
3361,4126,2M12435989-0820121,0.9524,0.9259,0.831,-0.11599999999999999,-0.0478,1.729,JRC
3362,4126,2M12440649-0816214,0.9119,1.0046,1.0676,-0.0646,-0.2669,0.8692,JRC
3363,5183,2M12440666-0202096,0.9339,0.9886,0.9821,-0.0064,0.046,0.9322,JRC
3364,4446,2M12442021-0343122,0.7044,0.8391,0.9139,0.0748,0.1347,1.0052,JRC
3365,5122,2M12442240+1102347,0.8397,0.9489,0.7875,-0.1896,-0.084,1.7164,JRC
3366,5183,2M12442508-0224581,0.9594,1.0021,1.0554,0.0248,-0.0506,0.6241,JRC
3367,5183,2M12443660-0232028,0.7591,0.846,0.8936,-0.157,-0.1038,1.5133,JRC
3368,5183,2M12443984-0147293,0.7779,0.8253,0.7594,-0.1247,-0.0155,1.5932,JRC
3369,4446,2M12444561-0311498,0.9606,0.98,1.0467,0.0075,0.0194,0.9564,JRC
3370,5122,2M12444763+1249481,0.8579,0.9189,0.8954,-0.0774,0.0007,1.4231,JRC
3371,2151,2M12450919+4610585,0.5158,0.6653,0.7484,0.0794,0.1466,0.7331,JRC
3372,5183,2M12450950-0238098,0.7725,0.8062,0.7489,-0.1396,-0.0927,1.7308,JRC
3373,4491,2M12451500+1324115,0.9794,1.0801,1.0942,0.0141,0.1007,0.6241,JRC
3374,5183,2M12451513-0232306,0.9745,1.082,1.1255,-0.0076,0.0163,1.0994,JRC
3375,4491,2M12451748+1306162,0.9017,1.0368,1.1188,-0.195,-0.1599,1.493,JRC
3376,5122,2M12451876+1239307,0.6613,0.7293,0.7891,-0.1728,-0.3908,1.689,JRC
3377,5122,2M12452132+1251130,0.9245,0.9178,0.863,-0.1625,-0.0404,1.3963,JRC
3378,5183,2M12452382-0206590,0.9359999999999999,0.9973,0.9712,-0.1688,-0.027000000000000003,1.2236,JRC
3379,2151,2M12452550+4522096,0.8797,0.8638,0.8551,-0.0239,-0.0401,1.4174,JRC
3380,4126,2M12452870-0754470,0.6226,0.7639,0.8436,0.0797,0.1413,0.9834,JRC
3381,5122,2M12452924+1122521,0.7852,0.9042,0.7226,-0.1816,-0.0734,1.274,JRC
3382,5122,2M12453072+1203344,0.7581,0.8459,0.8424,-0.1728,-0.1661,1.5769,JRC
3383,4127,2M12453265+2627451,0.8277,0.9527,0.9344,-0.1339,-0.0731,1.1425,JRC
3384,5122,2M12453320+1319284,0.9903,1.0876,1.124,-0.0862,0.0081,0.9388,JRC
3385,5122,2M12454092+1105048,0.7944,0.9203,0.882,-0.1658,0.0741,1.3401,JRC
3386,5183,2M12455593-0148418,0.8003,0.8283,0.8195,-0.2001,-0.0376,1.3907,JRC
3387,5183,2M12460525-0235021,0.9195,1.0065,0.9719,-0.0862,0.038,1.6114,JRC
3388,5183,2M12460948-0147221,0.9795,0.9899,0.8953,-0.1894,0.0104,1.2329999999999999,JRC
3389,4126,2M12460965-0819502,0.6698,0.8139,0.8946,0.0801,0.1189,0.9613,JRC
3390,5122,2M12461127+1313176,0.7909,0.8316,0.8933,-0.0999,-0.1629,1.4040000000000001,JRC
3391,4126,2M12461187-0847375,0.6698,0.7402,0.8163,-0.0744,-0.3482,1.3178,JRC
3392,4127,2M12461740+2744570,0.4561,0.5979,0.6841,-0.0768,0.1166,1.1367,JRC
3393,5122,2M12461858+1103594,0.8170000000000001,0.8724,0.9177,-0.0396,0.0268,1.5686,JRC
3394,4491,2M12462044+1251325,0.5456,0.5365,0.6183,0.0761,-0.0726,1.2415,JRC
3395,5122,2M12462306+1228018,0.8383,0.9470000000000001,0.9825,-0.0628,-0.0125,1.1534,JRC
3396,4491,2M12462932+1258453,0.9404,1.0399,0.9759,-0.12,0.0218,1.0227,JRC
3397,5122,2M12463108+1239044,0.7033,0.8299,0.7676,-0.1711,-0.1568,1.6198,JRC
3398,5122,2M12464592+1249141,0.716,0.8331,0.8902,-0.1771,-0.1076,1.4275,JRC
3399,5122,2M12465169+1119157,0.8078,0.8553,0.8321,-0.0962,-0.0725,1.3519999999999999,JRC
3400,5122,2M12465449+1130469,0.7825,0.8643,0.8128,-0.0873,-0.0988,1.6588,JRC
3401,4446,2M12470040-0223011,0.9377,1.0606,1.0556,-0.092,0.0819,1.245,JRC
3402,4126,2M12470336-0818049,0.6931,0.8307,0.9109,0.0782,0.1304,0.7659,JRC
3403,5122,2M12470711+1308080,0.9338,0.9802,0.9825,-0.013000000000000001,0.0013,1.6886,JRC
3404,4127,2M12471020+2743487,0.9727,1.0827,1.111,-0.0434,0.0759,1.1763,JRC
3405,5183,2M12472009-0137435,0.7541,0.825,0.6634,-0.1616,-0.0698,1.6481,JRC
3406,5183,2M12472526-0237312,0.8762,0.9102,0.9498,-0.1658,-0.1949,1.6539,JRC
3407,2151,2M12474145+4510334,0.4741,0.2512,0.2677,0.0165,-0.2228,1.6143,JRC
3408,4126,2M12474320-0712154,0.4675,0.5108,0.5815,-0.0497,-0.7038,1.3094,JRC
3409,4491,2M12474509+1230192,0.6328,0.7040000000000001,0.7662,-0.0866,-0.0629,1.5621,JRC
3410,5122,2M12475113+1116080,0.7984,0.932,0.9466,-0.1694,-0.0447,1.4122,JRC
3411,4127,2M12475171+2639490,0.8029999999999999,0.9249,0.9637,-0.0136,0.0041,1.1798,JRC
3412,5183,2M12475194-0300235,0.9185,0.9798,0.9764,-0.0119,0.0016,1.1564,JRC
3413,5183,2M12475219-0148331,0.8651,0.9709,0.9694,-0.0546,-0.0178,0.9544,JRC
3414,5183,2M12475234-0225550,0.8619,0.9062,0.9502,0.0091,-0.0868,1.3608,JRC
3415,4446,2M12475339-0155226,0.9856,1.0842,1.0731,-0.0112,0.0986,0.5796,JRC
3416,4126,2M12475524-0850470,0.6027,0.7462,0.8302,0.0541,0.1056,0.8504,JRC
3417,5098,2M12475549+4233494,0.9548,0.8985,0.8846,-0.0139,-0.0562,1.0818,JRC
3418,5122,2M12480019+1128405,0.8025,0.9215,0.9968,-0.1608,0.0232,1.0707,JRC
3419,5183,2M12480184-0358097,0.9276,0.9439,0.8698,-0.1125,-0.1478,1.3163,JRC
3420,5183,2M12480634-0150131,0.8306,0.8968,0.8245,-0.1869,-0.0191,1.3661,JRC
3421,5122,2M12480651+1330059,0.8188,0.7835,0.6374,-0.1516,-0.0732,1.7032,JRC
3422,4485,2M12481033+4213287,0.5772,0.7231,0.7996,-0.0196,0.1039,1.0749,JRC
3423,5183,2M12481337-0358395,0.9714,1.0143,1.0,-0.0144,-0.0381,1.2687,JRC
3424,5183,2M12481696-0151361,0.8937,0.875,0.8038,-0.1412,-0.1428,1.6127,JRC
3425,5183,2M12481749-0346303,0.9479,1.0583,1.0479,-0.023,0.0357,0.5006,JRC
3426,5183,2M12481816-0145136,0.7892,0.8495,0.9133,-0.0089,-0.0382,1.6003,JRC
3427,5122,2M12481942+1306532,0.8278,0.7603,0.8377,-0.124,-0.1497,1.6669999999999998,JRC
3428,5122,2M12482074+1221599,0.8537,0.8507,0.8675,-0.0944,-0.1395,1.5682,JRC
3429,4126,2M12482194-0829396,0.893,0.9338,0.9878,-0.17,-0.1271,0.5426,JRC
3430,4491,2M12482886+1235130,0.9463,1.0046,0.9272,-0.0939,-0.025,1.7132,JRC
3431,4485,2M12482973+4244346,0.3933,0.5249,0.6107,0.059000000000000004,0.1087,0.7964,JRC
3432,4127,2M12483009+2802471,0.4469,0.5869,0.6698,0.0556,0.0358,1.5278,JRC
3433,5183,2M12483208-0332173,0.9178,0.8218,0.8407,-0.0702,-0.1045,1.4739,JRC
3434,5122,2M12483246+1041574,0.7811,0.7873,0.8592,-0.185,-0.1721,1.1478,JRC
3435,5183,2M12483762-0302081,0.716,0.784,0.8148,-0.0535,-0.1843,1.3842,JRC
3436,4126,2M12484268-0718146,0.8648,0.7625,0.7184,-0.0442,-0.1023,1.6915,JRC
3437,4126,2M12484669-0815193,0.6195,0.7672,0.8345,0.013000000000000001,0.0901,0.6334,JRC
3438,4491,2M12484990+1106258,0.7859999999999999,0.3622,0.3898,0.0039,-0.5139,1.6194,JRC
3439,5183,2M12485017-0241230,0.8539,0.915,0.9121,-0.165,-0.0201,1.673,JRC
3440,5183,2M12485323-0322524,0.9673,1.0551,1.1118,-0.0132,0.0562,0.5441,JRC
3441,4491,2M12485494+1152134,0.847,0.9213,0.9629,0.0096,0.0414,1.082,JRC
3442,4126,2M12490126-0805165,0.8369,0.8294,0.8755,-0.0294,-0.0075,1.6019999999999999,JRC
3443,5183,2M12490256-0224121,0.7491,0.8155,0.8093,-0.0146,-0.1062,1.3975,JRC
3444,4446,2M12491018-0341576,0.7074,0.752,0.7964,-0.18899999999999997,-0.0476,1.5329,JRC
3445,4485,2M12491047+4213566,0.7618,0.9086,0.9822,-0.0787,0.0437,1.2554,JRC
3446,4127,2M12491065+2715209,0.7865,0.8899,0.8681,-0.1678,0.0238,1.4707,JRC
3447,4446,2M12491073-0251491,0.9276,1.057,1.1388,0.0238,0.1279,0.6218,JRC
3448,2307,2M12491112+2616322,0.4556,0.6042,0.6882,0.084,0.1487,1.0192,JRC
3449,4485,2M12491209+4202529,0.4941,0.6312,0.6099,-0.0213,0.1289,1.2809,JRC
3450,4446,2M12491211-0221498,0.5169,0.6379,0.7036,-0.0425,0.0212,1.4655,JRC
3451,5122,2M12491530+1135067,0.9417,1.0073,0.8917,-0.13699999999999998,-0.1044,1.7054,JRC
