LocationID	ApogeeID
411	4612	2M05343903-0455288
412	4611	2M05343976-0524254
413	4611	2M05344239-0512381
414	4289	2M05344507+6223530
415	4611	2M05344556-0529209
416	4612	2M05344641-0454020
417	4612	2M05344662-0510405
418	4612	2M05344823-0447401
419	4611	2M05344882-0523179
420	4611	2M05345143-0513295
421	4611	2M05345220-0440117
422	4613	2M05345240-0611570
423	4611	2M05345249-0449404
424	4612	2M05345276-0500509
425	4611	2M05345418-0528543
426	4611	2M05345563-0601036
427	4611	2M05345701-0523000
428	4611	2M05345923-0544553
429	4611	2M05350085-0509389
430	4611	2M05350162-0433377
431	4611	2M05350326-0449209
432	4612	2M05350463-0509557
433	4611	2M05350504-0432334
434	4611	2M05350682-0510385
435	4611	2M05351002-0441169
436	4613	2M05351077-0651557
437	4611	2M05351113-0536511
438	4612	2M05351121-0517209
439	4612	2M05351214-0531388
440	4612	2M05351236-0543184
441	4611	2M05351567-0517472
442	4613	2M05351580-0646291
443	4612	2M05351755-0453037
444	4613	2M05351798-0604430
445	4612	2M05351873-0518024
446	5169	2M05351974+0947476
447	4613	2M05352060-0617497
448	4611	2M05352093-0540143
449	4611	2M05352262-0514112
450	4612	2M05352658-0456067
451	4611	2M05352940-0438205
452	4611	2M05352989-0512103
453	4613	2M05352992-0644151
454	4612	2M05353046-0519340
455	4612	2M05353091-0518179
456	4611	2M05353154-0540278
457	4611	2M05353168-0530041
458	4611	2M05353361-0528506
459	4612	2M05353561-0529365
460	4611	2M05353645-0421304
461	4611	2M05353907-0508564
462	4611	2M05354081-0521418
463	4612	2M05354107-0449477
464	4612	2M05354197-0528128
465	4612	2M05354311-0424556
466	4613	2M05354337-0622195
467	4612	2M05354463-0450098
468	4613	2M05354593-0625591
469	4613	2M05354764-0621360
470	4612	2M05354955-0424384
471	4613	2M05355767-0638132
472	4611	2M05360185-0517365
473	4612	2M05360641-0441538
474	4611	2M05360704-0534182
475	5169	2M05360859+0953206
476	4611	2M05362130-0520141
477	4611	2M05362873-0542263
478	4612	2M05363704-0504412
479	4614	2M05364069-0652045
480	4612	2M05365078-0459334
481	5173	2M05365170-0210104
482	4613	2M05365233-0706102
483	4613	2M05370134-0647191
484	4593	2M05370453+3112114
485	4614	2M05371161-0723239
486	5105	2M05372450+3117176
487	4613	2M05374145-0633578
488	5105	2M05375674+3145012
489	4614	2M05380160-0722218
490	5173	2M05381104-0256018
491	5173	2M05382752-0243325
492	5173	2M05383137-0154030
493	4326	2M05383316+4556445
494	5173	2M05383848-0234550
495	4614	2M05385236-0721095
496	5173	2M05385948-0138270
497	5173	2M05390008-0218381
498	4326	2M05391675+4539368
499	5173	2M05394528-0143157
500	4564	2M05395208+2231019
501	5173	2M05395293-0224085
502	4614	2M05395827-0737129
503	4615	2M05400129-0920044
504	5173	2M05400592-0203271
505	5173	2M05401082-0211264
506	4615	2M05401358-0828137
507	5173	2M05401834-0212446
508	5173	2M05401975-0229558
509	4615	2M05402047-0911572
510	4615	2M05402073-0755000
511	4326	2M05402330+4617163
512	4614	2M05404467-0729544
513	4615	2M05405530-0813169
514	5169	2M05405838+1107387
515	4615	2M05411524-0752111
516	5173	2M05412833-0213596
517	4615	2M05413037-0912268
518	4615	2M05413338-0759562
519	5173	2M05413819-0146300
520	5173	2M05414451-0157402
521	5173	2M05415257-0203515
522	4431	2M05420795+3849453
523	4615	2M05422393-0809459
524	5172	2M05422853-0042057
525	4326	2M05423918+4552465
526	4615	2M05424913-0820370
527	5172	2M05425558+0032273
528	4615	2M05432464-0813275
529	5172	2M05433351+0112488
530	4615	2M05454652-0810457
531	5172	2M05455935+0029208
532	5086	2M05460266+1442125
533	5172	2M05461313-0006048
534	4154	2M05463489+2738029
535	5172	2M05464194+0020027
536	5172	2M05464235+0012094
537	5172	2M05470726+0019322
538	4599	2M05472048+0223043
539	5172	2M05473190+0133237
540	5172	2M05474500+0038418
541	5172	2M05480297-0028336
542	4599	2M05502340+0420349
543	5080	2M05503012+5258322
544	4566	2M05512611+1933322
545	5151	2M05513819+4211445
546	4290	2M05533254-0421192
547	4156	2M05592230+3203416
548	4156	2M06031425+2949475
549	4156	2M06033949+3135536
550	4156	2M06051239+3006116
551	5177	2M06051587-0558539
552	4258	2M06060612+1336334
553	4156	2M06061420+3001449
554	5177	2M06061979-0614140
555	4258	2M06062902+1349573
556	4258	2M06063324+1430309
557	5177	2M06064222-0544113
558	4156	2M06064279+3129067
559	4418	2M06070703+2418045
560	5177	2M06073849-0608022
561	5177	2M06081498-0635010
562	5177	2M06083071-0555532
563	5177	2M06083832-0643367
564	4418	2M06094745+2423085
565	4595	2M06105094+2036417
566	5177	2M06105476-0606455
567	5177	2M06105630-0640278
568	5177	2M06110287-0543199
569	5177	2M06120298-0731154
570	4149	2M06123407+3159119
571	4573	2M06130913+0640221
572	4565	2M06133561+2433362
573	4604	2M06134179+5644321
574	4123	2M06144376-0118064
575	4595	2M06153889+1942122
576	4601	2M06155982+3958486
577	4149	2M06160851+3259089
578	4123	2M06174372-0139422
579	4573	2M06204873+0722019
580	4273	2M06212323+1701485
581	4149	2M06222070+3326564
582	4567	2M06232739+2123478
583	4158	2M06271438-0004459
584	4146	2M06282903+1810490
585	4266	2M06283925-3222165
586	5088	2M06290653+1118068
587	4158	2M06290694+0058170
588	4146	2M06294483+1642357
589	4605	2M06295087+5118010
590	4266	2M06295728-3210256
591	4158	2M06300433+0118350
592	4158	2M06314851-0033164
593	4146	2M06330041+1633520
594	5083	2M06333254+3426462
595	4411	2M06334992+0440556
596	4158	2M06335007+0001422
597	4605	2M06340628+5038344
598	4411	2M06344417+0553228
599	4411	2M06350057+0428276
600	4278	2M06361902+3308443
601	5090	2M06371523+0605137
602	4323	2M06372176+0949348
603	4572	2M06402926+0926114
604	5159	2M06405533-0028592
605	4572	2M06411484+0932358
606	4572	2M06411893+0927157
607	4157	2M06421342+0159208
608	5159	2M06424469-0046273
609	4292	2M06425155-2355027
610	5159	2M06425173-0105030
611	4157	2M06453172+0329125
612	4397	2M06455133-0020384
613	4157	2M06470468+0136073
614	4569	2M06492106+1742038
615	4157	2M06494013+0225328
616	4602	2M06502133+2755152
617	4574	2M06522785+0715576
618	5108	2M06525427+2545517
619	4569	2M06540094+1734275
620	5108	2M06543813+2333450
621	4606	2M06563892+4319360
622	4569	2M06565845+1606213
623	4583	2M06572820-1218302
624	5108	2M06573455+2456062
625	4607	2M06573841+3600153
626	4159	2M06574218+0433069
627	4324	2M07012946-0308517
628	4159	2M07013062+0505262
629	4576	2M07013743+0049012
630	4583	2M07023378-1157206
631	4607	2M07030889+3630193
632	4607	2M07042921+3611557
633	4576	2M07090093+0203229
634	4608	2M07100305+2955418
635	4253	2M07125169+0710345
636	4578	2M07142035-0258155
637	4608	2M07151462+3144055
638	4603	2M07152278+1409293
639	4253	2M07154275+0621084
640	4603	2M07190696+1448526
641	4253	2M07191806+0556151
642	4608	2M07193494+3110497
643	2070	2M07233350+3918358
644	2071	2M07235876+4058116
645	4582	2M07240918-0854337
646	4609	2M07250686+2435451
647	4609	2M07260412+2233466
648	4609	2M07261441+2237362
649	2071	2M07271566+4148445
650	2071	2M07283071+4300267
651	2072	2M07283967+4333269
652	2071	2M07284209+4146376
653	2071	2M07290697+4218132
654	2072	2M07291016+4412463
655	2070	2M07300562+3904071
656	4609	2M07301103+2342112
657	2071	2M07301372+4305434
658	4609	2M07314640+2338533
659	2075	2M07334111+3945001
660	2075	2M07335741+4152582
661	2072	2M07340333+4525491
662	2075	2M07341546+4050347
663	2072	2M07341895+4446327
664	2075	2M07341901+4132287
665	2073	2M07352674+4729179
666	4610	2M07353621+1646403
667	4222	2M07354458+3625363
668	2076	2M07383331+4149226
669	4530	2M07384484+6649595
670	2073	2M07395919+4615189
671	2075	2M07402041+3947560
672	4530	2M07404906+6607306
673	2073	2M07411336+4546213
674	4222	2M07412047+3711185
675	4291	2M07412162+0910207
676	2084	2M07412908+2824388
677	4531	2M07413927+5305101
678	2301	2M07415938+2318223
679	2073	2M07420767+4748473
680	4291	2M07421515+1045108
681	2076	2M07424339+4343205
682	2075	2M07424917+3937035
683	2076	2M07430396+4331369
684	2085	2M07430723+2915508
685	2077	2M07433126+4435199
686	2077	2M07440107+4409032
687	2077	2M07441849+4420555
688	2301	2M07450147+2213360
689	2098	2M07454706+4849319
690	2079	2M07455008+4042252
691	2080	2M07464731+4323181
692	2288	2M07471898+3824321
693	2292	2M07475215+3607049
694	2098	2M07475469+4654020
695	2077	2M07482344+4543241
696	2079	2M07482418+4223201
697	2079	2M07482458+4041050
698	2292	2M07484284+3616467
699	2079	2M07485530+4026313
700	2079	2M07492975+4040236
701	2077	2M07495255+4517441
702	2288	2M07501576+3754149
703	2079	2M07502579+4147049
704	2077	2M07503313+4450546
705	2285	2M07504014+5104535
706	2286	2M07510926+5040361
707	2288	2M07512040+3906322
708	2292	2M07513604+3525093
709	2085	2M07515692+2842123
710	2098	2M07521399+4715146
711	2288	2M07523635+3927346
712	4529	2M07525105+7846024
713	2081	2M07530855+4955503
714	2288	2M07531388+3847192
715	2098	2M07532950+4733296
716	4531	2M07541885+5200114
717	2081	2M07542334+5004451
718	2088	2M07543136+2607441
719	2086	2M07543472+2603177
720	2098	2M07543665+4722065
721	2286	2M07544617+5107504
722	2285	2M07550455+5027281
723	4531	2M07551518+5355112
724	2088	2M07554889+2702401
725	2080	2M07555011+4429105
726	2286	2M07562466+5111010
727	2079	2M07563173+4229265
728	2292	2M07564124+3638375
729	2088	2M07564310+2704198
730	2290	2M07565923+5140045
731	2079	2M07570347+4156383
732	2287	2M07573067+5457569
733	2088	2M07573331+2820297
734	2082	2M07573974+4250339
735	2292	2M07575121+3505480
736	2080	2M07575327+4454304
737	4532	2M07581330+4025511
738	2081	2M07581939+4801200
739	4294	2M07582829-1621447
740	2290	2M07590763+5104339
741	2287	2M07592133+5449116
742	2291	2M07592443+5230149
743	2080	2M07594405+4321275
744	2081	2M07595891+4747070
745	2088	2M08004742+2754247
746	2289	2M08004884+4612300
747	2082	2M08010050+4217017
748	2290	2M08013097+5103549
749	2088	2M08014413+2727287
750	2286	2M08021600+5118094
751	2088	2M08023533+2720195
752	2294	2M08023583+4757199
753	2294	2M08024923+4613063
754	2289	2M08025363+4628547
755	2088	2M08030772+2804528
756	2081	2M08032142+4820521
757	2082	2M08033082+4329451
758	4532	2M08034828+3936100
759	2082	2M08040228+4121273
760	2082	2M08044991+4315494
761	2294	2M08072836+4731570
762	2294	2M08073043+4541245
763	2295	2M08084725+5027398
764	2294	2M08085776+4554584
765	4529	2M08092367+8003507
766	2291	2M08104773+5358419
767	2287	2M08113187+5405478
768	2291	2M08114760+5311513
769	4103	2M08115373+3212036
770	2295	2M08130386+4828595
771	2287	2M08132593+5402151
772	2295	2M08154159+4905529
773	2295	2M08161874+5002534
774	4103	2M08165939+3207048
775	2300	2M08202415+4633577
776	2318	2M08212195+2520100
777	2318	2M08220252+2438451
778	4533	2M08224748+2823098
779	5127	2M08232729-0107375
780	2318	2M08233134+2332041
781	2318	2M08240236+2245515
782	2300	2M08243826+4623252
783	2109	2M08244056+1842029
784	2318	2M08245483+2310368
785	2300	2M08254697+4527079
786	2109	2M08271150+1828223
787	2109	2M08272614+1812300
788	5127	2M08273012+0007409
789	2109	2M08280086+1838491
790	2109	2M08280373+1836178
791	2300	2M08281066+4708492
792	2109	2M08283840+1901225
793	5127	2M08284974-0019095
794	2101	2M08314674+5329052
795	2101	2M08323239+5320217
796	4534	2M08332954+1511336
797	2300	2M08334137+4518261
798	2101	2M08334195+5406015
799	2300	2M08341426+4538096
800	4534	2M08342593+1431537
801	2299	2M08352765+5442567
802	4534	2M08382904+1451295
803	2102	2M08401826+5145470
804	2102	2M08404642+5122522
805	5115	2M08405390+1208167
806	5115	2M08412291+1215234
807	5115	2M08413172+1238565
808	5115	2M08414087+1252167
809	5115	2M08415731+1223579
810	2101	2M08423125+5151022
811	2102	2M08424235+5128575
812	2102	2M08433525+5112209
813	5115	2M08434211+1146573
814	5115	2M08434285+1234382
815	5115	2M08434597+1149016
816	2101	2M08435445+5322412
817	2101	2M08441103+5423473
818	2102	2M08442930+5148042
819	5115	2M08444019+1044454
820	5115	2M08451142+1123372
821	5115	2M08454939+1125519
822	4267	2M08460130-1509051
823	2284	2M08464675+5729456
824	5115	2M08492553+1116449
825	2296	2M08494022+5509176
826	2102	2M08494833+5234257
827	4267	2M08495593-1455048
828	2284	2M08502047+5723426
829	4162	2M08505923+1146129
830	5115	2M08510212+1149012
831	4162	2M08510890+1148377
832	2299	2M08511253+5542282
833	5115	2M08511588+1127245
834	5115	2M08511901+1150057
835	5115	2M08512940+1154138
836	5115	2M08513206+1155085
837	2296	2M08514058+5546490
838	2284	2M08520195+5816218
839	4535	2M08534182+0341454
840	2284	2M08534213+5853052
841	4535	2M08540114+0425263
842	2284	2M08540716+5611488
843	2296	2M08541701+5548569
844	2296	2M08542063+5500278
845	4535	2M08543832+0301598
846	2102	2M08544582+5149240
847	2284	2M08550153+5824471
848	2102	2M08551140+5037109
849	2296	2M08552531+5345323
850	2157	2M08563533+4051223
851	2157	2M08570667+4050104
852	2157	2M08574326+4020053
853	2157	2M08580512+4046155
854	2157	2M08581101+4039182
855	2284	2M08590860+5846165
856	2157	2M09002421+4000390
857	2157	2M09004528+4014230
858	2105	2M09014952+4328007
859	2105	2M09022729+4353396
860	2296	2M09024234+5600580
861	2338	2M09025877+2737087
862	2157	2M09033604+4104260
863	2338	2M09042488+2704315
864	2338	2M09053606+2645129
865	4206	2M09055055+3707273
866	2103	2M09070341+4422319
867	2338	2M09072627+2838306
868	2284	2M09072886+5750452
869	4206	2M09080015+3554031
870	2338	2M09080657+2624173
871	2338	2M09080889+2750205
872	2103	2M09082078+4601286
873	2296	2M09082869+5505327
874	2338	2M09102093+2640476
875	2103	2M09111215+4424367
876	2338	2M09115807+2813022
877	5116	2M09135509+2055246
878	2104	2M09143572+4317082
879	5116	2M09144859+2343411
880	2104	2M09161713+4204150
881	2104	2M09181264+4315390
882	2104	2M09191465+4233479
883	2103	2M09194520+4536439
884	2103	2M09201428+4504408
885	2104	2M09230686+4319397
886	2104	2M09235744+4318203
887	4536	2M09242547-0650183
888	4536	2M09245718-0721097
889	4536	2M09262347-0750321
890	5094	2M09272491+2742337
891	4223	2M09291487+3703190
892	5179	2M09291839+5620396
893	4223	2M09292132+3718010
894	4536	2M09293488-0610337
895	2156	2M09300444+4948361
896	2156	2M09301294+5103102
897	5179	2M09305775+5514190
898	5179	2M09310583+5530183
899	4211	2M09314691+5618248
900	4223	2M09315645+3714213
901	5094	2M09320785+2727380
902	4211	2M09323415+5610109
903	4223	2M09324916+3612053
904	4536	2M09325236-0624540
905	4223	2M09331383+3624247
906	4223	2M09340530+3715170
907	4211	2M09345838+5653185
908	2156	2M09350841+5013199
909	2179	2M09361593+3731456
910	2156	2M09363007+5001047
911	2178	2M09373928+4303193
912	2179	2M09381315+3548528
913	2156	2M09393454+4935162
914	2178	2M09402562+4245056
915	2114	2M09405927+4615341
916	2175	2M09411547+4430243
917	2114	2M09412552+4640176
918	2179	2M09420329+3730594
919	2178	2M09424786+4303153
920	2178	2M09430433+4200227
921	2178	2M09431707+4341116
922	2175	2M09433219+4445224
923	5126	2M09435912+3852543
924	2114	2M09441580+4725546
925	5126	2M09442061+3740588
926	5126	2M09443527+3809227
927	2175	2M09455731+4508502
928	2178	2M09461229+4356239
929	2175	2M09473026+4435320
