Location_ID	Apogee_ID	Visit	Binary%	ID
0	4590	2M00005758+0108568	0	0.7707400346446032	1
1	4590	2M00005758+0108568	1	0.7707400346446032	1
2	4590	2M00005758+0108568	2	0.7707400346446032	1
3	4548	2M00015887+1639429	0	0.7019305893978943	1
4	4548	2M00015887+1639429	1	0.7019305893978943	1
5	4548	2M00015887+1639429	2	0.7019305893978943	1
6	4548	2M00021397+1446191	0	0.7885690133552161	1
7	4548	2M00021397+1446191	1	0.7885690133552161	1
8	4548	2M00021397+1446191	2	0.7885690133552161	1
9	5045	2M00024474+6158060	0	0.7559947184719088	1
10	5045	2M00024474+6158060	1	0.7559947184719088	1
11	5045	2M00024474+6158060	2	0.7559947184719088	1
12	5045	2M00024474+6158060	3	0.7559947184719088	1
13	5045	2M00024474+6158060	4	0.7559947184719088	1
14	5045	2M00024474+6158060	5	0.7559947184719088	1
15	4548	2M00030037+1655455	0	0.7096179386342593	1
16	4548	2M00030037+1655455	1	0.7096179386342593	1
17	4548	2M00030037+1655455	2	0.7096179386342593	1
18	4590	2M00040032+0040267	0	0.7373772394632843	1
19	4590	2M00040032+0040267	1	0.7373772394632843	1
20	4590	2M00040032+0040267	2	0.7373772394632843	1
21	4590	2M00040032+0040267	3	0.7373772394632843	1
22	4590	2M00040032+0040267	4	0.7373772394632843	1
23	4590	2M00040032+0040267	5	0.7373772394632843	1
24	4590	2M00040574+0035362	0	0.7609723560538337	1
25	4590	2M00040574+0035362	1	0.7609723560538337	1
26	4590	2M00040574+0035362	2	0.7609723560538337	1
27	4590	2M00040574+0035362	3	0.7609723560538337	1
28	4590	2M00040574+0035362	4	0.7609723560538337	1
29	4590	2M00040574+0035362	5	0.7609723560538337	1
30	5067	2M00053265+8546227	0	0.7642272664744109	1
31	5067	2M00053265+8546227	1	0.7642272664744109	1
32	4590	2M00060971+0120321	0	0.7210945900869716	1
33	4590	2M00060971+0120321	1	0.7210945900869716	1
34	4590	2M00060971+0120321	2	0.7210945900869716	1
35	4590	2M00060971+0120321	3	0.7210945900869716	1
36	4590	2M00060971+0120321	4	0.7210945900869716	1
37	4590	2M00060971+0120321	5	0.7210945900869716	1
38	4424	2M00093221+5753350	0	0.7566121155640088	1
39	4424	2M00093221+5753350	1	0.7566121155640088	1
40	4424	2M00093221+5753350	2	0.7566121155640088	1
41	5038	2M00121056-1417065	0	0.7565923557314771	1
42	5038	2M00121056-1417065	1	0.7565923557314771	1
43	5038	2M00121056-1417065	2	0.7565923557314771	1
44	5038	2M00121056-1417065	3	0.7565923557314771	1
45	5038	2M00121056-1417065	4	0.7565923557314771	1
46	5046	2M00121552+7535316	0	0.7645288338450394	1
47	5046	2M00121552+7535316	1	0.7645288338450394	1
48	5046	2M00121552+7535316	2	0.7645288338450394	1
49	4590	2M00121918+0045464	0	0.7148946583295991	1
50	4590	2M00121918+0045464	1	0.7148946583295991	1
51	4590	2M00121918+0045464	2	0.7148946583295991	1
52	5067	2M00131232+8554277	0	0.7452606902266674	1
53	5067	2M00131232+8554277	1	0.7452606902266674	1
54	5038	2M00144049-1304110	0	0.7744679046230099	1
55	5038	2M00144049-1304110	1	0.7744679046230099	1
56	5038	2M00144049-1304110	2	0.7744679046230099	1
57	5038	2M00144049-1304110	3	0.7744679046230099	1
58	5038	2M00144049-1304110	4	0.7744679046230099	1
59	5038	2M00144959-1333083	0	0.7637122004575567	1
60	5038	2M00144959-1333083	1	0.7637122004575567	1
61	5038	2M00144959-1333083	2	0.7637122004575567	1
62	5038	2M00144959-1333083	3	0.7637122004575567	1
63	5038	2M00144959-1333083	4	0.7637122004575567	1
64	4243	2M00150345+6233146	0	0.7318832923474813	1
65	4243	2M00150345+6233146	1	0.7318832923474813	1
66	4243	2M00150345+6233146	2	0.7318832923474813	1
67	4243	2M00150345+6233146	3	0.7318832923474813	1
68	4243	2M00150345+6233146	4	0.7318832923474813	1
69	4243	2M00150345+6233146	5	0.7318832923474813	1
