4336,2M17595166-2338598
4286,2M00283061+5123406
4258,2M06063868+1306416
4415,2M00531708+5930127
4408,2M18451557+4806565
4365,2M17502343-2301060
4477,2M01240965+1724401
4348,2M17412151-2303297
4560,2M04590172+3646582
4594,2M05515851+2633125
4544,2M20304960+4532564
4504,2M10473061+4353551
4460,2M19142352+5031291
4242,2M21044569+4741093
4125,2M12171024-0048480
4584,2M07325664-1058272
4273,2M06150945+1604506
4570,2M06382922+1325565
4461,2M19255656+4514406
4383,2M18512364-2750031
4327,2M05465742+1234328
4450,2M09323469+2658057
4381,2M18454995-3014142
4566,2M05485961+2116205
4160,2M13433554+2733529
4524,2M17355933+3415215
4209,2M16081839+5040160
4326,2M05364783+4619214
4332,2M18010676-2928579
4271,2M02410257+6050484
4299,2M19232804+4321318
4405,2M19111631+4642465
4242,2M21044256+4834591
4401,2M19041710+4509014
4448,2M10522361+1553231
4128,2M13125815+1651282
4272,2M05023638+4207179
4407,2M19124737+3847265
4347,2M18123386-2535381
4128,2M13094039+1814415
4335,2M17242484-2531099
4155,2M05282606+2620433
4203,2M14195887-0524323
4497,2M15010627+4205055
4378,2M18033826-1644335
4548,2M00011664+1523337
4423,2M23481094+6627511
4279,2M18404500-0836486
4205,2M04013173+7954491
4369,2M18245632-1717035
4599,2M05452111+0406054
4120,2M00180968+7124586
4418,2M06141614+2431087
4484,2M13334365+3754543
4592,2M05212212+3922498
4317,2M23343352+6128011
4370,2M18114674-1530437
4363,2M18004187-2725465
4203,2M14273470-0439139
4243,2M00243334+6218313
4405,2M19182300+4608294
4330,2M17462884-2848483
4381,2M18465300-2919387
4323,2M06290034+0839592
4275,2M21523369+3904431
4318,2M01385403+6252205
4612,2M05354104-0506253
4482,2M14004004+2541062
4153,2M04150339+5549373
4372,2M16440157-2002174
4235,2M12122219+0523055
4559,2M05310857+3955530
4245,2M19333271+2554350
4597,2M04411916+2918176
4606,2M06515224+4320518
4489,2M11512101+2045284
4215,2M13374424-1513486
4272,2M05012176+4056232
4337,2M17080392-2313088
4339,2M18154560-1724471
4144,2M03333786+4641125
4252,2M20373214+5252138
4529,2M07440977+7804166
4335,2M17244737-2549396
4399,2M19354288+5030529
4281,2M18222629-0625577
4383,2M18471048-2826265
4398,2M19244509+0136110
4230,2M21285551+1312210
4361,2M16531877-2048586
4494,2M14551426+1730135
4293,2M07111398-2224487
4274,2M07343684-1851234
4296,2M21011911+2811585
4104,2M17552983-2533326
4341,2M18154442-2135362
1,2M14143559+1358313
4256,2M00233712+5524268
4269,2M20173484+3625004
4510,2M11150996+0633506
4284,2M20302295+1732527
4490,2M12163340+1409314
4568,2M05511761+1637019
4465,2M19184222+4110116
4362,2M17405672-2105287
4607,2M06554760+3712214
4229,2M11474708-1130206
4581,2M06562898-0841422
4604,2M06150277+5649266
4245,2M19275405+2609372
4611,2M05352323-0443029
4356,2M18123426-1903428
4249,2M21311704+4645306
4523,2M17173749+2325045
4611,2M05355408-0528327
4357,2M18200224-1418555
4475,2M23183086+1050597
4404,2M19170753+4248006
4331,2M18530234-3109445
4102,2M21462872+4244035
4587,2M03353072+3127574
4105,2M16473749+3555165
4311,2M03260829+7022210
4503,2M11111160+4905299
4200,2M16305204-1354013
4278,2M06384391+3438466
4391,2M17165161-2820586
4312,2M18580115+0502367
4569,2M06524832+1610038
4205,2M03552887+8008310
4152,2M03471829+4936322
4221,2M07035609+3700390
4272,2M05033241+4127519
4261,2M19535587+1908102
4498,2M14531569+4626304
4505,2M10403183+3533446
4152,2M03434968+4846533
4102,2M21452074+4131278
4201,2M15192858+0224222
4413,2M00471325+4050136
4306,2M18493475+1230533
4611,2M05344081-0526387
4245,2M19263827+2615031
4356,2M18111083-1735079
4517,2M14171090+0640189
4337,2M17090169-2258018
4613,2M05355975-0616065
4281,2M18222377-0652136
4124,2M11502561-0026385
4528,2M16551875+8616123
4326,2M05363009+4645105
4328,2M06511949+2045555
4367,2M17314346-2412402
4372,2M16445377-1955549
4367,2M17304057-2339096
4403,2M19360424+4558274
4560,2M05045926+3525326
4469,2M18244504-0200331
4329,2M18062265-3155548
4272,2M05042253+4245138
4387,2M17335323-1646426
4362,2M17404083-2050030
4247,2M18575491-0356133
4206,2M09065604+3737521
4214,2M11481981-1541560
4240,2M18453322-0327307
4617,2M06430648-0044113
4427,2M03421978+5957575
4407,2M19121626+3904168
4144,2M03353226+4625096
4107,2M18210440-0002527
4152,2M03404458+4931471
4366,2M18071704-2443039
4336,2M17581149-2357444
4552,2M02361520+5530493
4604,2M06195336+5814216
4426,2M01295617+5858336
4277,2M05023368+2332167
4244,2M18273274-0054560
4352,2M17391485-2822199
4414,2M00512576+6748182
4211,2M09383406+5510498
4394,2M20162461+3748257
4147,2M07433566+2208496
4273,2M06215296+1455598
4437,2M15031489+2028598
4250,2M00402102+5844251
4465,2M19135012+4106294
4224,2M10302189+1656011
4337,2M17100413-2323390
4366,2M18055822-2457466
4348,2M17373418-2258510
4455,2M17225449+5455497
4388,2M18070497-2921424
4568,2M05585366+1644406
4318,2M01232604+6242175
4359,2M17163639-2441463
4462,2M19593004+4350259
4404,2M19140085+4328276
4411,2M06385148+0541086
4449,2M12013154-1655026
4241,2M19470620+2504302
4289,2M05340166+6124401
4441,2M11243101+5159496
4121,2M04415547+5850030
4399,2M19491018+4958538
4250,2M00253663+5832272
4327,2M05480265+1146421
4398,2M19302198+0018463
4520,2M16003261-1148421
4546,2M21253826+5700382
4233,2M13564047+4356562
4250,2M00205479+5851021
4157,2M06403115+0216161
4410,2M18554547+4159579
4157,2M06473008+0241407
4303,2M21113821+6659239
4201,2M15152994+0014200
4244,2M18303175+0022133
4525,2M17453707+4652558
4267,2M08490889-1322129
4146,2M06371228+1650045
4125,2M12270199-0042423
4220,2M14585004+3130089
4344,2M18190945-1137347
4273,2M06165690+1636460
4542,2M19460505+3114209
4281,2M18254707-0734111
4160,2M13480847+2701582
4399,2M19433962+4855442
4612,2M05344847-0542281
4471,2M03265684+0829306
4369,2M18220545-1826498
4200,2M16302466-1303403
4120,2M00063707+6947305
4205,2M03094422+7941129
4205,2M03435994+8034147
4244,2M18291058-0121456
4572,2M06410726+0958311
4603,2M07140737+1553459
4374,2M18191410-1910321
4203,2M14203262-0527135
4549,2M23213807+6442487
4469,2M18281669-0343341
4269,2M20143243+3649171
4255,2M20115587+2044018
4392,2M17314824-2353439
4361,2M16573282-2118117
4105,2M16405903+3550504
4160,2M13421168+2847046
4342,2M18282113-1414557
4146,2M06345412+1731069
4464,2M19291367+4301372
4205,2M03372902+7903439
4328,2M06453907+1946261
4530,2M07410857+6443007
4429,2M04395163+5130454
4306,2M18493808+1237253
4408,2M18433431+4700177
4323,2M06312254+0825095
4244,2M18275805-0114051
4355,2M18064567-2155543
4107,2M18152166+0217053
4459,2M17010656-2131534
4481,2M13383618+1830321
4353,2M17412327-3004419
4280,2M18323126-0842143
4494,2M14485818+1727092
4540,2M19144406+1750588
4591,2M23595249+6307281
4254,2M19112080-0622559
4402,2M19520941+4838338
4508,2M10382852+2029023
4216,2M12281298+2702416
4161,2M14052829+2830303
4497,2M15065182+4156090
4365,2M17530285-2304255
4246,2M20553542+5035563
4485,2M12504083+4120035
4387,2M17325514-1725024
4503,2M11073111+4846026
4431,2M05395492+3801116
4153,2M04163483+5613531
4254,2M19103762-0535266
4445,2M11495136-0012154
5005,2M19230736+4915305
4342,2M18331014-1330219
4201,2M15173828+0114443
4158,2M06344889+0059091
4574,2M06573113+0816069
4403,2M19332665+4519478
4359,2M17154852-2457018
4248,2M19585177+2106153
4240,2M18421700-0212082
5006,2M19073649+4718071
4261,2M19501839+1954086
4230,2M21285527+1210572
4373,2M18092614-2329248
4347,2M18075358-2550201
4158,2M06303297-0007327
4366,2M18075031-2518539
4405,2M19182707+4606217
1,2M17242709+3657069
4245,2M19310023+2524216
4510,2M11130300+0612273
4467,2M19105843+0105007
4543,2M20143434+2922338
4154,2M05443260+2943514
4573,2M06185038+0837103
4336,2M17584752-2328482
4346,2M17495808-2304117
4246,2M20550726+5130041
4323,2M06314532+0846429
4144,2M03375270+4650491
4329,2M18074493-3145155
4258,2M06063715+1317096
4297,2M20385776+3335055
4465,2M19184028+4003085
4243,2M00255196+6412338
4252,2M20310323+5235485
4586,2M03451807+3122098
4153,2M04221135+5437428
4420,2M22273331+5342065
4403,2M19324274+4600455
4366,2M18052721-2458517
4484,2M13271501+3859296
4329,2M18084045-3157543
4411,2M06283062+0505458
4445,2M11472219+0041209
4385,2M17350797-2838446
4308,2M02091525+4859572
4369,2M18234870-1741356
4308,2M02121763+4836300
4317,2M23274848+6032163
4452,2M16003779+2643168
4124,2M11462587-0058323
4465,2M19234777+4105145
4508,2M10411200+1916150
4580,2M07174472-0532079
4336,2M17580120-2348139
4152,2M03524736+5014504
4420,2M22160283+5335142
4250,2M00241587+5844466
4600,2M05380687+5509552
4260,2M21360530-0008085
4276,2M20152651+5652268
4359,2M17151789-2456048
4355,2M18031787-2149396
4369,2M18253238-1722320
4145,2M05262019+4245393
4248,2M19552416+2105167
4105,2M16442661+3607308
4364,2M17430747-2428377
4342,2M18285985-1349331
4429,2M04361726+5230217
4402,2M19542262+4612504
4523,2M17172063+2216420
4155,2M05242479+2607304
4516,2M14001093+0119392
4405,2M19162328+4750572
4382,2M18572411-2741048
4421,2M22391659+6246283
4426,2M01244515+5718374
4254,2M19160585-0536212
4397,2M06410072-0046125
4611,2M05332230-0426398
4222,2M07413233+3704112
4339,2M18134580-1702365
4546,2M21295464+5605052
4359,2M17155322-2445223
4160,2M13484880+2825548
4209,2M16065431+5112481
4586,2M03370176+3219344
4538,2M10385853-1243255
4156,2M05584955+3104042
4122,2M05185121+2456037
4399,2M19405702+4830122
4160,2M13422439+2851300
4536,2M09231023-0805131
4515,2M13262451-0301380
4420,2M22252899+5338256
4155,2M05282606+2620433
4247,2M19005527-0403531
4144,2M03371353+4628495
4228,2M11080221-1242454
4555,2M04544182+4915360
4126,2M12434722-0758549
4251,2M19082790+2745439
4242,2M21074607+4817252
4604,2M06105186+5807220
4104,2M17544069-2541587
4385,2M17335740-2932379
4328,2M06512821+1959414
4419,2M21411367+5907325
4270,2M22370926+5730224
4249,2M21253205+4511470
4261,2M19555443+1900518
4589,2M19302019+3757321
4325,2M04355025+3532587
4306,2M18512738+1255386
4381,2M18454671-3007006
4471,2M03193541+0919460
4564,2M05405153+2237129
4160,2M13431355+2844267
4152,2M03405472+5013200
4120,2M00064816+7122123
4538,2M10461982-1050023
4487,2M11502975+3348383
4253,2M07160493+0643179
4571,2M06094032+1107365
4455,2M17210496+5259077
4239,2M11053188-0611572
4410,2M19014684+4025333
4245,2M19301096+2511009
4350,2M18353281-2919205
4459,2M17042058-2206101
4154,2M05502772+2800246
4128,2M13081379+1751261
4321,2M05271724+3512134
4564,2M05425330+2402179
4471,2M03272844+0814316
4357,2M18212854-1433453
4504,2M10405681+4436267
4363,2M18000540-2740303
4592,2M05202042+3928149
4361,2M16535004-2047171
4318,2M01274914+6114123
4418,2M06114742+2359296
4257,2M04473834+3946348
4249,2M21213014+4543073
4326,2M05453354+4512051
4310,2M02564373+6609424
4245,2M19282870+2529249
4325,2M04390404+3650550
4275,2M21535458+3857299
4147,2M07345529+2042060
4156,2M06012231+3028059
4243,2M00153711+6255516
4451,2M15240979+3717019
4280,2M18402907-0728150
4243,2M00225925+6257041
4412,AP00430330+4121215
4527,2M17482426+7250344
4125,2M12181956-0117123
4616,2M06510173-0524433
1,2M14145085+1006020
4147,2M07423316+2100482
4448,2M10504432+1633104
4272,2M04582906+4104021
4160,2M13423823+2644007
4471,2M03222854+0921311
4551,2M03194865+6156098
4341,2M18143313-2119254
4123,2M06185557-0226477
4223,2M09293422+3704328
4451,2M15184022+3526106
4614,2M05360623-0723473
4351,2M17552713-2944388
4162,2M08511628+1144328
4307,2M18253613+1604585
4242,2M21104585+4751270
4490,2M12212400+1345499
4305,2M19294914+0756187
4542,2M19414023+3114121
4311,2M03221877+7058065
4455,2M17270235+5359254
4563,2M06071774+2713213
4423,2M23410438+6532222
4279,2M18475306-0756129
4230,2M21270013+1224487
4431,2M05395125+3740364
4401,2M18570305+4551213
4214,2M11405804-1427311
4474,2M22402077+0524392
4511,2M11333161+0258045
4321,2M05221135+3458301
4466,2M19474065+4042113
4343,2M18013890-1929248
4214,2M11425960-1613145
4535,2M08550570+0304201
4314,2M19550326+3039339
4462,2M19575131+4422524
4453,2M17115070+4827165
4527,2M18010522+7434589
4282,2M19263175-0717061
4514,2M13055925-0333219
4300,2M23074913+4726484
4578,2M07104970-0246184
4366,2M18093176-2436225
4444,2M11051069+1120322
4209,2M16144396+5211324
5002,2M19014664+4756540
4297,2M20391962+3307216
4230,2M21295267+1204399
4126,2M12400256-0830046
4251,2M19110306+2802395
4495,2M15033485+2646248
4221,2M07142209+3808501
4594,2M05483141+2554310
4233,2M13520323+4401444
4255,2M20120904+1846060
4367,2M17320467-2408124
4382,2M18544236-2908086
4370,2M18104690-1527016
4559,2M05343875+4102394
4121,2M04454024+5706263
4243,2M00193093+6308573
4378,2M18052597-1829088
4240,2M18472938-0115267
4248,2M19573583+2300330
4477,2M01225851+1701009
4323,2M06293788+0757533
4320,2M04322362+4646539
4380,2M18181121-1049360
4122,2M05120332+2542055
4612,2M05351235-0536403
4162,2M08511229+1154230
4243,2M00374687+6234486
4103,2M08105210+3114597
4440,2M13073954+5816425
4402,2M19582475+4702123
4516,2M14045751+0120053
4389,2M17263634-2929471
4462,2M19551886+4429209
4517,2M14162493+0626447
4149,2M06132375+3223505
4557,2M05090651+4634479
4350,2M18395365-2857062
4403,2M19362046+4720038
4480,2M03195124+0056390
4295,2M08213861-1318380
4463,2M19461553+4356513
4229,2M11490156-1139113
4205,2M04034858+8015096
4469,2M18252373-0333218
4402,2M19512419+4624243
4413,AP00454185+4145336
4361,2M16562757-2105075
4254,2M19125883-0629063
4147,2M07341156+2023304
4279,2M18465497-1021371
4517,2M14140419+0606153
4121,2M04350231+5750180
4411,2M06354153+0426074
4200,2M16284988-1238000
4121,2M04361081+5710580
4390,2M17355742-2512000
4236,2M10592241+0011426
4418,2M06110594+2418226
4155,2M05350252+2719566
4524,2M17314600+3455314
4617,2M06413379+0049105
4148,2M12084419+1901201
4465,2M19184682+3936190
4411,2M06302407+0507090
4391,2M17210652-2855479
4350,2M18390223-3000117
4248,2M19550129+2236009
4121,2M04521532+5718595
4254,2M19144127-0452300
4536,2M09284190-0707564
4272,2M04592332+4134519
4410,2M18505215+4124346
5005,2M19252158+4906095
4495,2M15044241+2650201
4398,2M19274616+0011024
4482,2M13590900+2626088
4161,2M14064033+2829023
4399,2M19452784+4946308
4258,2M06023630+1508148
4513,2M12264688-0312358
4144,2M03334308+4547430
4319,2M03333903+5719484
4224,2M10273853+1519329
4120,2M00311613+7007546
4587,2M03305010+3121312
4160,2M13403105+2821198
4515,2M13253955-0037584
4205,2M03353559+7838164
4159,2M07011913+0337167
4603,2M07163953+1412510
4533,2M08153328+2901491
4478,2M02053886+1254178
4423,2M23393230+6651481
4315,2M20484933+4327438
4301,2M22571681+5145569
4156,2M06041868+3206040
4590,2M00065234+0151397
4121,2M04391149+5713547
4538,2M10475424-1151197
4602,2M06474886+2920531
4242,2M21071710+4848002
4123,2M06163372-0043327
4342,2M18292387-1335541
4445,2M11460344+0038253
4249,2M21330288+4614573
4481,2M13414074+1726316
4277,2M05020381+2306387
4550,2M23391591+5657571
5005,2M19321308+4820349
4468,2M18422013+0440420
4531,2M07545907+5225440
4448,2M10454579+1624514
4549,2M23183578+6511317
4149,2M06240440+3313358
4336,2M18003703-2352036
4253,2M07122052+0518572
4214,2M11442142-1540367
4515,2M13282316-0116415
4325,2M04310172+3510209
4430,2M04043052+4537191
4407,2M19084201+3756199
4447,2M13441115+0000316
4498,2M14564502+4556230
4230,2M21312727+1110150
4316,2M21433592+5303143
4147,2M07415583+2206407
4477,2M01275936+1749426
4120,2M00044386+7001021
4484,2M13341452+4021349
4239,2M11072078-0704115
4264,2M23553998+5616160
4211,2M09420841+5529193
4121,2M04391704+5820446
4234,2M15275973+4414074
4264,2M23475514+5716322
4317,2M23245336+6035176
4223,2M09373920+3642552
4126,2M12494254-0747118
4601,2M06181515+4223562
4520,2M16020667-1005194
4102,2M21384009+4200346
4123,2M06184403-0054231
4211,2M09353261+5446572
4455,2M17240921+5452027
4209,2M16135034+5203184
4309,2M02234199+5515116
4458,2M18312555-0901452
4343,2M18004114-1940148
4591,2M23460144+6319010
4500,2M13403068+5618232
4146,2M06371998+1748188
4468,2M18475537+0436448
4314,2M19550415+3042207
4160,2M13421089+2824080
4104,2M17541109-2516130
4370,2M18113358-1515315
4127,2M12521959+2629261
4213,2M10104551+0216339
4224,2M10305127+1757216
4559,2M05300560+4113250
4461,2M19152597+4443132
4311,2M03241725+7029430
4280,2M18320956-0718094
4589,2M19245928+3714304
4322,2M06023059+2154245
4122,2M05205874+2358505
4442,2M10344466+4013539
4346,2M17473885-2324029
4155,2M05282575+2602463
4533,2M08194221+2653473
4330,2M17434496-2941008
4617,2M06434514-0103075
4312,2M19011575+0325048
4492,2M13213735+1455339
4340,2M18270419-1311529
4144,2M03340899+4522454
4247,2M19002066-0313229
4438,2M15082096+3720136
4555,2M05012377+4902199
4154,2M05434362+2805014
4573,2M06201764+0716242
4573,2M06220392+0807025
4364,2M17484793-2437388
4340,2M18244626-1321456
4254,2M19191925-0545531
4394,2M20190664+3838004
4246,2M20542441+5036175
4252,2M20403948+5332009
4311,2M03350247+7145052
4331,2M18560814-3129382
4584,2M07325407-1310344
4201,2M15182717+0159524
4234,2M15325952+4342452
4369,2M18255444-1815597
4318,2M01274462+6246242
4420,2M22244540+5141200
4355,2M18061110-2227350
4102,2M21390287+4253058
4429,2M04350106+5125395
4564,2M05365826+2423317
4336,2M17581178-2334306
4463,2M19435757+4220112
4216,2M12231325+2551369
4576,2M07063140+0142438
4363,2M18012934-2652478
4331,2M18542499-3031568
4144,2M03353418+4726419
4160,2M13413331+2826542
4240,2M18405743-0306319
4392,2M17315507-2403070
4291,2M07431389+1047190
4294,2M07505011-1656409
4539,2M11153517-0127581
4572,2M06445771+1034584
4348,2M17375298-2302170
4332,2M18071898-3023168
4104,2M17534423-2512466
4370,2M18064089-1625410
4606,2M06503934+4229043
4252,2M20265769+5309222
4427,2M03392294+6031403
4392,2M17313022-2338057
4105,2M16380242+3731241
4202,2M17103203+4246482
4498,2M14440469+4534172
4340,2M18201114-1251346
4446,2M12411625-0219117
4451,2M15230506+3606014
4508,2M10424435+1907230
4584,2M07363689-1156542
4349,2M18110635-2708207
4528,2M15000749+8624416
4593,2M05364769+3328205
4481,2M13463935+1708507
4617,2M06433520-0115240
4363,2M18010913-2647015
4401,2M18542886+4537380
4324,2M07013053-0305385
4541,2M19380501+1614506
4219,2M13085071+1343370
4242,2M21044334+4730512
4413,AP00414628+4132187
4510,2M11192105+0816488
1,2M18015768+4753060
4574,2M06515669+0746510
4431,2M05374040+3711121
4480,2M03224614+0054361
4544,2M20270489+4617390
4569,2M06563492+1616493
4446,2M12470076-0250013
4121,2M04543128+5731098
4200,2M16245999-1321352
4230,2M21332701+1133036
4253,2M07151454+0604111
4207,2M15121423-0154406
4317,2M23314652+6036263
4102,2M21374524+4242307
4240,2M18455854-0342429
4336,2M17594392-2413078
4377,2M17524250-2116036
4236,2M10583700+0010529
4362,2M17390126-2116466
4121,2M04430709+5858509
4128,2M13162115+1814441
4145,2M05260828+4338151
4251,2M19105708+2822457
4488,2M11482504+2546396
4443,2M10314105+2428167
4501,2M12325092+5544009
4353,2M17433055-3000124
4228,2M11020744-1215529
4427,2M03453468+5902437
4406,2M18575149+4818593
4230,2M21264886+1157489
4256,2M00271777+5429398
4203,2M14272838-0518473
4427,2M03480961+6113365
4247,2M18564194-0346599
4128,2M13154452+1619414
4336,2M17580319-2326280
4260,2M21360439-0016443
4586,2M03460716+3124381
4610,2M07442392+1652107
4261,2M19520986+1914019
5004,2M19431374+4919160
4248,2M20014741+2224521
4562,2M05191015+2939224
4248,2M20044080+2216179
4155,2M05342955+2627389
4320,2M04384492+4750416
4556,2M04221435+4353555
4475,2M23221126+1206346
4204,2M16441704+4700182
4374,2M18213595-1903343
4249,2M21292677+4515158
4369,2M18245277-1738263
4369,2M18241140-1831027
4505,2M10310775+3529381
4207,2M15143523-0107207
4145,2M05141142+4344375
4550,2M23395239+5750152
4285,2M18513773+2946313
4306,2M18551998+1353387
4453,2M17124510+4826496
4404,2M19075705+4131591
4603,2M07135906+1321073
1,2M20041005+2547248
4160,2M13434117+2708203
4272,2M05012176+4056232
4257,2M04491903+3753314
4209,2M16123975+5140089
4255,2M20121061+1902056
4517,2M14195534+0512047
4144,2M03413729+4615453
4105,2M16405092+3627095
4445,2M11511138+0134308
4200,2M16310889-1317387
4240,2M18442150-0352318
4327,2M05511625+1218058
4257,2M04544199+3842250
4105,2M16362343+3632059
4121,2M04405376+5729325
4200,2M16232730-1257283
4586,2M03434449+3143092
4200,2M16245154-1308532
4230,2M21274345+1103063
4336,2M17572649-2344514
4499,2M14013061+5405371
4300,2M23094081+4652318
4365,2M17521857-2307333
4377,2M17565904-2131355
4221,2M07104095+3723054
4280,2M18364123-0828316
4461,2M19222945+4406161
4512,2M12110526-0004453
1,2M19080848+2146466
4520,2M16025424-1035195
4269,2M20195600+3634425
4549,2M23140676+6554261
4589,2M19310153+3809508
4426,2M01324887+5943461
4120,2M00071793+6945113
4259,2M03424238+2330103
4388,2M18012592-2827309
4268,2M19181995+1114243
4161,2M14042833+2852443
4299,2M19225952+4352389
4479,2M02484396+0902114
4353,2M17372193-3026364
4279,2M18462761-0820273
4591,2M00012439+6252280
1,2M18292283+4558550
4494,2M14553384+1545593
4213,2M10124593+0046034
4551,2M03100666+6133352
4221,2M07105160+3739070
4149,2M06171186+3242315
4552,2M02475981+5448543
4553,2M03572624+5646036
4341,2M18141879-2056139
4464,2M19342765+4255435
4510,2M11141575+0617281
4252,2M20290419+5302063
4616,2M06464537-0422232
4200,2M16285618-1209035
4439,2M14314724+4932148
4450,2M09322220+2739474
4615,2M05412651-0858394
4224,2M10233623+1628567
4404,2M19153560+4224421
4283,2M17593426+0306407
4107,2M18215135+0056192
4162,2M08510890+1148377
4242,2M21053137+4725345
4327,2M05453302+1159438
4393,2M18131036-2829520
4374,2M18200479-1933122
4155,2M05332247+2602295
4244,2M18352057-0017470
4246,2M20573199+5006193
4466,2M19512333+4106069
4444,2M11004552+1154107
4324,2M06582652-0400112
4241,2M19464434+2424037
4422,2M23052180+5724539
4409,2M18520877+4335494
4314,2M20011922+3036158
4392,2M17351146-2318062
4425,2M01291161+6535169
5002,2M19034581+4811048
4160,2M13395966+2734304
4128,2M13160074+1620150
4428,2M03174008+5346329
4574,2M06540259+0649322
4615,2M05395211-0820445
4202,2M17130708+4212161
4252,2M20292161+5407165
4606,2M06461529+4448469
4481,2M13452665+1749585
4486,2M12122476+4000506
4107,2M18174104+0155124
4203,2M14274676-0457349
4147,2M07374938+2004364
4515,2M13253929-0255590
4201,2M15115386+0044171
4400,2M19282788+4824008
4379,2M18093035-1325293
4249,2M21362003+4551561
4466,2M19501505+4200585
4513,2M12254834-0256498
4126,2M12443449-0708186
4257,2M04495160+3815147
4152,2M03510967+4810404
4411,2M06333411+0636093
4366,2M18070273-2502471
4605,2M06412323+4957110
4240,2M18491133-0242409
4414,2M00504989+6659362
4604,2M06191347+5618036
4370,2M18082876-1624598
4373,2M18085606-2329379
4473,2M22154596-0150564
4457,2M18365563-0948560
4552,2M02490060+5526332
4248,2M19560791+2236388
4243,2M00225114+6202031
4254,2M19143771-0711521
4617,2M06432744+0027595
4383,2M18471361-2857200
4161,2M14101883+2749139
4426,2M01252638+5756145
4230,2M21272054+1248127
4454,2M17184836+5855357
4429,2M04370283+5355495
4472,2M01495351-0321213
4349,2M18115308-2737314
4254,2M19172694-0546536
4557,2M05113666+4741482
4243,2M00270289+6211324
4603,2M07184185+1526526
4476,2M00385244+1806567
4119,2M00182254+6745575
4610,2M07374751+1644062
4438,2M15023018+3603124
4326,2M05402035+4624329
4443,2M10415832+2446452
4301,2M22561488+5345326
4417,2M02002169+5812578
4462,2M19592728+4353244
4350,2M18363117-2846403
4398,2M19260792+0006061
4545,2M21033719+4038206
4273,2M06181967+1608594
4344,2M18190945-1137347
4224,2M10223486+1644286
4526,2M18033729+5951462
4394,2M20194162+3811060
4481,2M13501721+1809320
4527,2M17490447+7440496
4286,2M00383388+5127579
4119,2M00284018+6622176
4430,2M04095271+4801123
4240,2M18475173-0339572
4337,2M17090767-2323106
4148,2M12105502+1908317
4400,2M19222896+4838114
4373,2M18083300-2255353
4228,2M11062496-1203247
4589,2M19275725+3725189
4346,2M17470272-2322525
4565,2M06142769+2348046
4268,2M19101287+1101112
4421,2M22280675+6238075
4377,2M17571795-2146287
4364,2M17474775-2506123
4146,2M06271852+1740586
4602,2M06465092+2852219
4221,2M07091956+3701027
4349,2M18125327-2743534
4399,2M19435374+4842309
4311,2M03163977+6958449
4343,2M17593016-1933286
4217,2M01411850+8503236
4245,2M19293661+2558449
4380,2M18211885-1107139
4492,2M13134343+1353254
4249,2M21244795+4558554
4256,2M00340339+5548359
