4313	2M19262433+1720382
4369	2M18205630-1741028
4406	2M19063085+5028165
4345	2M17351880-1954381
4586	2M03434521+3205247
4366	2M18070037-2522503
4278	2M06400536+3519597
4417	2M01494226+5655461
4611	2M05353168-0530041
4606	2M06464663+4425184
4474	2M22392397+0552194
4414	2M01122207+6612173
4251	2M19154012+2650239
4202	2M17150017+4242355
4401	2M19001036+4617553
4362	2M17354090-2058178
4128	2M13134859+1807148
4106	2M18381882-0605322
4327	2M05463918+1307350
4200	2M16325119-1320386
4207	2M15171762-0041174
4594	2M05504690+2433516
4300	2M23074703+4816325
4412	AP00413595+4119149
4122	2M05170081+2516122
4258	2M06021940+1330006
4342	2M18301811-1346458
4493	2M14430627+1319164
4526	2M18033176+6105055
4335	2M17240084-2528047
4588	2M19421779+4034210
4589	2M19292597+3743597
4362	2M17380443-2144366
4609	2M07272795+2322594
4351	2M17562459-3031509
4236	2M10520859+0057249
4352	2M17404086-2750309
4517	2M14145150+0509111
4147	2M07400416+2129014
4413	AP00413787+4120501
4162	2M08534794+1202435
4203	2M14231673-0420335
4382	2M18581137-2812385
4341	2M18154138-2104229
4453	2M17133452+4718532
4105	2M16470217+3736097
4498	2M14460768+4729525
4550	2M23394237+5733243
4468	2M18484517+0634473
4450	2M09260234+2836431
4522	2M16595698+1046074
4424	2M00093221+5753350
4415	2M01050864+5919328
4448	2M10520463+1606572
4577	2M06353079-0228030
4461	2M19250201+4429508
4230	2M21235803+1231146
4473	2M22103209-0126464
4146	2M06350748+1711259
4540	2M19160752+1813164
4125	2M12184031-0047138
4532	2M07595891+4121435
4415	2M00525352+5750598
4299	2M19260322+4401297
4502	2M11573440+5531530
4554	2M03234621+5150557
4487	2M11500171+3312115
4615	2M05404192-0953114
4383	2M18483768-2806346
4216	2M12203444+2659438
4498	2M14531952+4615470
4326	2M05441335+4613496
4496	2M15071407+3123462
4344	2M18201088-1205055
4464	2M19285659+4236131
4346	2M17464383-2333528
4253	2M07193591+0619550
4260	2M21275850-0039498
4144	2M03371455+4542553
4102	2M21451301+4235005
4270	2M22354844+5700319
4271	2M02423950+5953164
4271	2M02221210+5959324
4393	2M18094066-2916352
4372	2M16484362-2003527
4261	2M19483138+1904450
4242	2M21063347+4730397
4146	2M06323195+1640516
4423	2M23365216+6624351
4577	2M06350456-0156038
4208	2M16062823+2313121
4154	2M05515809+2917461
4202	2M17150599+4414481
4211	2M09383415+5540335
4239	2M11044265-0654125
4363	2M17592793-2713026
5004	2M19493718+4918018
4102	2M21400016+4346439
4302	2M21593346+6405016
4355	2M18030737-2255399
4441	2M11175874+5205457
4450	2M09313614+2637025
4219	2M13100612+1535537
4608	2M07141072+2933588
4409	2M18421213+4337422
4234	2M15305174+4207197
4242	2M21134373+4803410
4562	2M05205203+3102072
4525	2M17483436+4703418
4314	2M20045012+3033477
4344	2M18193749-1153274
4475	2M23175065+1057572
4235	2M12110551+0616037
4124	2M11471767+0120025
4275	2M21575737+3945340
4384	2M17422905-2712254
4326	2M05420956+4617556
4462	2M19585810+4504412
4361	2M16551387-2114027
4552	2M02421573+5405536
4202	2M17184034+4350027
4548	2M00005048+1617251
4586	2M03441376+3155347
4369	2M18240069-1835269
4322	2M06024105+2202482
4241	2M19431472+2239579
4374	2M18163345-1923053
4341	2M18151895-2135550
4269	2M20142788+3621201
4102	2M21420997+4227344
4534	2M08323683+1455514
4246	2M20521092+5215512
4472	2M01542011-0329099
4617	2M06423340-0111192
4156	2M05562204+3019419
4430	2M04122835+4611329
4217	2M00530810+8450348
4292	2M06474629-2355182
4122	2M05191015+2409176
4400	2M19312830+4927317
4502	2M11560245+5550221
4280	2M18313945-0841474
4255	2M20172013+1940318
4161	2M14093813+2943433
4336	2M17581254-2331007
4230	2M21314911+1321089
4511	2M11293363+0311409
4340	2M18260613-1302503
4392	2M17342389-2300426
4607	2M06560781+3701444
4257	2M04501519+3818285
4315	2M20485718+4215368
4270	2M22300528+5902568
4144	2M03254141+4609481
4241	2M19424473+2425596
4536	2M09282036-0805184
4600	2M05331485+5409138
4405	2M19145366+4636141
4128	2M13121703+1636203
4593	2M05313658+3216487
4529	2M07541297+8006340
4104	2M17550740-2520452
4260	2M21275371-0027313
4456	2M18271824-0841420
4390	2M17400008-2531109
4592	2M05123849+3925366
4307	2M18330680+1454448
4342	2M18321509-1439117
4221	2M07083047+3708050
4531	2M07540126+5345327
4450	2M09262389+2823336
5001	2M19174489+5150546
4398	2M19293388-0007346
4541	2M19452483+1641547
4565	2M06131188+2418021
4474	2M22480892+0624384
4384	2M17415098-2656061
4409	2M18474700+4456008
4473	2M22163994-0102592
4357	2M18183426-1413241
4554	2M03254778+5143558
4241	2M19383434+2344060
4576	2M07124939+0057011
4156	2M06002293+3108109
4242	2M21123526+4827169
4400	2M19214782+4807332
4151	2M04062370+5323507
4128	2M13164800+1702543
4314	2M19585846+3106458
4252	2M20274837+5242394
4484	2M13381494+3922445
4444	2M11083132+1110099
4125	2M12161116+0000598
4481	2M13411087+1718557
4334	2M17332600-2721357
4236	2M10524011-0034333
4316	2M21382889+5349046
4588	2M19364755+4016095
4387	2M17335926-1731223
4121	2M04414040+5831242
4144	2M03361818+4543213
4330	2M17454117-2900469
4126	2M12430681-0904520
4334	2M17265168-2626318
4582	2M07313021-0842391
4483	2M13582807+3411363
4272	2M05051033+4243134
4445	2M11515999+0218106
4497	2M15044904+4137279
4211	2M09372296+5645591
4162	2M08463712+1055189
4102	2M21391231+4333236
4340	2M18255890-1303245
4445	2M11454228+0036569
4442	2M10371528+3809351
4432	2M05142068+3305028
4376	2M18314829-1235544
4378	2M18050335-1703241
4297	2M20422585+3243210
4583	2M06564440-1342428
4606	2M06445724+4420359
4451	2M15172486+3517399
4253	2M07112669+0640494
1	2M08251409-0710129
4339	2M18141156-1617015
4503	2M10572599+4923562
4336	2M17572184-2356529
4611	2M05351571-0526283
4240	2M18445174-0320049
4154	2M05385638+2858416
4324	2M07042583-0424036
4580	2M07153555-0533468
4122	2M05155196+2450235
4401	2M19041195+4607019
4224	2M10301114+1655138
4505	2M10301741+3400444
4386	2M17505936-2834185
4258	2M05575318+1335583
4215	2M13451948-1653364
4576	2M07052956+0032323
4456	2M18253378-0829229
4224	2M10281748+1654279
4154	2M05471835+2748574
4162	2M08532275+1208484
4242	2M21162657+4824489
4400	2M19270535+4724081
4122	2M05151361+2311570
4203	2M14285063-0558528
4303	2M21204055+6658291
4151	2M03590597+5336162
4402	2M19502046+4711421
4261	2M19475685+1816091
4249	2M21244795+4558554
4431	2M05393523+3658108
4210	2M13024085+7244197
4560	2M05001872+3523137
4253	2M07130742+0713150
4313	2M19313455+1757294
4317	2M23241934+5944208
4546	2M21371739+5550395
4309	2M02214312+5340295
4544	2M20185559+4533117
4300	2M23091001+4616267
4328	2M06523879+1905451
4413	AP00424370+4112429
4506	2M10310720+3014528
4247	2M19045852-0349392
4248	2M19554648+2241116
4570	2M06372135+1503516
4515	2M13274217-0255577
4317	2M23272044+6200071
4576	2M07073890+0000149
4120	2M00264404+7110134
4408	2M18541141+4832096
4569	2M06551430+1759075
4250	2M00341873+5805066
4213	2M10145182+0321343
4214	2M11495440-1512147
4341	2M18165404-2119570
4399	2M19425146+4911542
4499	2M14015845+5248272
4547	2M22003903+5122335
4106	2M18454881-0441181
4343	2M18003279-1945054
4492	2M13155863+1343034
4349	2M18121153-2743483
4349	2M18132311-2728587
4239	2M11002087-0546170
4244	2M18294273-0006410
4105	2M16403846+3623065
4240	2M18465684-0348063
4252	2M20382032+5237334
4528	2M15131768+8508493
4545	2M21035433+4044147
4283	2M18001321+0139501
4409	2M18483064+4242457
4296	2M21075327+2812238
4251	2M19112842+2724395
4258	2M06020740+1514413
4404	2M19053056+4203223
4369	2M18240930-1657373
4296	2M21113009+2958290
4103	2M08152159+3230207
4459	2M17000365-2144153
4249	2M21365219+4538240
4340	2M18260264-1304354
4120	2M00150005+7154206
4543	2M20104677+2812488
4200	2M16345985-1239486
4591	2M23581639+6356411
4202	2M17093133+4239183
4332	2M18055188-2934423
4612	2M05344312-0612388
4254	2M19165366-0719095
4104	2M17552530-2543158
4552	2M02465569+5638502
4222	2M07330471+3751054
4204	2M16541119+4704455
4557	2M05092694+4714548
4490	2M12171504+1540049
4119	2M00290226+6719201
4542	2M19500252+3235012
4160	2M13400985+2718470
4291	2M07470860+0925035
4567	2M06200442+2058416
4204	2M16464936+4823424
4146	2M06325506+1624376
4612	2M05360497-0428057
4215	2M13451126-1657198
4526	2M17491508+6017545
4245	2M19280519+2717080
4296	2M21011911+2811585
4420	2M22141392+5257166
4477	2M01291485+1749087
4353	2M17374114-3042445
4475	2M23150890+1045548
4483	2M13550113+3134390
4612	2M05355282-0522314
4556	2M04170078+4354509
4254	2M19105460-0520015
4578	2M07111084-0202129
4201	2M15183454+0053119
4357	2M18195187-1402361
4322	2M06002628+2252111
4454	2M17164931+5948028
4160	2M13443385+2816586
4154	2M05410160+2822578
4123	2M06213369-0130387
4203	2M14261348-0507412
4364	2M17481414-2446299
4282	2M19245274-0727005
4411	2M06325669+0518119
4502	2M11494714+5528263
1	2M10295443+6537342
4291	2M07422979+0949510
4512	2M12055974+0037079
4404	2M19142301+4255277
4251	2M19100714+2631287
4315	2M20442245+4357336
4424	2M00072100+5850559
4292	2M06452955-2559563
4408	2M18493640+4603256
4162	2M08480751+1211126
4126	2M12460587-0852340
4230	2M21291331+1119302
4251	2M19120612+2630043
4593	2M05400422+3225184
4299	2M19231260+4243295
4246	2M20471612+5046326
4156	2M06034380+3128400
4532	2M08032307+3930558
4486	2M12121758+4002172
4162	2M08481249+1219218
4583	2M06555971-1132213
4612	2M05351331-0509195
4539	2M11203692+0019478
4437	2M15033383+2104204
4516	2M14044738+0228211
4249	2M21281626+4450184
4591	2M23595249+6307281
4103	2M08185175+3055398
4588	2M19351709+3844414
4420	2M22220370+5127564
4460	2M19115855+5047178
4581	2M06484525-0937561
4313	2M19283905+1608466
4241	2M19405064+2255074
4464	2M19281824+4219435
4555	2M04554758+4955455
4160	2M13452273+2758372
4521	2M16374351+0027584
4302	2M21535860+6148072
4156	2M06030415+3216157
4385	2M17351001-2925414
4126	2M12413772-0743127
4151	2M04075363+5122199
4213	2M10134725+0328321
4570	2M06403131+1327216
4204	2M16431391+4641046
4306	2M18550496+1215264
4210	2M13102623+7253404
4564	2M05351761+2354354
4158	2M06290446+0050236
4250	2M00281482+5934166
4563	2M06064439+2705352
4582	2M07260735-0905475
4399	2M19350338+4953347
4340	2M18200437-1305589
4370	2M18064481-1534562
4145	2M05291180+4357095
4380	2M18192469-1108540
4484	2M13375796+3819503
4509	2M10544473+1438229
4574	2M06574132+0830519
4499	2M14021359+5417572
4445	2M11442519+0152029
4241	2M19464842+2336181
4121	2M04531759+5732050
4617	2M06411726-0045499
4616	2M06475314-0415058
4323	2M06300018+0817453
4471	2M03220291+0759247
4381	2M18463250-3034014
4201	2M15182938+0208275
4367	2M17254611-2432407
4433	2M11503959-0133172
4261	2M19524147+1853072
4258	2M06062473+1451418
4155	2M05260635+2713072
4300	2M23003054+4801194
4255	2M20142573+2025059
4535	2M08594252+0253114
4256	2M00310955+5515250
4495	2M15111378+2636100
4144	2M03401634+4617074
4311	2M03214901+7058071
4470	2M18542931-0647532
4462	2M20025246+4442141
4271	2M02211018+6053010
4532	2M07585380+4130070
4556	2M04242594+4401466
4153	2M04180014+5510107
4542	2M19500412+3238247
4105	2M16362726+3637298
4377	2M17524129-2125389
4219	2M13180826+1443142
4144	2M03345211+4703523
4321	2M05234718+3605558
4412	2M00401378+4116455
4256	2M00315561+5340048
4272	2M05024405+4105383
4527	2M17532722+7329542
4287	2M00110467+7357088
4350	2M18392199-2842391
4126	2M12460057-0813014
4464	2M19272440+4213453
4272	2M05040160+4210237
4146	2M06282170+1805272
4278	2M06383717+3420181
4248	2M19585635+2234283
4224	2M10325160+1550360
4119	2M00262872+6747026
4404	2M19145839+4232378
4364	2M17471148-2441035
4161	2M14041020+2926498
4378	2M18080286-1745499
4527	2M17422102+7258220
4378	2M18030367-1641344
4367	2M17284555-2332145
4450	2M09323469+2658057
4353	2M17431665-3006346
4161	2M14091354+2755090
4244	2M18294981+0014539
4497	2M15023456+4245468
4290	2M05531955-0423337
4586	2M03422713+3144329
5001	2M19160210+4924420
5002	2M19093571+4930362
4223	2M09324327+3714372
4126	2M12442870-0702583
4531	2M07444373+5409255
4583	2M06573597-1313004
4254	2M19174810-0721288
4240	2M18425787-0143371
4400	2M19312521+4856205
4595	2M06100147+1936558
4260	2M21390291-0112468
4334	2M17291111-2646432
4202	2M17112608+4243306
4576	2M07042611+0107298
4385	2M17372693-2947437
4322	2M06010625+2309432
4261	2M19490475+1823531
4146	2M06371296+1804236
4343	2M18012401-1941151
4156	2M06000303+3131119
4213	2M10155857+0040008
4556	2M04244483+4349329
4564	2M05395748+2425384
4258	2M06023730+1518395
4470	2M18515031-0741597
4315	2M20425089+4234375
4428	2M03160196+5256057
4463	2M19413447+4217052
4491	2M12521748+1150357
4330	2M17455585-2837456
4154	2M05473415+2752293
4592	2M05114339+3851460
4328	2M06500882+1829599
4505	2M10301718+3334228
4541	2M19482888+1537161
4264	2M23441088+5654452
4498	2M14492419+4523466
1	2M10112218+4927153
4551	2M03132118+6336287
4154	2M05415058+2928587
4598	2M05142207+1620203
4336	2M17574406-2328302
4152	2M03540949+4926437
4205	2M03570147+7931452
4488	2M11433234+2655366
4104	2M17535480-2525316
4260	2M21332616-0045172
4370	2M18074498-1615020
4316	2M21412695+5224183
4496	2M15042123+3210115
4402	2M19501329+4723597
4288	2M03150130+3940217
4541	2M19384650+1432478
4146	2M06273614+1815476
4157	2M06463462+0129584
4352	2M17360987-2715295
4258	2M06041843+1436487
4358	2M18253493-1105044
4480	2M03171126+0038263
4334	2M17320492-2614040
4400	2M19222544+4843447
4555	2M04520366+4840269
4222	2M07351830+3628139
4204	2M16555642+4725159
4573	2M06135593+0619566
4516	2M14054901+0123055
4250	2M00333715+5920278
4436	2M14344024+0734174
4248	2M19564606+2057411
4247	2M19002987-0418133
4235	2M12081154+0459318
4581	2M06541911-0853238
4463	2M19423291+4212260
4154	2M05410388+2847239
4425	2M01365034+6528093
4105	2M16404822+3721485
4254	2M19144055-0519263
4600	2M05320631+5402083
4372	2M16454412-2031028
4105	2M16354556+3658238
4253	2M07172961+0634342
4248	2M19563158+2246158
4420	2M22262620+5220346
1	2M02403358+0151586
4145	2M05223626+4308231
4455	2M17295486+5411230
4342	2M18312455-1322290
4523	2M17144134+2237109
4423	2M23414310+6452392
4404	2M19073822+4141367
4415	2M00500741+5923181
4307	2M18240529+1614544
4613	2M05340023-0633225
4309	2M02220293+5606327
4280	2M18321293-0749308
4407	2M19102651+3938261
4107	2M18211956+0104171
4104	2M17532975-2518030
4245	2M19231642+2500564
1	2M07252621+7815143
4501	2M12351762+5624339
4230	2M21245507+1200004
4423	2M23515432+6608285
4498	2M14510965+4534559
4585	2M07055893-1637034
4426	2M01281684+5928449
4386	2M17562456-2908035
4466	2M19505795+4016194
4441	2M11264190+5342579
4226	2M11594347+1718192
4123	2M06131496-0017260
4355	2M18060729-2134543
4454	2M17115469+5758032
4236	2M10573704-0024158
4230	2M21280235+1226246
4245	2M19300591+2522458
4514	2M13033115-0331356
4414	2M00582018+6624074
4122	2M05143594+2453505
4509	2M10544147+1559566
4559	2M05265477+3941231
4594	2M05553439+2548056
4611	2M05341856-0504479
4386	2M17545810-2853141
5001	2M19160154+4954514
4586	2M03444144+3213096
4485	2M12491047+4213566
4545	2M20555398+3956472
4559	2M05320968+4133517
4577	2M06381959-0131287
4481	2M13454771+1726304
4200	2M16255017-1330231
4611	2M05345044-0520203
4608	2M07170662+3104201
4230	2M21243743+1152502
4597	2M04421549+2841016
4204	2M16472906+4704501
1	2M05493654-1429010
4241	2M19440788+2449022
4236	2M10511644-0051104
4381	2M18453768-2952301
4416	2M02223103+6556327
4341	2M18133162-2125035
4433	2M11495283-0213410
4104	2M17544868-2541311
4468	2M18434869+0631442
4569	2M06545242+1549202
4203	2M14305384-0543112
4243	2M00240342+6211160
4340	2M18203536-1319032
4541	2M19394737+1433360
4393	2M18143948-2930169
4587	2M03295721+3126214
4218	2M12292108+1453146
4208	2M16084985+2254236
4451	2M15211927+3710532
4341	2M18142511-2121430
4209	2M16182449+5224598
4325	2M04353864+3713494
4393	2M18155498-2827145
4342	2M18284071-1435003
4381	2M18481757-2947022
4341	2M18142346-2136410
4246	2M20515900+5023570
4552	2M02421291+5642284
4250	2M00300547+5717487
4568	2M05510124+1635127
4386	2M17525397-2903258
4594	2M05522739+2549333
4162	2M08533316+1112491
4349	2M18113357-2706583
4520	2M16061717-0958519
4145	2M05292333+4347040
4464	2M19242503+4216089
4247	2M19023191-0542391
4209	2M16080057+5037454
4479	2M02463760+0921074
4217	2M01150784+8504194
4245	2M19313221+2433554
4403	2M19405841+4617167
4463	2M19414348+4318384
4506	2M10333169+2959050
4454	2M17203506+5836191
4252	2M20392890+5256477
4499	2M14035907+5335360
4288	2M03133533+3908415
4592	2M05191758+3723310
4328	2M06423496+1851462
4571	2M06075695+0925093
4379	2M18152079-1401317
4538	2M10430920-1106598
4567	2M06212589+2026076
4522	2M17023667+1005095
4343	2M18000916-1937361
4466	2M19541721+4059297
4325	2M04322468+3449441
4381	2M18470969-2958535
4496	2M15041996+3102238
4213	2M10174093+0145446
4514	2M13062322-0232124
4406	2M19053685+4935333
4613	2M05343911-0617117
4351	2M17513652-2929315
4205	2M03481809+7931234
4464	2M19271679+4202000
4611	2M05351822-0513068
4241	2M19445656+2257224
4252	2M20285224+5245493
4124	2M11495335+0046188
4609	2M07294617+2434573
4234	2M15341674+4313097
4241	2M19463954+2508018
4483	2M13545030+3426409
4121	2M04435033+5850447
4466	2M19505959+3953594
4481	2M13480506+1909124
4261	2M19533907+1915225
4149	2M06233641+3232450
4273	2M06173360+1502152
4144	2M03303128+4559542
4207	2M15155395-0109494
4441	2M11190854+5321202
4160	2M13472821+2823340
4240	2M18404231-0231164
4334	2M17314258-2613142
4612	2M05295607-0429124
4570	2M06405671+1331394
4214	2M11473349-1607432
4209	2M16123567+5145488
4422	2M23103440+5508331
4392	2M17340359-2356141
4460	2M19232099+5025190
4255	2M20181965+2027456
4569	2M06540636+1816354
5001	2M19192380+4944597
4413	AP00434972+4130101
4554	2M03253708+5045026
4257	2M04502902+4008295
4353	2M17433055-3000124
4349	2M18121727-2703050
4596	2M03464102+3756438
4319	2M03175417+5600267
4254	2M19141406-0539353
4264	2M23551266+5638476
4341	2M18154732-2142519
4424	2M00113578+5822312
4472	2M01523489-0237245
4480	2M03141787+0026265
4275	2M21562474+3842199
4303	2M21341344+6753383
4253	2M07152440+0602009
4488	2M11384903+2723483
4529	2M07515986+7813335
4506	2M10393785+2941260
4314	2M20040046+2925332
4485	2M13003202+4129023
4479	2M02512033+0815086
4473	2M22195254-0250383
4552	2M02431034+5552458
4425	2M01410998+6753135
4268	2M19130500+1108215
4462	2M20015996+4415542
4535	2M08554360+0412384
4445	2M11470041+0023278
4497	2M15043400+4245406
4289	2M05304162+6134159
4489	2M11492596+1958500
4328	2M06421178+1911303
4261	2M19481521+1830186
4468	2M18432589+0537267
4587	2M03242352+3035437
4481	2M13434861+1908250
4344	2M18185924-1301573
4233	2M13471348+4229313
4466	2M19545865+4208094
4399	2M19485480+5022222
4476	2M00445372+1912175
4158	2M06331728+0028566
4487	2M11545793+3343575
4241	2M19405014+2444528
4124	2M11431068+0110310
4504	2M10531904+4406241
4242	2M21045158+4813582
4461	2M19232618+4521378
4250	2M00215139+5758057
4405	2M19130268+4618411
4330	2M17463316-2925543
4429	2M04435366+5200568
4515	2M13271315-0218547
4369	2M18225114-1759437
4291	2M07393816+0843108
4612	2M05364816-0540528
4402	2M19463083+4730335
4125	2M12240297-0014518
4524	2M17405136+3619184
4126	2M12421711-0827085
4295	2M08142881-1446494
4472	2M01565910-0300587
4260	2M21371617-0156375
4496	2M15135728+3204592
4516	2M14000553+0259435
4410	2M18552299+4052119
4399	2M19440617+5042024
4337	2M17103126-2330274
4297	2M20461690+3409373
4246	2M20553347+5059087
4582	2M07230751-0932394
4306	2M18510456+1222296
4365	2M17505773-2253200
4503	2M11064854+4725163
4107	2M18203429+0118441
4230	2M21300554+1211049
4569	2M06554539+1758147
4553	2M04095322+5827359
4402	2M19523675+4806221
4393	2M18134784-2822195
4497	2M15073386+4142345
4255	2M20075494+1946199
4391	2M17194657-2920388
4260	2M21320651+0035337
4342	2M18282113-1414557
4381	2M18453854-3030198
5006	2M19115813+4732131
4467	2M19085611+0233048
4489	2M11523499+2013050
4236	2M10513031-0043057
4128	2M13124817+1809458
4402	2M19551995+4828253
4359	2M17153777-2405049
4309	2M02241242+5532470
4244	2M18364593+0002476
4581	2M06531147-0940565
4102	2M21375057+4302270
4218	2M12215285+1422296
4438	2M15092755+3635240
4336	2M18004898-2404536
4387	2M17352593-1734569
5009	2M19515443+4620533
4220	2M14565654+2957564
4405	2M19054031+4625301
4128	2M13112438+1742579
4439	2M14374745+4916399
4121	2M04520539+5853087
4411	2M06301084+0533265
4616	2M06514834-0513166
4614	2M05364121-0641011
4580	2M07162424-0556158
4250	2M00242372+5948169
4253	2M07104923+0555515
4572	2M06390723+1021115
4385	2M17385738-2913141
4576	2M07041623+0130268
4219	2M13164416+1505329
4482	2M13555546+2447197
4473	2M22201498-0233421
4231	2M14584320+3747361
4388	2M18020143-2840293
4322	2M06003317+2253162
4222	2M07404216+3558542
4581	2M06521264-0852273
4292	2M06512640-2522095
4321	2M05235436+3420262
4263	2M19435713+4014340
4528	2M15174380+8532231
4330	2M17422683-2934079
4363	2M18032727-2733022
4487	2M11564802+3424221
4570	2M06354326+1503288
4612	2M05352765-0542551
4326	2M05384164+4501528
4120	2M00114373+7123519
4550	2M23364134+5721265
4270	2M22304153+5837162
4147	2M07372728+2250312
4356	2M18142425-1911037
4612	2M05351197-0522541
4240	2M18412165-0219409
4245	2M19283153+2714566
4214	2M11450361-1344192
4606	2M06473948+4237235
4474	2M22414774+0504414
4488	2M11441188+2633242
4157	2M06424551+0335521
4462	2M20001401+4436356
4104	2M17552272-2524305
4510	2M11122607+0722210
4285	2M19020044+3010042
4160	2M13464496+2655502
4161	2M14113954+2843519
4577	2M06370057-0220144
4260	2M21352310-0136404
4381	2M18461458-3018562
4424	2M23552089+5859051
4434	2M13244245+3717095
4332	2M18024836-3004258
4201	2M15180892+0206285
4236	2M10580961-0057114
4159	2M07002265+0402328
4246	2M20550213+5201566
4348	2M17375272-2306162
4358	2M18254713-1059322
4425	2M01360942+6523515
4248	2M20010052+2227262
4606	2M06454170+4407440
4603	2M07191356+1325203
4359	2M17140789-2416415
4273	2M06162945+1601342
4437	2M14585969+2057239
4402	2M19501796+4802596
4494	2M14585920+1646191
4216	2M12235318+2656392
4232	2M15234884+3739098
4348	2M17390149-2315018
4107	2M18170560+0039377
4524	2M17332774+3402041
4571	2M06081380+1027533
4432	2M05142717+3234034
4479	2M02501791+0818232
4539	2M11144514+0035134
4126	2M12384035-0822217
4273	2M06224753+1623108
4307	2M18262865+1548300
4202	2M17174666+4230375
4201	2M15131998+0058553
4401	2M18581571+4423163
4576	2M07093349+0004377
4272	2M05020314+4126191
4249	2M21294105+4647524
4576	2M07060945-0002475
4275	2M21562329+3847357
4105	2M16412709+3628002
4489	2M11523871+1816317
4206	2M09050156+3832252
4508	2M10420683+1937123
4158	2M06343634+0128017
4244	2M18334777-0152556
4201	2M15184305+0118067
4203	2M14242223-0508539
4223	2M09330614+3831573
4312	2M19021554+0335017
4416	2M02172028+6423525
4572	2M06440814+1149496
4366	2M18065593-2449047
4162	2M08511877+1151186
4203	2M14283598-0650147
4120	2M00074940+6935521
4372	2M16481533-1934274
4353	2M17383350-2954378
4516	2M14060207+0256015
4414	2M00523427+6651560
4145	2M05181002+4314342
4572	2M06480913+1042052
4325	2M04342838+3615305
4528	2M15511165+8443473
1	2M08552275-0308518
4364	2M17443145-2533198
4572	2M06413876+0932117
4309	2M02191497+5537287
4575	2M06212595+0437378
4397	2M06450062+0109495
4156	2M06045602+3155466
4532	2M08050969+3931597
4270	2M22222436+5854444
4246	2M20502763+5207337
4595	2M06065436+1902040
4358	2M18262914-1207514
4234	2M15303708+4434086
4492	2M13232829+1300200
4224	2M10305546+1551128
4119	2M00255334+6713563
4611	2M05332313-0434124
4366	2M18052659-2516180
4514	2M13060339-0329225
4125	2M12180604+0048293
4477	2M01251775+1653180
4159	2M07040082+0355515
4251	2M19134794+2735583
4121	2M04442848+5838104
4255	2M20113836+2005224
4366	2M18081125-2426140
4252	2M20323627+5201436
