LocationID	ApogeeID	Visit	SNR	xRng	R51	R101	R151	R151/101	R101/51
4490	2M12122483+1434032	1	15.3443	24.808	5.384	6.348	6.788	0.029	0.072
4490	2M12122483+1434032	2	31.9394	3.147	4.08	5.717	6.897	0.081	0.147
4490	2M12122483+1434032	3	12.5962	136.385	8.124	8.933	9.452	0.025	0.041
4490	2M12122483+1434032	4	25.6198	12.665	4.054	5.522	6.454	0.068	0.134
4490	2M12122483+1434032	5	9.21542	5.632	4.67	6.539	7.19	0.041	0.146
4490	2M12122483+1434032	6	35.5622	0.976	5.097	6.894	7.855	0.057	0.131
4490	2M12131474+1359248	0	6.89786	17.336	4.084	5.328	5.951	0.048	0.115
4490	2M12131474+1359248	1	7.3743	25.331	4.78	6.698	7.8	0.066	0.147
4490	2M12131474+1359248	2	18.4674	26.888	4.87	6.679	7.667	0.06	0.137
4490	2M12131474+1359248	3	20.5294	26.629	5.304	7.149	8.283	0.064	0.13
4490	2M12131474+1359248	4	15.6883	15.456	4.116	5.714	6.871	0.08	0.143
4490	2M12131474+1359248	5	6.05637	67.755	5.85	6.609	6.766	0.01	0.053
4490	2M12131474+1359248	6	22.3023	20.712	5.448	7.185	8.719	0.084	0.12
4490	2M12131474+1359248	7	5.71601	23.247	5.72	4.966	5.247	0.024	-0.061
4490	2M12131474+1359248	8	20.5565	2.898	4.022	5.63	6.686	0.075	0.146
4490	2M12131474+1359248	9	22.219	1.625	6.73	9.333	10.972	0.07	0.142
4490	2M12131474+1359248	10	19.154	8.651	3.558	5.006	5.996	0.078	0.148
4490	2M12131474+1359248	11	8.19083	13.059	5.946	6.974	8.054	0.063	0.069
4490	2M12131474+1359248	12	23.5115	0.0	13.092	18.123	19.271	0.027	0.141
4490	2M12135899+1405160	0	104.698	0.0	16.911	23.171	28.029	0.083	0.137
4490	2M12135899+1405160	2	91.3615	1.029	14.731	19.368	23.536	0.085	0.119
4490	2M12142977+1433409	0	9.25253	8.805	13.108	15.145	13.857	-0.039	0.063
4490	2M12142977+1433409	1	13.5387	47.636	8.555	8.848	9.399	0.026	0.015
4490	2M12142977+1433409	2	26.4415	6.0	12.747	16.111	18.398	0.058	0.102
4490	2M12142977+1433409	3	27.611	2.312	3.75	5.241	6.165	0.071	0.145
4490	2M12142977+1433409	4	20.4801	6.224	3.138	4.325	5.153	0.076	0.139
4490	2M12142977+1433409	5	29.1163	1.045	3.672	5.023	6.02	0.079	0.136
4490	2M12142977+1433409	6	9.43592	87.376	7.258	7.224	6.982	-0.015	-0.002
4490	2M12142977+1433409	7	27.6309	1.98	3.243	4.467	5.442	0.086	0.139
4490	2M12142977+1433409	8	26.6367	7.703	2.998	4.162	4.988	0.079	0.142
4490	2M12142977+1433409	9	26.1811	1.584	6.262	8.422	9.687	0.061	0.129
4490	2M12142977+1433409	10	12.928	95.244	5.749	6.576	7.387	0.05	0.058
4490	2M12142977+1433409	11	30.311	11.832	4.764	6.432	7.678	0.077	0.13
4486	2M12150155+4023234	0	63.8598	3.981	4.365	6.093	7.246	0.075	0.145
4486	2M12150155+4023234	1	71.3885	5.16	3.431	4.787	5.638	0.071	0.145
4486	2M12150155+4023234	2	40.2621	6.77	4.762	6.618	8.049	0.085	0.143
4490	2M12155496+1405560	0	29.7258	30.418	11.539	13.244	11.846	-0.048	0.06
4490	2M12155496+1405560	1	75.8077	6.078	5.103	7.12	7.829	0.041	0.145
4490	2M12155496+1405560	2	74.7875	7.225	8.074	10.643	10.232	-0.017	0.12
4501	2M12161770+5712513	1	80.1539	1.545	12.399	16.744	19.114	0.057	0.13
4501	2M12161770+5712513	2	29.9229	19.167	5.72	7.717	7.394	-0.019	0.13
4501	2M12161770+5712513	3	54.3501	0.54	12.61	17.482	20.398	0.067	0.142
4490	2M12161809+1343522	0	9.23493	111.78	8.179	9.826	7.276	-0.13	0.08
4490	2M12161809+1343522	1	14.2028	0.0	11.992	13.92	13.384	-0.017	0.065
4490	2M12161809+1343522	2	27.6282	1.722	5.239	7.246	8.713	0.08	0.141
4490	2M12161809+1343522	3	29.6169	2.222	4.962	6.918	8.338	0.081	0.144
4490	2M12161809+1343522	4	20.871	1.662	14.937	17.449	14.878	-0.069	0.067
4490	2M12161809+1343522	5	9.82656	3.758	5.329	7.372	8.762	0.075	0.141
4490	2M12161809+1343522	6	28.5842	2.222	4.657	6.513	7.807	0.079	0.146
4490	2M12161809+1343522	7	8.08315	25.66	10.75	13.302	11.207	-0.074	0.092
4490	2M12161809+1343522	8	32.2659	2.389	5.048	7.1	8.627	0.085	0.148
4490	2M12161809+1343522	10	30.5843	1.229	5.246	7.28	8.708	0.078	0.142
4490	2M12161809+1343522	11	10.8558	6.133	4.241	5.901	6.632	0.051	0.143
4490	2M12161809+1343522	12	34.4019	4.167	4.186	5.819	7.028	0.082	0.143
4501	2M12165618+5725149	0	271.078	25.215	17.466	6.058	7.239	0.077	-0.46
4501	2M12165618+5725149	1	280.757	22.602	50.055	7.226	8.699	0.081	-0.841
4501	2M12165618+5725149	3	173.034	21.692	11.176	7.416	8.941	0.081	-0.178
4125	2M12182666-0050404	0	19.2413	17.184	8.4	7.046	8.539	0.083	-0.076
4125	2M12182666-0050404	1	25.3039	4.011	7.384	10.025	11.964	0.077	0.133
4125	2M12182666-0050404	2	17.8581	4.479	7.448	9.87	11.574	0.069	0.122
4125	2M12182666-0050404	3	28.1467	10.067	5.317	7.418	8.967	0.082	0.145
4125	2M12182666-0050404	4	26.9734	0.0	15.315	20.015	21.98	0.041	0.116
4125	2M12182666-0050404	5	9.19466	36.62	6.806	6.467	5.624	-0.061	-0.022
4125	2M12182666-0050404	6	29.5256	5.429	6.844	9.506	11.466	0.081	0.143
4125	2M12182666-0050404	7	26.7822	11.726	4.79	5.851	7.029	0.08	0.087
4125	2M12182666-0050404	8	13.7092	5.281	4.66	6.39	7.741	0.083	0.137
4125	2M12182666-0050404	9	25.061	10.878	4.52	6.181	6.949	0.051	0.136
4125	2M12182666-0050404	10	12.895	23.344	6.365	8.393	9.514	0.054	0.12
4125	2M12182666-0050404	11	30.4132	10.253	5.083	6.62	8.012	0.083	0.115
4216	2M12200367+2603381	0	48.8955	0.689	14.353	20.138	23.135	0.06	0.147
4216	2M12200367+2603381	1	60.1718	0.0	16.42	22.675	22.407	-0.005	0.14
4216	2M12200367+2603381	2	77.5184	1.536	13.918	15.693	17.906	0.057	0.052
4216	2M12200367+2603381	3	77.2462	4.885	3.438	4.765	5.831	0.088	0.142
4216	2M12200367+2603381	4	44.1914	4.34	3.349	4.686	5.736	0.088	0.146
4216	2M12200367+2603381	5	76.0477	1.373	6.65	9.283	11.159	0.08	0.145
4490	2M12211862+1326565	2	22.0961	3.45	6.842	9.369	10.874	0.065	0.136
4490	2M12211862+1326565	3	23.169	5.308	6.719	9.25	11.182	0.082	0.139
4490	2M12211862+1326565	5	5.43488	107.706	7.327	7.041	7.331	0.018	-0.017
4490	2M12211862+1326565	6	23.1535	9.056	4.699	6.467	7.718	0.077	0.139
4490	2M12211862+1326565	7	6.59507	60.297	5.565	5.871	6.28	0.029	0.023
4490	2M12211862+1326565	8	26.2555	6.4	6.375	8.701	10.544	0.083	0.135
4490	2M12211862+1326565	9	22.8318	4.351	3.867	5.352	6.539	0.087	0.141
4490	2M12211862+1326565	10	20.8078	16.805	6.553	7.384	8.269	0.049	0.052
4490	2M12211862+1326565	11	10.5009	23.782	6.222	7.981	9.057	0.055	0.108
4490	2M12211862+1326565	12	25.7509	11.005	3.775	5.132	6.18	0.081	0.133
4486	2M12212493+3957137	0	40.933	12.153	3.381	4.657	5.294	0.056	0.139
4486	2M12212493+3957137	1	47.0058	9.4	22.727	17.074	20.399	0.077	-0.124
4486	2M12212493+3957137	2	24.2791	9.5	17.527	18.633	17.668	-0.023	0.027
4216	2M12212720+2542398	0	34.805	9.676	7.253	9.896	11.959	0.082	0.135
4216	2M12212720+2542398	1	42.357	8.429	7.069	9.831	11.754	0.078	0.143
4216	2M12212720+2542398	2	59.261	9.847	6.917	9.41	11.323	0.08	0.134
4216	2M12212720+2542398	3	46.9507	8.563	6.785	9.127	10.933	0.078	0.129
4216	2M12212720+2542398	4	45.3421	2.19	7.926	11.023	13.216	0.079	0.143
4216	2M12212720+2542398	5	54.313	10.167	5.943	7.994	9.614	0.08	0.129
4216	2M12214070+2707510	0	91.3107	7.899	12.784	15.725	16.18	0.012	0.09
4216	2M12214070+2707510	1	115.142	9.229	8.752	11.796	13.157	0.047	0.13
4216	2M12214070+2707510	2	129.656	7.234	9.01	12.47	12.766	0.01	0.141
4216	2M12214070+2707510	3	138.373	1.733	13.667	16.582	18.828	0.055	0.084
4216	2M12214070+2707510	4	118.732	2.719	11.277	14.33	15.821	0.043	0.104
4216	2M12214070+2707510	5	132.403	21.609	4.32	5.788	6.696	0.063	0.127
4216	2M12214070+2707510	6	100.279	29.717	3.956	5.564	6.456	0.065	0.148
4216	2M12214070+2707510	7	122.739	30.866	4.94	6.849	7.845	0.059	0.142
4216	2M12214070+2707510	8	118.163	6.698	5.604	7.509	8.7	0.064	0.127
4216	2M12214070+2707510	9	136.051	21.85	4.232	5.774	6.948	0.08	0.135
4216	2M12214070+2707510	10	131.803	8.803	3.915	5.484	6.438	0.07	0.146
4216	2M12220108+2539102	1	30.8956	14.944	7.064	8.767	10.104	0.062	0.094
4216	2M12220108+2539102	2	41.9799	6.782	7.694	10.107	10.062	-0.002	0.118
4216	2M12220108+2539102	3	22.1704	74.016	2.152	2.83	3.439	0.085	0.119
4216	2M12220108+2539102	4	29.6519	45.487	6.29	8.54	9.329	0.038	0.133
4216	2M12220108+2539102	5	41.9201	12.118	16.783	16.116	15.608	-0.014	-0.018
4125	2M12222116-0046455	1	84.4528	11.792	5.94	7.345	8.856	0.081	0.092
4125	2M12222116-0046455	2	89.7094	11.92	6.169	8.233	9.977	0.083	0.125
4125	2M12222236+0003375	0	48.3052	1.605	23.34	30.29	28.145	-0.032	0.113
4125	2M12222236+0003375	1	46.7122	1.214	24.883	33.806	34.485	0.009	0.133
4125	2M12222236+0003375	2	27.5369	1.605	23.692	27.835	18.921	-0.168	0.07
4125	2M12222236+0003375	3	33.99	2.121	19.107	22.486	20.138	-0.048	0.071
4125	2M12222236+0003375	4	34.8598	1.1	17.022	18.977	17.084	-0.046	0.047
4216	2M12223062+2700041	0	31.6601	0.0	11.441	15.058	17.866	0.074	0.119
4216	2M12223062+2700041	1	29.1772	3.736	4.409	6.169	7.369	0.077	0.146
4216	2M12223062+2700041	2	37.8264	4.8	3.754	5.196	6.059	0.067	0.141
4216	2M12223062+2700041	3	20.4469	46.967	11.706	11.16	12.624	0.054	-0.021
4216	2M12223062+2700041	4	29.6216	4.001	6.303	8.784	10.623	0.083	0.144
4216	2M12223062+2700041	5	39.8798	6.776	4.113	5.758	6.708	0.066	0.146
4501	2M12242413+5648023	0	151.717	4.806	3.672	5.146	6.159	0.078	0.147
4501	2M12242413+5648023	1	138.792	3.032	3.114	4.293	5.17	0.081	0.139
4501	2M12242413+5648023	2	54.1622	3.324	14.315	18.716	17.947	-0.018	0.116
4501	2M12242413+5648023	3	77.4528	2.898	6.517	8.601	9.675	0.051	0.12
4501	2M12242413+5648023	4	167.758	2.898	6.564	8.754	9.898	0.053	0.125
4501	2M12244588+5721086	1	407.584	33.982	11.661	3.539	4.093	0.063	-0.518
4501	2M12244588+5721086	4	621.84	33.027	10.935	3.589	4.281	0.077	-0.484
4125	2M12255229-0025098	0	36.1899	22.841	7.997	10.538	9.894	-0.027	0.12
4125	2M12255229-0025098	1	35.8002	1.74	18.912	23.093	15.153	-0.183	0.087
4125	2M12255229-0025098	2	22.0934	19.814	13.32	12.922	13.282	0.012	-0.013
4125	2M12255229-0025098	3	38.9722	0.935	13.105	16.39	18.238	0.046	0.097
4125	2M12255229-0025098	4	31.2715	14.362	9.283	10.367	12.182	0.07	0.048
4125	2M12255229-0025098	5	47.7462	28.802	4.643	6.47	7.306	0.053	0.144
4216	2M12260339+2710503	0	55.8724	4.722	5.97	8.351	10.179	0.086	0.146
4216	2M12260339+2710503	1	43.1349	1.849	5.533	7.708	9.277	0.08	0.144
4216	2M12260339+2710503	2	50.9419	12.077	3.72	4.986	6.047	0.084	0.127
4216	2M12260339+2710503	3	35.9858	1.651	14.529	20.009	21.94	0.04	0.139
4216	2M12260339+2710503	4	44.8264	3.067	17.911	22.6	23.35	0.014	0.101
4216	2M12260547+2644385	0	285.091	1.866	31.06	33.421	28.33	-0.072	0.032
4216	2M12260547+2644385	1	348.552	1.875	13.707	17.39	19.813	0.057	0.103
4216	2M12260547+2644385	2	466.991	1.875	9.371	12.613	15.068	0.077	0.129
4216	2M12260547+2644385	3	436.048	1.061	29.665	33.375	36.245	0.036	0.051
4216	2M12260547+2644385	4	392.852	1.489	7.959	10.579	12.437	0.07	0.124
4216	2M12260547+2644385	5	422.243	3.583	7.938	10.429	12.473	0.078	0.119
4216	2M12260547+2644385	6	340.456	3.8	8.279	10.753	12.947	0.081	0.114
4216	2M12260547+2644385	7	393.062	2.262	7.661	10.444	12.618	0.082	0.135
4216	2M12260547+2644385	8	369.553	4.5	7.552	10.219	12.198	0.077	0.131
4216	2M12260547+2644385	9	453.509	4.088	4.619	6.358	7.677	0.082	0.139
4216	2M12260547+2644385	10	477.017	3.8	8.179	10.799	13.025	0.081	0.121
4216	2M12260848+2439315	0	66.3491	114.424	19.414	19.414	19.414	0.0	0.0
4216	2M12260848+2439315	1	61.6504	127.619	2.296	2.296	2.296	0.0	0.0
4216	2M12260848+2439315	2	64.9594	135.649	8.165	8.165	8.165	0.0	0.0
4216	2M12260848+2439315	3	42.7525	278.365	16.042	16.042	16.042	0.0	0.0
4216	2M12260848+2439315	4	62.2076	182.418	2.14	2.14	2.14	0.0	0.0
4216	2M12260848+2439315	5	54.8064	294.009	25.153	25.153	25.153	0.0	0.0
4216	2M12260848+2439315	6	64.6701	245.647	17.775	17.775	17.775	0.0	0.0
4216	2M12260848+2439315	7	72.8714	135.654	24.671	24.671	24.671	0.0	0.0
4125	2M12265042+0034558	0	46.9648	6.195	2.176	2.901	3.533	0.086	0.125
4125	2M12265042+0034558	2	26.528	2.992	2.159	2.946	3.581	0.085	0.135
4501	2M12271225+5655134	0	107.717	9.0	2.911	3.997	4.806	0.08	0.138
4501	2M12271225+5655134	1	107.004	1.69	5.803	7.986	9.6	0.08	0.139
4501	2M12271225+5655134	2	40.5061	3.536	4.777	6.624	7.888	0.076	0.142
4501	2M12271225+5655134	3	65.5565	0.0	35.624	43.264	40.097	-0.033	0.084
4501	2M12271225+5655134	4	148.484	1.115	27.723	34.184	26.72	-0.107	0.091
4125	2M12274221+0002386	0	130.471	7.368	2.508	3.437	4.197	0.087	0.137
4125	2M12274221+0002386	1	107.129	4.202	2.414	3.154	3.846	0.086	0.116
4125	2M12274221+0002386	2	76.7013	4.426	2.553	3.395	4.119	0.084	0.124
4513	2M12292198-0210311	0	31.3276	6.948	3.53	4.863	5.937	0.087	0.139
4513	2M12292198-0210311	1	33.6072	7.1	3.302	4.267	5.009	0.07	0.111
4513	2M12292198-0210311	2	21.1307	1.632	7.976	11.062	12.675	0.059	0.142
4216	2M12292447+2534499	0	34.765	5.929	4.343	6.085	7.418	0.086	0.146
4216	2M12292447+2534499	1	48.3453	10.266	4.28	6.035	7.307	0.083	0.149
4216	2M12292447+2534499	2	64.587	3.1	5.055	7.073	8.596	0.085	0.146
4218	2M12301597+1358482	0	70.0106	4.583	4.046	5.59	6.731	0.081	0.14
4218	2M12301597+1358482	1	76.8914	2.611	7.926	10.967	12.909	0.071	0.141
4218	2M12301597+1358482	2	65.9855	4.247	6.305	8.829	10.696	0.083	0.146
4501	2M12352005+5617428	1	61.7688	1.052	33.473	25.593	21.586	-0.074	-0.117
4501	2M12352005+5617428	2	20.0804	2.786	15.708	19.798	21.773	0.041	0.1
4501	2M12352005+5617428	3	36.4978	12.895	5.526	7.241	8.439	0.067	0.117
4501	2M12352005+5617428	4	84.1026	3.139	16.282	16.213	17.843	0.042	-0.002
4126	2M12402673-0806522	0	45.0229	9.042	5.45	7.501	8.78	0.068	0.139
4126	2M12402673-0806522	1	67.3741	9.829	5.785	7.897	9.56	0.083	0.135
4126	2M12402673-0806522	2	79.9917	15.788	5.839	5.556	6.74	0.084	-0.022
4126	2M12402673-0806522	3	77.691	0.629	11.266	15.284	17.601	0.061	0.132
4126	2M12411002-0641394	0	53.5998	4.0	9.599	12.393	14.78	0.077	0.111
4126	2M12411002-0641394	1	57.1672	10.221	11.535	15.25	16.563	0.036	0.121
4126	2M12411002-0641394	2	25.0848	6.892	3.532	4.708	5.638	0.078	0.125
4126	2M12411002-0641394	3	58.1248	8.74	4.734	6.635	7.889	0.075	0.147
4126	2M12424846-0845499	0	36.1476	0.957	7.035	9.883	11.151	0.052	0.148
4126	2M12424846-0845499	1	33.1614	1.2	14.877	19.932	20.603	0.014	0.127
4126	2M12424846-0845499	2	43.8653	1.523	14.157	18.096	20.262	0.049	0.107
4126	2M12424846-0845499	3	39.016	1.114	16.976	22.931	22.296	-0.012	0.131
4126	2M12424846-0845499	4	32.4686	1.769	3.981	5.503	6.535	0.075	0.141
4126	2M12424846-0845499	5	37.6524	1.6	12.562	16.932	18.302	0.034	0.13
4126	2M12430256-0629425	1	56.9067	1.6	24.107	32.391	31.401	-0.013	0.128
4126	2M12430256-0629425	2	28.5305	0.0	22.501	26.875	27.932	0.017	0.077
4126	2M12430256-0629425	3	62.4168	0.955	20.607	25.175	25.586	0.007	0.087
4446	2M12442021-0343122	0	153.535	12.5	6.004	8.333	10.156	0.086	0.142
4446	2M12442021-0343122	1	121.088	6.603	5.186	7.122	8.579	0.081	0.138
4446	2M12442021-0343122	2	65.6296	7.839	5.063	6.904	8.202	0.075	0.135
4126	2M12452870-0754470	0	39.7753	7.753	4.194	5.806	6.976	0.08	0.141
4126	2M12452870-0754470	1	39.9078	7.447	4.914	6.942	8.47	0.086	0.15
4126	2M12452870-0754470	2	47.8032	9.195	4.764	6.601	8.011	0.084	0.142
4126	2M12460965-0819502	0	59.0851	8.858	6.394	8.408	10.252	0.086	0.119
4126	2M12460965-0819502	1	55.9748	8.913	4.675	6.514	7.846	0.081	0.144
4126	2M12460965-0819502	2	57.9398	10.32	5.96	8.048	9.677	0.08	0.13
4491	2M12462044+1251325	0	43.5506	16.425	4.245	3.591	4.343	0.083	-0.073
4491	2M12462044+1251325	1	59.6873	17.331	3.77	3.44	4.153	0.082	-0.04
4491	2M12462044+1251325	3	51.7766	17.108	3.513	3.822	4.554	0.076	0.037
4126	2M12465101-0643001	0	39.9531	2.643	13.557	15.617	17.456	0.048	0.061
4126	2M12465101-0643001	1	34.108	1.82	3.978	5.604	6.791	0.083	0.149
4126	2M12465101-0643001	2	15.8484	1.102	29.805	38.007	25.725	-0.17	0.106
4126	2M12465101-0643001	3	35.278	1.657	33.622	41.104	40.847	-0.003	0.087
4126	2M12470336-0818049	2	42.0149	5.509	6.041	8.387	10.203	0.085	0.143
4126	2M12470336-0818049	3	39.766	6.0	6.035	8.455	10.214	0.082	0.146
4126	2M12470336-0818049	4	39.2266	6.0	4.933	6.773	8.146	0.08	0.138
4126	2M12470336-0818049	5	38.1318	4.833	6.912	9.599	11.493	0.078	0.143
4126	2M12470336-0818049	6	18.4379	5.333	6.652	8.982	10.822	0.081	0.13
4491	2M12470641+1301261	0	60.1312	2.053	5.289	7.222	8.183	0.054	0.135
4491	2M12470641+1301261	1	90.4136	4.406	6.554	9.099	10.583	0.066	0.142
4491	2M12470641+1301261	2	79.6169	7.33	6.59	8.943	10.333	0.063	0.133
4491	2M12470641+1301261	3	80.7967	1.114	17.95	23.503	23.093	-0.008	0.117
4491	2M12474268+1128571	0	11.4945	173.277	8.374	4.414	3.031	-0.163	-0.278
4491	2M12474268+1128571	1	39.3514	16.78	5.22	7.07	8.419	0.076	0.132
4491	2M12474268+1128571	2	46.4193	2.197	14.395	17.528	20.038	0.058	0.086
4491	2M12474268+1128571	3	31.1353	8.795	6.268	8.47	8.545	0.004	0.131
4126	2M12474320-0712154	0	64.7955	26.413	2.934	3.242	3.815	0.071	0.043
4126	2M12474320-0712154	1	113.874	20.547	19.898	4.538	5.54	0.087	-0.642
4126	2M12474320-0712154	2	139.8	21.3	23.29	4.606	5.584	0.084	-0.704
4126	2M12474320-0712154	3	137.983	22.921	24.376	12.771	11.39	-0.05	-0.281
4126	2M12475524-0850470	0	46.4364	7.85	4.14	5.77	6.853	0.075	0.144
4126	2M12475524-0850470	1	39.4383	7.161	6.475	8.81	10.629	0.082	0.134
4126	2M12475524-0850470	2	21.7304	9.75	4.006	5.575	6.764	0.084	0.144
4126	2M12475524-0850470	3	44.8271	1.76	15.695	20.015	22.668	0.054	0.106
4485	2M12481033+4213287	0	78.415	0.923	30.665	39.342	37.602	-0.02	0.108
4485	2M12481033+4213287	1	15.2598	12.633	5.181	6.581	7.201	0.039	0.104
4485	2M12481033+4213287	2	89.2484	5.988	3.777	5.286	6.304	0.077	0.146
4485	2M12482973+4244346	0	58.0147	7.306	2.473	3.349	4.081	0.086	0.132
4485	2M12482973+4244346	1	49.5701	2.743	2.811	3.907	4.746	0.085	0.143
4485	2M12482973+4244346	2	42.4371	4.328	16.594	21.313	24.412	0.059	0.109
4126	2M12483655-0739429	0	44.4959	0.543	5.792	8.086	9.807	0.084	0.145
4126	2M12483655-0739429	1	40.2805	1.634	19.251	23.6	24.139	0.01	0.088
4126	2M12484669-0815193	0	34.3429	4.002	11.176	13.753	14.171	0.013	0.09
4126	2M12484669-0815193	1	29.3883	2.95	4.164	5.85	6.831	0.067	0.148
4491	2M12484990+1106258	1	43.4631	56.755	6.11	2.302	2.453	0.028	-0.424
4491	2M12484990+1106258	2	39.9956	51.428	7.845	2.403	2.731	0.056	-0.514
4491	2M12484990+1106258	3	40.68	31.893	9.07	2.978	3.005	0.004	-0.484
4485	2M12485052+4134109	0	356.162	19.848	2.761	3.465	4.099	0.073	0.099
4485	2M12485052+4134109	2	378.239	22.204	3.681	4.351	5.171	0.075	0.073
4446	2M12491211-0221498	0	250.423	15.239	3.351	4.62	5.602	0.084	0.139
4446	2M12491211-0221498	1	186.537	12.486	3.325	4.344	5.053	0.066	0.116
4446	2M12491211-0221498	2	100.754	9.31	3.288	4.551	5.481	0.081	0.141
4126	2M12492571-0721504	0	46.602	1.5	32.417	36.067	36.208	0.002	0.046
4126	2M12492571-0721504	1	43.8652	1.907	9.932	13.084	15.487	0.073	0.12
4126	2M12492571-0721504	2	21.137	2.057	13.526	17.657	20.145	0.057	0.116
4126	2M12492571-0721504	3	37.0854	9.091	2.949	4.104	4.991	0.085	0.144
4126	2M12493129-0812440	0	73.1441	1.886	6.625	8.812	10.518	0.077	0.124
4126	2M12493129-0812440	1	72.6084	2.021	15.838	20.735	23.994	0.063	0.117
4126	2M12493129-0812440	2	77.2746	3.04	3.887	5.351	6.428	0.08	0.139
4126	2M12493129-0812440	3	76.9551	10.571	4.15	5.776	6.979	0.082	0.144
4491	2M12505092+1324147	0	53.5375	10.65	2.897	3.335	4.044	0.084	0.061
4491	2M12505092+1324147	1	80.9902	3.889	5.034	7.058	8.601	0.086	0.147
4491	2M12505092+1324147	2	75.6563	3.12	4.519	6.337	7.729	0.086	0.147
4491	2M12505092+1324147	3	73.6546	7.857	4.7	6.457	7.801	0.082	0.138
4127	2M12505991+2724043	1	32.0026	8.918	4.739	6.445	7.809	0.083	0.134
4127	2M12505991+2724043	2	32.5382	2.807	8.933	12.056	14.501	0.08	0.13
4127	2M12505991+2724043	3	34.1802	12.282	5.007	6.79	8.161	0.08	0.132
4127	2M12505991+2724043	4	31.122	2.768	13.274	17.816	19.677	0.043	0.128
4127	2M12505991+2724043	5	36.1806	11.068	4.828	6.137	7.385	0.08	0.104
4127	2M12505991+2724043	6	33.4648	1.474	36.727	28.274	24.036	-0.071	-0.114
4127	2M12511548+2740224	0	26.1279	7.603	4.008	5.583	6.685	0.078	0.144
4127	2M12511548+2740224	1	37.5896	1.52	10.64	14.372	16.785	0.067	0.131
4127	2M12523586+2634462	0	119.267	15.631	3.153	4.393	5.209	0.074	0.144
4127	2M12523586+2634462	1	165.767	0.634	3.073	4.326	5.26	0.085	0.148
4127	2M12523586+2634462	2	151.274	3.888	14.745	19.032	19.696	0.015	0.111
4127	2M12523586+2634462	3	163.041	3.872	14.027	17.406	18.062	0.016	0.094
4127	2M12523586+2634462	4	167.451	2.795	13.976	18.729	21.593	0.062	0.127
4127	2M12523586+2634462	5	177.829	0.832	13.379	17.522	18.618	0.026	0.117
4127	2M12523586+2634462	6	168.546	0.0	14.791	20.067	23.251	0.064	0.132
4491	2M12524061+1125384	0	14.793	14.112	3.615	4.746	5.723	0.081	0.118
4491	2M12524061+1125384	1	27.6562	5.654	4.221	5.62	6.841	0.085	0.124
4491	2M12524061+1125384	2	23.8126	12.654	3.829	4.79	5.667	0.073	0.097
4491	2M12524061+1125384	3	25.3145	9.736	4.342	6.01	7.233	0.08	0.141
4127	2M12540635+2600505	0	17.1114	4.8	4.113	5.785	6.84	0.073	0.148
4127	2M12540635+2600505	1	22.0636	2.221	4.789	6.537	7.768	0.075	0.135
4127	2M12540635+2600505	2	19.5546	1.026	9.628	12.591	15.286	0.084	0.117
4127	2M12540635+2600505	3	20.1963	0.532	4.93	6.749	8.067	0.077	0.136
4127	2M12540635+2600505	4	10.6408	4.187	3.303	4.614	5.61	0.085	0.145
4127	2M12540635+2600505	5	25.9395	1.5	11.668	15.842	15.856	0.0	0.133
4127	2M12540635+2600505	6	23.218	1.866	8.72	11.686	13.049	0.048	0.127
4127	2M12550629+2619047	0	23.5228	4.943	7.009	9.72	11.64	0.078	0.142
4127	2M12550629+2619047	1	27.7163	1.546	26.059	20.502	20.524	0.0	-0.104
4127	2M12550629+2619047	2	27.0734	2.823	14.471	18.294	19.097	0.019	0.102
4127	2M12550629+2619047	3	26.2878	2.656	16.653	22.23	21.998	-0.005	0.125
4127	2M12550629+2619047	4	23.8072	1.458	13.7	15.229	15.105	-0.004	0.046
4127	2M12550629+2619047	5	34.6517	2.71	19.745	20.086	16.176	-0.094	0.007
4127	2M12550629+2619047	6	29.1937	1.74	16.077	20.277	18.008	-0.052	0.101
4127	2M12553506+2703401	0	68.0821	13.135	6.609	5.639	6.795	0.081	-0.069
4127	2M12553506+2703401	1	128.098	5.006	6.566	8.881	10.532	0.074	0.131
4127	2M12564885+2655450	0	24.5702	24.394	8.217	2.385	2.838	0.075	-0.537
4127	2M12564885+2655450	1	36.3953	19.371	4.276	2.605	3.178	0.086	-0.215
4127	2M12564885+2655450	3	35.8783	21.125	3.682	2.29	2.694	0.071	-0.206
4127	2M12564885+2655450	5	42.6246	21.946	12.063	2.436	2.933	0.081	-0.695
4440	2M12565202+5743547	0	468.765	6.867	19.568	20.228	20.341	0.002	0.014
4440	2M12565202+5743547	1	676.419	16.077	3.772	5.326	6.395	0.079	0.15
4440	2M12565202+5743547	2	443.259	5.06	18.9	25.226	26.392	0.02	0.125
4485	2M12581321+4049138	0	108.544	2.562	5.064	7.124	8.678	0.086	0.148
4485	2M12581321+4049138	1	110.874	3.908	2.723	3.786	4.58	0.083	0.143
4485	2M12581321+4049138	2	126.741	7.907	4.194	5.916	7.228	0.087	0.149
4485	2M13030323+4232237	0	99.6786	9.125	3.042	3.553	4.284	0.081	0.068
4485	2M13030323+4232237	1	93.82	34.556	3.134	4.304	5.125	0.076	0.138
4485	2M13030323+4232237	2	128.256	20.059	2.391	3.026	3.664	0.083	0.102
4210	2M13034024+7256329	1	65.57	8.944	3.153	4.377	5.321	0.085	0.142
4210	2M13034024+7256329	2	58.8734	9.433	2.886	3.948	4.8	0.085	0.136
