LocationID	ApogeeID	Visit	SNR	xRng	R51	R101	R151	R151/101	R101/51
4217	2M00023036+8524194	0	111.58	17.021	3.859	3.317	3.968	0.078	-0.066
4217	2M00023036+8524194	1	65.261	19.042	6.666	2.894	3.512	0.084	-0.362
4217	2M00023036+8524194	2	134.918	19.166	6.054	2.909	3.535	0.085	-0.318
4217	2M00023036+8524194	3	95.8608	15.862	2.569	3.012	3.657	0.084	0.069
4548	2M00023179+1521164	0	77.4308	5.726	4.41	6.043	7.183	0.075	0.137
4548	2M00023179+1521164	1	78.9378	5.54	9.717	13.297	15.167	0.057	0.136
4548	2M00023179+1521164	2	40.5454	11.9	3.192	4.316	5.204	0.081	0.131
4590	2M00050265+0116236	0	30.7408	7.793	5.941	8.254	9.775	0.073	0.143
4590	2M00050265+0116236	1	37.8749	1.816	12.417	12.267	11.792	-0.017	-0.005
4590	2M00050265+0116236	2	46.3372	10.9	2.669	3.625	4.314	0.076	0.133
4590	2M00050265+0116236	3	48.2876	1.2	7.74	10.878	13.125	0.082	0.148
4590	2M00050265+0116236	4	40.2967	2.807	6.08	8.347	10.103	0.083	0.138
4590	2M00050265+0116236	5	43.4096	5.667	4.746	6.68	8.108	0.084	0.148
4120	2M00062867+6955129	1	31.3835	4.632	2.437	3.436	4.188	0.086	0.149
4120	2M00062867+6955129	2	41.1621	6.004	2.172	3.052	3.731	0.087	0.148
4120	2M00062867+6955129	4	30.4754	4.109	2.563	3.608	4.396	0.086	0.149
4120	2M00062867+6955129	5	35.9257	2.888	2.667	3.759	4.58	0.086	0.149
4590	2M00065234+0151397	0	319.646	21.998	8.762	3.89	4.667	0.079	-0.353
4590	2M00065234+0151397	1	371.561	27.495	3.548	4.875	5.896	0.083	0.138
4590	2M00065234+0151397	2	430.665	5.754	13.092	17.365	19.237	0.044	0.123
4590	2M00065234+0151397	3	369.6	21.867	8.164	3.641	4.271	0.069	-0.351
4590	2M00065234+0151397	4	363.804	21.326	2.952	4.089	4.964	0.084	0.142
4590	2M00065234+0151397	5	383.469	8.47	2.993	4.098	4.973	0.084	0.137
4590	2M00065508+0154022	0	28.9301	3.753	3.919	5.372	6.378	0.075	0.137
4590	2M00065508+0154022	1	29.014	6.558	2.868	3.995	4.869	0.086	0.144
4590	2M00065508+0154022	2	35.5209	1.879	3.817	5.371	6.476	0.081	0.148
4590	2M00065508+0154022	3	42.0693	9.472	2.835	3.827	4.627	0.082	0.13
4590	2M00065508+0154022	4	41.8978	1.87	3.896	5.45	6.607	0.084	0.146
4590	2M00065508+0154022	5	41.3347	1.752	6.684	9.181	10.86	0.073	0.138
4217	2M00090703+8427517	0	81.0375	15.326	4.172	4.159	5.057	0.085	-0.001
4217	2M00090703+8427517	1	52.5388	14.228	3.967	4.518	5.493	0.085	0.056
4217	2M00090703+8427517	3	78.559	17.476	9.447	4.608	5.567	0.082	-0.312
4287	2M00134329+7346435	0	139.9	23.893	2.995	3.724	4.3	0.063	0.095
4287	2M00134329+7346435	1	83.9606	7.183	3.775	4.699	5.292	0.052	0.095
4287	2M00134329+7346435	2	145.086	27.517	4.937	4.778	5.795	0.084	-0.014
4119	2M00150792+6559126	0	25.1802	18.516	6.987	5.033	6.144	0.087	-0.142
4119	2M00150792+6559126	1	21.3147	5.509	5.252	7.372	8.862	0.08	0.147
4119	2M00150792+6559126	2	13.1457	5.38	5.278	6.992	7.684	0.041	0.122
4119	2M00150792+6559126	3	24.3467	9.262	4.346	6.1	7.421	0.085	0.147
4119	2M00150792+6559126	4	20.4893	14.713	9.114	5.813	7.015	0.082	-0.195
4119	2M00150792+6559126	5	13.7914	30.764	3.195	4.262	5.168	0.084	0.125
4119	2M00150792+6559126	6	25.561	7.631	4.75	6.601	8.06	0.087	0.143
4119	2M00150792+6559126	7	24.0478	8.038	4.443	6.012	7.307	0.085	0.131
4119	2M00150792+6559126	8	29.874	19.475	9.468	5.772	6.964	0.082	-0.215
4119	2M00150792+6559126	9	25.4359	7.6	4.647	6.116	7.189	0.07	0.119
4119	2M00150792+6559126	10	24.6525	1.023	19.948	22.921	19.958	-0.06	0.06
4119	2M00150792+6559126	11	28.2094	12.808	5.337	6.626	7.942	0.079	0.094
4217	2M00170781+8551505	0	63.8935	2.7	13.473	16.645	19.521	0.069	0.092
4217	2M00170781+8551505	1	35.3155	1.309	10.942	14.011	16.068	0.06	0.107
4217	2M00170781+8551505	2	77.1825	2.485	3.023	4.25	5.19	0.087	0.148
4217	2M00170781+8551505	3	56.0694	3.413	3.119	4.392	5.3	0.082	0.149
4250	2M00174625+5856272	0	20.1751	13.772	3.827	5.27	6.404	0.085	0.139
4250	2M00174625+5856272	1	16.5822	14.522	6.256	7.846	8.865	0.053	0.098
4250	2M00174625+5856272	2	21.2631	7.272	5.884	8.274	9.887	0.077	0.148
4250	2M00174625+5856272	3	15.4043	10.338	6.072	8.03	9.429	0.07	0.121
4250	2M00174625+5856272	4	11.8685	7.664	9.278	11.148	12.48	0.049	0.08
4250	2M00174625+5856272	5	23.4777	11.831	18.522	12.288	12.892	0.021	-0.178
4119	2M00245632+6731240	0	45.95	0.0	15.987	21.65	25.856	0.077	0.132
4119	2M00245632+6731240	1	39.2589	0.0	15.892	21.032	24.673	0.069	0.122
4119	2M00245632+6731240	2	28.0123	1.638	5.597	7.781	9.246	0.075	0.143
4119	2M00245632+6731240	3	43.2151	1.137	17.844	24.448	27.998	0.059	0.137
4119	2M00245632+6731240	4	36.166	0.0	18.039	22.838	26.835	0.07	0.102
4119	2M00245632+6731240	5	26.2869	1.232	10.898	12.509	13.271	0.026	0.06
4120	2M00254729+7011069	0	23.1505	6.3	3.621	5.006	6.006	0.079	0.141
4120	2M00254729+7011069	1	43.5247	1.514	5.972	8.191	9.748	0.076	0.137
4120	2M00254729+7011069	2	43.0031	0.0	12.947	16.715	19.334	0.063	0.111
4120	2M00254729+7011069	3	35.6224	1.232	13.26	16.555	17.034	0.012	0.096
4120	2M00254729+7011069	4	33.3688	0.935	15.571	21.635	22.278	0.013	0.143
4120	2M00254729+7011069	5	40.1959	1.023	14.394	18.967	22.537	0.075	0.12
4243	2M00265252+6359169	0	27.7127	9.047	2.5	3.379	4.097	0.084	0.131
4243	2M00265252+6359169	1	25.99	10.28	2.612	3.442	4.168	0.083	0.12
4243	2M00265252+6359169	2	31.8244	28.48	2.542	3.307	4.022	0.085	0.114
4243	2M00265252+6359169	3	33.4943	16.534	2.789	3.325	4.025	0.083	0.076
4243	2M00265252+6359169	4	29.4031	25.217	3.108	4.345	5.066	0.067	0.145
4243	2M00265252+6359169	5	33.3063	4.787	6.33	8.758	10.188	0.066	0.141
4120	2M00274757+6956505	0	25.1821	0.0	15.887	20.258	23.169	0.058	0.106
4120	2M00274757+6956505	1	19.1148	1.029	11.852	14.639	16.358	0.048	0.092
4120	2M00274757+6956505	2	29.4198	2.327	4.669	6.533	7.834	0.079	0.146
4120	2M00274757+6956505	3	26.7142	1.229	11.37	15.662	17.428	0.046	0.139
4120	2M00274757+6956505	4	24.0047	2.7	14.218	17.306	18.448	0.028	0.085
4120	2M00274757+6956505	5	26.4059	1.072	4.306	5.804	6.947	0.078	0.13
4120	2M00274757+6956505	6	14.6392	2.449	2.382	3.345	3.917	0.069	0.147
4120	2M00274757+6956505	7	27.9223	2.7	15.815	22.028	20.288	-0.036	0.144
4120	2M00274757+6956505	8	28.7286	1.029	12.857	17.131	19.507	0.056	0.125
4120	2M00274757+6956505	9	24.2187	0.955	13.919	17.821	19.322	0.035	0.107
4120	2M00274757+6956505	10	24.4715	0.707	5.04	6.983	8.259	0.073	0.142
4120	2M00274757+6956505	11	29.2789	7.111	3.449	4.762	5.621	0.072	0.14
4256	2M00280680+5558136	0	41.9162	7.182	4.613	6.484	7.896	0.086	0.148
4256	2M00280680+5558136	1	42.5038	6.2	4.204	5.907	7.217	0.087	0.148
4256	2M00280680+5558136	2	38.7326	5.625	5.555	7.669	9.229	0.08	0.14
4256	2M00280680+5558136	3	42.7187	5.409	3.986	5.62	6.851	0.086	0.149
4256	2M00280680+5558136	4	40.7356	5.6	4.418	6.206	7.573	0.086	0.148
4119	2M00304380+6752210	0	21.7488	18.439	3.339	4.621	5.482	0.074	0.141
4119	2M00304380+6752210	1	22.7567	3.864	4.614	6.396	7.697	0.08	0.142
4119	2M00304380+6752210	2	13.1967	15.29	3.908	4.893	5.341	0.038	0.098
4119	2M00304380+6752210	3	20.6881	5.375	3.467	4.837	5.705	0.072	0.145
4119	2M00304380+6752210	4	18.7996	22.8	3.605	4.9	5.778	0.072	0.133
4119	2M00304380+6752210	5	13.6164	41.581	2.509	3.476	4.114	0.073	0.142
4119	2M00304380+6752210	6	19.6383	12.192	5.085	6.539	7.755	0.074	0.109
4119	2M00304380+6752210	7	23.3547	3.818	4.98	6.835	8.124	0.075	0.138
4119	2M00304380+6752210	9	27.7742	4.067	3.884	5.136	6.04	0.07	0.121
4119	2M00304380+6752210	10	19.4081	3.923	3.858	5.202	6.137	0.072	0.13
4256	2M00360002+5519491	0	29.0692	3.129	2.779	3.85	4.6	0.077	0.142
4256	2M00360002+5519491	1	32.407	4.789	4.743	6.321	7.512	0.075	0.125
4256	2M00360002+5519491	2	28.1444	3.188	2.621	3.62	4.422	0.087	0.14
4256	2M00360002+5519491	3	15.7017	16.475	4.016	4.774	5.433	0.056	0.075
4256	2M00360002+5519491	4	31.0379	4.534	5.799	7.814	9.163	0.069	0.13
4256	2M00360002+5519491	5	19.759	4.176	7.081	9.451	10.827	0.059	0.125
4256	2M00360002+5519491	6	30.094	10.5	2.736	3.619	4.381	0.083	0.121
4256	2M00360002+5519491	7	32.2682	1.275	2.544	3.502	4.226	0.082	0.139
4256	2M00360002+5519491	8	30.285	4.833	3.345	4.412	5.221	0.073	0.12
4256	2M00360002+5519491	9	33.2622	5.523	2.992	4.023	4.76	0.073	0.129
4256	2M00360002+5519491	10	32.5826	1.902	5.32	7.416	8.739	0.071	0.144
4256	2M00360002+5519491	11	36.7315	4.196	5.243	6.721	7.736	0.061	0.108
4243	2M00370544+6247057	0	38.1801	4.022	8.55	11.799	14.037	0.075	0.14
4243	2M00370544+6247057	1	39.1581	2.82	8.118	11.343	13.657	0.081	0.145
4243	2M00370544+6247057	2	34.9672	12.433	5.689	7.741	9.218	0.076	0.134
4243	2M00370544+6247057	3	36.2924	0.0	18.187	24.128	25.46	0.023	0.123
4243	2M00370544+6247057	4	38.7373	11.852	4.948	6.69	8.157	0.086	0.131
4243	2M00370544+6247057	5	34.0153	1.164	13.981	18.176	20.937	0.061	0.114
4250	2M00373811+5912258	1	42.5645	10.984	4.688	6.557	7.912	0.082	0.146
4250	2M00373811+5912258	2	49.7825	9.602	4.616	6.498	7.876	0.084	0.149
4476	2M00411929+1718359	0	54.4832	11.518	4.67	6.331	7.698	0.085	0.132
4476	2M00411929+1718359	1	53.9381	11.112	4.339	5.935	7.146	0.081	0.136
4217	2M00430905+8407348	0	45.7174	4.536	2.956	4.133	5.028	0.085	0.146
4217	2M00430905+8407348	1	49.8427	15.536	2.946	3.063	3.676	0.079	0.017
4217	2M00430905+8407348	2	48.2851	4.909	3.34	4.655	5.615	0.081	0.144
4217	2M00430905+8407348	3	71.1615	16.726	3.542	3.261	3.976	0.086	-0.036
4217	2M00430905+8407348	4	60.3021	15.635	2.723	2.956	3.617	0.088	0.036
4217	2M00430905+8407348	5	68.3194	10.3	3.183	4.44	5.403	0.085	0.144
4217	2M00430905+8407348	6	64.1214	2.595	8.174	11.086	12.974	0.068	0.132
4217	2M00430905+8407348	7	54.1039	2.595	9.988	13.427	15.65	0.067	0.128
4217	2M00430905+8407348	8	67.6964	10.263	2.63	3.678	4.49	0.087	0.146
4217	2M00430905+8407348	9	68.7191	5.006	4.17	5.749	6.982	0.084	0.139
4476	2M00443313+1734287	0	71.6063	9.432	5.642	7.327	8.58	0.069	0.114
4476	2M00443313+1734287	2	71.1257	9.22	5.908	7.525	8.549	0.055	0.105
4476	2M00443463+1719220	0	87.2572	27.243	2.416	3.337	3.677	0.042	0.14
4476	2M00443463+1719220	2	88.2439	1.411	11.24	15.539	15.577	0.001	0.141
4476	2M00462111+1758470	0	133.002	0.935	14.592	20.134	24.291	0.082	0.14
4476	2M00462111+1758470	2	140.027	0.875	14.953	19.885	22.983	0.063	0.124
4476	2M00470197+1751448	0	82.8568	19.756	5.145	7.197	8.695	0.082	0.146
4476	2M00470197+1751448	1	90.6349	5.688	14.193	19.073	20.627	0.034	0.128
4476	2M00470197+1751448	2	90.1795	6.351	5.123	7.129	8.558	0.079	0.144
4217	2M01004285+8624021	0	125.984	5.571	22.031	25.144	19.042	-0.121	0.057
4217	2M01004285+8624021	1	79.3572	20.608	5.076	4.199	5.08	0.083	-0.082
4217	2M01004285+8624021	2	154.252	3.513	5.931	8.102	9.185	0.054	0.135
4217	2M01004285+8624021	3	104.431	11.799	4.011	5.227	6.268	0.079	0.115
4217	2M01013134+8424428	0	54.5816	11.097	2.873	3.891	4.605	0.073	0.132
4217	2M01013134+8424428	1	54.9853	11.162	2.84	3.816	4.482	0.07	0.128
4217	2M01013134+8424428	2	59.4761	5.909	4.446	5.86	6.733	0.06	0.12
4217	2M01013134+8424428	3	86.7584	1.108	18.817	20.01	20.95	0.02	0.027
4217	2M01013134+8424428	4	71.2935	0.997	19.998	18.587	19.266	0.016	-0.032
4217	2M01013134+8424428	5	80.9803	0.0	17.064	20.352	23.204	0.057	0.077
4217	2M01013134+8424428	6	77.4545	1.046	19.209	22.46	25.697	0.058	0.068
4217	2M01013134+8424428	7	65.8228	0.0	16.565	17.869	20.546	0.061	0.033
4217	2M01013134+8424428	8	83.1576	0.997	16.611	19.602	22.072	0.052	0.072
4217	2M01013134+8424428	9	88.5207	1.952	21.905	22.512	23.67	0.022	0.012
4217	2M01085752+8445142	0	35.5358	3.343	3.909	5.421	6.541	0.082	0.142
4217	2M01085752+8445142	1	43.7654	1.703	5.597	7.702	9.387	0.086	0.139
4217	2M01085752+8445142	2	49.4592	0.0	3.955	5.575	6.802	0.086	0.149
4217	2M01085752+8445142	3	72.0688	0.0	19.898	25.748	28.958	0.051	0.112
4217	2M01085752+8445142	4	56.998	1.11	2.749	3.869	4.722	0.087	0.149
4217	2M01085752+8445142	5	62.5058	0.0	14.045	18.958	21.967	0.064	0.13
4217	2M01085752+8445142	6	61.6606	1.023	13.157	18.227	20.82	0.058	0.142
4217	2M01085752+8445142	7	50.4461	1.69	12.147	16.658	19.364	0.065	0.137
4217	2M01085752+8445142	8	65.2078	1.26	5.258	7.341	8.846	0.081	0.145
4217	2M01085752+8445142	9	77.825	0.0	20.549	25.086	28.904	0.062	0.087
4217	2M01193634+8435481	0	48.9513	12.096	2.04	2.65	3.177	0.079	0.114
4217	2M01193634+8435481	1	40.7927	1.714	2.722	3.799	4.63	0.086	0.145
4217	2M01193634+8435481	2	63.5997	4.567	3.007	4.235	5.17	0.087	0.149
4217	2M01193634+8435481	3	89.626	2.281	13.438	17.213	18.528	0.032	0.108
4217	2M01193634+8435481	4	71.1527	5.638	2.879	3.978	4.844	0.086	0.14
4217	2M01193634+8435481	5	75.6952	4.83	3.059	4.114	5.025	0.087	0.129
4217	2M01193634+8435481	6	74.487	3.222	3.739	5.233	6.367	0.085	0.146
4217	2M01193634+8435481	7	63.7625	4.149	19.095	20.475	21.165	0.014	0.03
4217	2M01193634+8435481	8	82.607	5.472	2.975	4.173	5.102	0.087	0.147
4217	2M01193634+8435481	9	74.781	6.84	8.083	11.146	13.001	0.067	0.14
4217	2M01194897+8532293	0	42.6521	3.7	5.932	8.322	10.08	0.083	0.147
4217	2M01194897+8532293	1	37.0428	1.432	27.676	28.177	32.691	0.065	0.008
4217	2M01194897+8532293	2	40.3916	1.029	26.413	31.988	33.8	0.024	0.083
4217	2M01194897+8532293	3	51.666	1.799	3.842	5.336	6.477	0.084	0.143
4217	2M01194897+8532293	4	47.7485	1.371	21.224	26.491	31.018	0.069	0.096
4217	2M01194897+8532293	5	49.98	5.47	2.864	3.996	4.882	0.087	0.145
4217	2M01194897+8532293	6	48.1014	2.072	2.74	3.859	4.691	0.085	0.149
4217	2M01194897+8532293	7	40.7213	1.745	12.612	14.968	16.632	0.046	0.074
4217	2M01194897+8532293	8	53.0496	1.714	10.878	14.44	15.774	0.038	0.123
4217	2M01194897+8532293	9	52.5971	2.036	14.17	16.092	18.607	0.063	0.055
4477	2M01252951+1737245	0	40.5645	1.891	42.422	48.828	39.804	-0.089	0.061
4477	2M01252951+1737245	1	24.1978	2.613	30.326	17.731	17.362	-0.009	-0.233
4477	2M01252951+1737245	2	36.6529	4.021	5.821	7.92	9.306	0.07	0.134
4477	2M01252951+1737245	3	29.9345	3.989	3.968	5.435	6.535	0.08	0.137
4477	2M01252951+1737245	4	35.0323	2.859	3.853	5.291	6.26	0.073	0.138
4318	2M01325477+6205304	0	270.116	10.464	6.335	8.595	10.175	0.073	0.132
4318	2M01325477+6205304	1	244.507	6.516	6.062	8.24	9.633	0.068	0.133
4318	2M01325477+6205304	2	210.614	0.0	15.399	18.732	19.23	0.011	0.085
4217	2M01343480+8456365	0	31.7371	1.703	3.854	5.367	6.512	0.084	0.144
4217	2M01343480+8456365	1	18.1065	23.357	4.798	6.39	7.143	0.048	0.124
4217	2M01343480+8456365	2	41.1649	4.688	5.024	6.939	8.338	0.08	0.14
4217	2M01343480+8456365	3	29.5889	1.611	5.094	6.963	7.77	0.048	0.136
4425	2M01345988+6651462	0	37.4248	0.538	33.502	34.148	29.603	-0.062	0.008
4425	2M01345988+6651462	1	55.1665	6.345	5.908	8.223	9.857	0.079	0.144
4425	2M01345988+6651462	2	46.3246	14.264	4.406	5.346	6.327	0.073	0.084
4217	2M01522822+8459249	0	29.6481	1.232	12.511	16.202	19.367	0.077	0.112
4217	2M01522822+8459249	1	22.5468	0.971	12.072	16.942	19.7	0.066	0.147
4217	2M01522822+8459249	2	37.1914	1.1	13.508	17.112	20.312	0.074	0.103
4217	2M01522822+8459249	5	47.3613	1.528	11.702	15.578	18.693	0.079	0.124
4217	2M01522822+8459249	6	49.826	1.232	11.458	15.309	18.39	0.08	0.126
4217	2M01522822+8459249	7	39.0	1.035	11.582	15.811	18.999	0.08	0.135
4217	2M01522822+8459249	8	53.3109	1.528	11.508	16.017	19.299	0.081	0.144
4217	2M01522822+8459249	9	24.8385	1.11	10.639	14.274	17.007	0.076	0.128
4472	2M01525005-0353374	0	78.5107	5.789	3.549	4.965	6.038	0.085	0.146
4472	2M01525005-0353374	1	90.02	11.9	3.478	4.311	5.263	0.087	0.093
4472	2M01525005-0353374	2	71.997	13.759	3.709	4.195	5.125	0.087	0.054
4472	2M01525005-0353374	3	78.6991	5.078	38.837	41.113	24.516	-0.225	0.025
4472	2M01525005-0353374	4	90.3008	3.222	3.441	4.806	5.859	0.086	0.145
4472	2M01525005-0353374	5	58.2753	2.76	3.019	4.163	5.066	0.085	0.139
4472	2M01540092-0306019	0	61.9509	11.339	2.241	3.05	3.728	0.087	0.134
4472	2M01540092-0306019	1	66.5305	5.6	4.26	5.735	6.557	0.058	0.129
4472	2M01540092-0306019	2	46.4819	17.754	2.198	2.953	3.594	0.085	0.128
4472	2M01540092-0306019	3	47.622	19.08	2.187	3.014	3.688	0.088	0.139
4472	2M01540092-0306019	4	56.6123	2.328	2.45	3.339	3.973	0.076	0.134
4472	2M01540092-0306019	5	31.8826	21.732	2.453	3.397	4.119	0.084	0.141
4217	2M01561714+8458408	0	18.7404	1.386	8.53	9.849	9.366	-0.022	0.062
4217	2M01561714+8458408	1	18.2906	3.076	11.507	10.801	12.269	0.055	-0.028
4217	2M01561714+8458408	2	28.3148	7.457	17.17	15.954	17.379	0.037	-0.032
4217	2M01561714+8458408	3	37.9576	1.214	15.597	20.792	22.447	0.033	0.125
4217	2M01561714+8458408	4	30.0103	9.386	12.54	16.286	18.299	0.051	0.114
4217	2M01561714+8458408	5	30.8253	8.783	3.399	4.675	5.592	0.078	0.138
4217	2M01561714+8458408	6	31.1362	8.981	3.229	4.411	5.345	0.083	0.135
4217	2M01561714+8458408	7	25.8073	8.867	3.732	5.119	5.997	0.069	0.137
4217	2M01561714+8458408	8	34.343	7.505	3.904	5.471	6.633	0.084	0.147
4217	2M01561714+8458408	9	21.6111	3.667	8.955	9.914	10.204	0.013	0.044
4472	2M01562189-0223547	0	251.949	6.999	3.415	4.772	5.757	0.081	0.145
4472	2M01562189-0223547	1	256.038	9.676	3.089	4.24	5.11	0.081	0.138
4472	2M01583450-0349002	0	42.5126	13.314	2.62	3.272	3.992	0.086	0.097
4472	2M01583450-0349002	2	31.6633	14.739	2.744	3.464	4.215	0.085	0.101
4416	2M01593686+6533283	0	41.2195	18.821	10.744	2.336	2.805	0.08	-0.663
4416	2M01593686+6533283	1	72.6733	19.771	6.694	2.544	3.089	0.084	-0.42
4416	2M01593686+6533283	2	24.7173	53.449	3.668	2.465	3.013	0.087	-0.173
4416	2M01593686+6533283	3	61.0499	19.023	8.33	2.284	2.773	0.084	-0.562
4472	2M02001017-0307339	0	31.5645	2.214	14.441	19.879	20.401	0.011	0.139
4472	2M02001017-0307339	1	32.4645	0.955	17.339	22.544	25.135	0.047	0.114
4472	2M02001017-0307339	2	24.6469	4.0	3.852	5.415	6.532	0.081	0.148
4472	2M02001017-0307339	3	25.0493	1.032	12.085	16.207	16.43	0.006	0.127
4472	2M02001017-0307339	4	32.9106	1.523	15.678	22.003	25.459	0.063	0.147
4472	2M02001017-0307339	5	16.5174	13.233	3.567	4.996	5.981	0.078	0.146
4478	2M02062664+1438073	0	78.2705	10.233	5.171	6.864	8.169	0.076	0.123
4478	2M02062664+1438073	1	74.177	11.964	12.331	10.942	12.519	0.058	-0.052
4478	2M02062664+1438073	2	81.1724	13.185	3.133	4.208	5.012	0.076	0.128
4416	2M02064174+6556593	1	104.79	2.662	3.79	5.344	6.51	0.086	0.149
4416	2M02064174+6556593	2	37.1605	3.062	3.409	4.676	5.665	0.083	0.137
4416	2M02064174+6556593	3	93.165	2.662	3.63	5.062	6.148	0.084	0.144
4309	2M02072992+5427212	0	31.947	33.698	5.417	7.612	8.832	0.065	0.148
4309	2M02072992+5427212	1	27.933	12.848	2.596	3.524	4.179	0.074	0.133
4309	2M02072992+5427212	2	33.8618	6.875	3.357	4.552	5.562	0.087	0.132
4309	2M02082405+5454197	0	107.65	5.767	7.834	10.992	13.241	0.081	0.147
4309	2M02082405+5454197	1	127.506	8.567	4.984	6.904	8.315	0.081	0.142
4478	2M02112068+1356170	0	54.9992	3.106	2.963	4.101	4.969	0.083	0.141
4478	2M02112068+1356170	1	52.3462	1.978	16.98	21.304	22.024	0.014	0.099
4478	2M02112973+1359128	0	139.337	16.068	3.832	5.158	6.146	0.076	0.129
4478	2M02112973+1359128	1	140.996	7.032	3.64	5.094	6.0	0.071	0.146
4478	2M02112973+1359128	2	135.722	41.391	4.591	6.057	6.834	0.052	0.12
4478	2M02121177+1334232	0	71.8969	5.978	31.308	19.788	17.757	-0.047	-0.199
4478	2M02121177+1334232	1	69.6826	4.9	9.006	11.397	12.318	0.034	0.102
4478	2M02121177+1334232	2	76.1873	11.75	4.748	4.921	5.883	0.078	0.016
4271	2M02270767+5924201	0	34.7201	2.066	5.3	7.438	8.959	0.081	0.147
4271	2M02270767+5924201	1	39.021	3.844	3.353	4.676	5.68	0.084	0.144
4271	2M02290160+6124289	0	58.7954	10.803	2.558	3.516	4.287	0.086	0.138
4271	2M02290160+6124289	1	70.1644	10.97	2.131	2.801	3.417	0.086	0.119
4271	2M02353225+6048063	0	39.3884	8.732	2.988	4.164	5.083	0.087	0.144
4271	2M02353225+6048063	1	50.7303	10.872	2.778	3.751	4.572	0.086	0.13
4271	2M02353225+6048063	2	42.6384	6.819	2.406	3.376	4.104	0.085	0.147
4479	2M02411197+0727401	1	59.037	9.493	3.089	4.086	4.815	0.071	0.122
4479	2M02411197+0727401	2	50.5275	8.697	2.831	3.753	4.46	0.075	0.122
4479	2M02424580+0735211	0	38.7539	26.301	5.237	3.721	4.25	0.058	-0.148
4479	2M02424580+0735211	1	32.6777	50.645	5.808	6.823	7.279	0.028	0.07
4479	2M02424580+0735211	2	34.8218	2.55	35.979	28.745	30.27	0.022	-0.097
4479	2M02484723+0719196	0	73.193	6.969	7.202	10.037	12.034	0.079	0.144
4479	2M02484723+0719196	1	72.0522	6.969	5.213	7.218	8.773	0.085	0.141
4479	2M02484723+0719196	2	66.3409	10.253	5.036	6.88	8.402	0.087	0.136
4479	2M02491256+0815300	0	69.0098	13.81	3.242	4.047	4.936	0.086	0.096
4479	2M02491256+0815300	1	67.3147	13.856	3.283	4.239	5.184	0.087	0.111
4205	2M03094422+7941129	0	25.6639	14.358	2.548	3.064	3.744	0.087	0.08
4205	2M03094422+7941129	1	36.624	8.71	6.81	7.783	8.572	0.042	0.058
4205	2M03094422+7941129	2	34.2279	10.123	2.642	2.962	3.546	0.078	0.05
4205	2M03094422+7941129	4	29.7421	7.349	4.382	5.914	7.061	0.077	0.13
4205	2M03094422+7941129	5	36.4543	11.792	2.799	3.588	4.327	0.081	0.108
4551	2M03103688+6312022	0	58.4974	4.299	16.262	21.649	24.646	0.056	0.124
4551	2M03103688+6312022	1	59.8608	11.81	4.717	6.568	7.394	0.051	0.144
4551	2M03103688+6312022	2	59.1766	4.0	12.663	16.382	19.63	0.079	0.112
4428	2M03110855+5251034	0	68.0673	8.263	3.878	5.44	6.602	0.084	0.147
4428	2M03110855+5251034	1	66.0272	6.356	6.647	9.21	10.909	0.074	0.142
4428	2M03110855+5251034	2	50.8915	3.589	3.211	4.501	5.488	0.086	0.147
4551	2M03111284+6312062	0	47.706	8.978	2.886	3.986	4.8	0.081	0.14
4551	2M03111284+6312062	2	45.419	18.318	3.801	5.18	6.273	0.083	0.134
4480	2M03154293+0158412	0	51.4122	9.033	3.784	5.145	6.228	0.083	0.133
4480	2M03154293+0158412	1	15.1062	10.333	3.675	4.895	5.929	0.083	0.125
4480	2M03154293+0158412	2	53.2746	8.959	3.411	4.735	5.732	0.083	0.142
4205	2M03160395+8020506	0	35.2639	10.072	4.127	5.788	6.931	0.078	0.147
4205	2M03160395+8020506	2	19.9538	6.315	5.044	7.005	8.349	0.076	0.143
4205	2M03160395+8020506	3	15.8867	8.559	3.485	4.86	5.884	0.083	0.144
4205	2M03160395+8020506	4	16.1411	22.461	3.443	4.637	5.596	0.082	0.129
4205	2M03160395+8020506	5	21.6404	7.023	2.863	4.009	4.861	0.084	0.146
4205	2M03160395+8020506	6	32.4402	6.763	3.697	5.197	6.297	0.083	0.148
4205	2M03160395+8020506	8	16.9522	7.03	2.815	3.917	4.69	0.078	0.143
4205	2M03160395+8020506	9	21.2139	15.368	3.649	5.009	6.069	0.083	0.138
4205	2M03170249+7945154	1	21.7832	261.482	9.378	9.378	9.378	0.0	0.0
4205	2M03170249+7945154	2	37.2862	225.316	10.886	10.886	10.886	0.0	0.0
4205	2M03170249+7945154	3	34.0272	124.677	12.586	12.586	12.586	0.0	0.0
4205	2M03170249+7945154	4	24.7681	258.027	21.099	21.099	21.099	0.0	0.0
4205	2M03170249+7945154	5	38.7298	75.582	12.726	12.726	12.726	0.0	0.0
4205	2M03170249+7945154	6	26.3311	44.231	7.131	7.131	7.131	0.0	0.0
4205	2M03170249+7945154	7	28.1578	245.977	12.38	12.38	12.38	0.0	0.0
4205	2M03170249+7945154	8	46.0447	40.904	21.885	21.885	21.885	0.0	0.0
4205	2M03170249+7945154	9	39.154	112.015	10.908	10.908	10.908	0.0	0.0
4205	2M03170249+7945154	10	18.0733	114.281	18.306	18.306	18.306	0.0	0.0
4480	2M03191111+0043411	0	63.9274	0.0	17.524	24.258	27.529	0.055	0.141
